contigname	ERR011349_ERR011349
k79_5660	5.55
k79_1003	3.93636
k79_10364	6.89533
k79_5661	4.26144
k79_14718	4.55303
k79_1004	7.0596
k79_5662	10.902
k79_14719	5.67081
k79_10365	3.82432
k79_14720	8.07254
k79_14721	4.81731
k79_10366	4.69079
k79_10367	2.39175
k79_5663	3.78571
k79_14722	3.80693
k79_1005	14.396
k79_10368	4.81955
k79_14723	6.21622
k79_1006	7.54198
k79_5664	5.75904
k79_28626	15.3323
k79_5665	4.16535
k79_14724	2.96899
k79_1007	7.80443
k79_1008	3.91089
k79_14725	5.56148
k79_10369	9.47871
k79_28627	6.81154
k79_5666	4.86923
k79_14726	7.02837
k79_10370	8.23776
k79_28628	7.80986
k79_5667	5.42105
k79_10371	2.85
k79_5668	4.03791
k79_14727	8.22674
k79_1009	8.40454
k79_10372	6.32093
k79_28629	7.7343
k79_5669	5.86239
k79_14728	3.22115
k79_28630	3.61856
k79_10373	3.90604
k79_14729	6.96429
k79_5670	4.25986
k79_14730	2.46043
k79_10374	5.87578
k79_28631	6.69755
k79_1010	4.6383
k79_19493	11.6848
k79_28632	4.1625
k79_10375	4.57463
k79_19494	4.98131
k79_28633	4.37158
k79_14731	9.48864
k79_10376	5.25984
k79_28634	3.70103
k79_19495	6.85965
k79_1011	10.3054
k79_14732	2.75336
k79_28635	7.54709
k79_10377	5.66667
k79_1012	3.61947
k79_19496	9.6547
k79_28636	6.20833
k79_14733	3.93529
k79_19497	6.70803
k79_1013	10.8889
k79_10378	8.89606
k79_19498	2.07273
k79_10379	3.97849
k79_14734	10.9333
k79_1014	7.66412
k79_23955	6.11738
k79_19499	4.76923
k79_14735	4.36123
k79_10380	3.23457
k79_1015	7.44279
k79_23956	4.74384
k79_14736	4.44218
k79_23957	5.68367
k79_14737	2.48276
k79_10381	4.77656
k79_1016	5.88581
k79_14738	2.44
k79_23958	5.07213
k79_1017	5.7218
k79_14739	4.01345
k79_23959	6.34091
k79_14740	5.34211
k79_23960	26.3091
k79_14741	5.69427
k79_10382	6.57015
k79_10383	2.25217
k79_10384	5.06122
k79_23961	6.99638
k79_1018	5.5217
k79_14742	12.1065
k79_23962	3.51754
k79_10385	4.44082
k79_23963	10.5118
k79_10386	12.4763
k79_23964	3.77251
k79_10387	4.61905
k79_14743	13.0601
k79_19500	10.3709
k79_23965	3.42953
k79_10388	4.1761
k79_14744	2.72308
k79_19501	3.23636
k79_33396	6.00875
k79_23966	3.60802
k79_19502	4.86413
k79_10389	5.35
k79_33397	8.29796
k79_19503	5.04902
k79_23967	4.3883
k79_33398	3.76842
k79_10390	7.19364
k79_33399	1.28571
k79_19504	4.20333
k79_14745	7.15609
k79_23968	10.1696
k79_33400	4.41803
k79_14746	4.27
k79_19505	4.46429
k79_23969	3.00515
k79_10391	5.72034
k79_33401	7.35461
k79_14747	2.74074
k79_19506	4.08264
k79_33402	1.8
k79_23970	6.76506
k79_19507	5.0
k79_10392	6.86547
k79_14748	5.03546
k79_14749	2.66942
k79_19508	4.81818
k79_33403	5.48157
k79_14750	4.34188
k79_10393	9.9711
k79_33404	3.49194
k79_14751	3.41667
k79_10394	3.65385
k79_19509	4.52521
k79_14752	3.88608
k79_33405	4.90421
k79_23971	6.41585
k79_19510	12.8047
k79_10395	10.5585
k79_33406	11.0405
k79_14753	2.95057
k79_14754	4.92
k79_33407	7.36538
k79_5671	4.23715
k79_10396	12.433
k79_14755	4.36054
k79_33408	5.33043
k79_23972	5.27133
k79_10397	7.64975
k79_5672	2.64583
k79_14756	5.30857
k79_33409	4.72251
k79_5673	3.37963
k79_23973	3.54194
k79_14757	9.32143
k79_10398	5.48089
k79_23974	5.26613
k79_5674	6.67204
k79_33410	8.45553
k79_5675	2.7594
k79_23975	4.46277
k79_33411	5.98058
k79_14758	9.34015
k79_10399	7.83521
k79_33412	10.7308
k79_23976	3.87912
k79_10400	3.35165
k79_23977	4.65352
k79_33413	7.57928
k79_28637	6.80556
k79_10401	5.73253
k79_33414	3.56701
k79_28638	1.64894
k79_10402	8.41177
k79_33415	3.26174
k79_5676	18.6838
k79_28639	3.59346
k79_10403	2.88095
k79_33416	1.92233
k79_5677	4.55556
k79_33417	4.78723
k79_10404	7.85849
k79_14759	10.5849
k79_28640	4.42966
k79_5678	4.44724
k79_14760	3.57
k79_10405	11.2409
k79_33418	7.70192
k79_28641	5.70552
k79_5679	5.38168
k79_14761	9.77647
k79_28642	4.1236
k79_5680	2.32
k79_14762	7.4188
k79_33419	5.97682
k79_28643	5.08491
k79_33420	12.7473
k79_14763	6.89418
k79_10406	5.72756
k79_28644	9.7013
k79_14764	3.80488
k79_28645	9.42857
k79_5681	5.79658
k79_14765	5.80672
k79_10407	4.90862
k79_5682	4.98611
k79_14766	3.6051
k79_33421	6.15264
k79_10408	2.12234
k79_5683	5.40476
k79_33422	7.81667
k79_10409	4.59167
k79_5684	2.9907
k79_14767	6.48132
k79_33423	5.77075
k79_10410	6.86555
k79_5685	5.05
k79_28646	8.65306
k79_5686	2.57983
k79_28647	3.87745
k79_5687	3.67365
k79_33424	5.48896
k79_10411	5.80229
k79_28648	2.91011
k79_33425	6.725
k79_10412	10.44
k79_5688	6.72727
k79_28649	2.97436
k79_33426	12.043
k79_10413	5.14844
k79_28650	3.02762
k79_33427	7.37255
k79_10414	5.78543
k79_33428	7.04255
k79_28651	1.60976
k79_28652	5.6701
k79_1019	18.6205
k79_10415	6.00375
k79_10416	5.5
k79_1020	1.85185
k79_5689	7.69282
k79_10417	6.61607
k79_5690	8.71323
k79_10418	8.75563
k79_5691	7.30846
k79_1021	6.34918
k79_5692	9.20769
k79_10419	2.4698
k79_10420	10.0457
k79_5693	21.032
k79_1022	11.3894
k79_5694	5.75362
k79_28653	8.73345
k79_1023	5.9
k79_5695	6.25455
k79_28654	7.49342
k79_10421	4.80769
k79_28655	5.19149
k79_5696	3.39623
k79_28656	4.51923
k79_10422	4.31128
k79_19511	2.66667
k79_28657	4.26923
k79_10423	6.37931
k79_19512	6.4375
k79_10424	3.40171
k79_19513	3.65891
k79_28658	11.3073
k79_19514	2.43443
k79_28659	5.60127
k79_33429	12.1353
k79_19515	5.51724
k79_33430	2.08209
k79_19516	4.40625
k79_19517	2.66316
k79_28660	9.20557
k79_33431	3.30201
k79_19518	2.99408
k79_19519	6.7377
k79_28661	8.50843
k79_10425	33.1527
k79_19520	3.92381
k79_23978	8.52439
k79_19521	10.7453
k79_10426	6.84506
k79_23979	7.20073
k79_23980	7.11009
k79_10427	7.2853
k79_23981	5.89899
k79_19522	9.43701
k79_23982	4.83607
k79_23983	3.88542
k79_19523	4.35397
k79_23984	3.54167
k79_19524	4.23256
k79_14768	3.66225
k79_19525	5.62105
k79_19526	2.38532
k79_14769	7.55615
k79_23985	5.77929
k79_19527	11.1769
k79_14770	4.80286
k79_19528	5.5819
k79_10428	32.203
k79_14771	7.76471
k79_23986	12.836
k79_14772	3.80606
k79_10429	5.51185
k79_19529	6.11133
k79_10430	6.29524
k79_14773	5.14286
k79_23987	8.61194
k79_10431	12.9912
k79_14774	4.02959
k79_23988	4.39683
k79_19530	4.21461
k79_10432	3.11184
k79_23989	7.9619
k79_19531	2.25
k79_14775	5.27187
k79_23990	4.66169
k79_14776	7.51667
k79_10433	7.60417
k79_19532	2.63987
k79_14777	2.57143
k79_19533	4.04167
k79_10434	18.3873
k79_19534	5.5567
k79_10435	6.64
k79_14778	4.40714
k79_19535	4.86207
k79_14779	5.0566
k79_10436	7.68199
k79_5697	4.06731
k79_10437	4.4527
k79_5698	4.94964
k79_5699	3.46154
k79_10438	5.51741
k79_10439	3.23226
k79_14780	5.91508
k79_5700	9.68247
k79_10440	5.98342
k79_14781	7.93262
k79_1024	9.69948
k79_14782	5.80159
k79_10441	6.31013
k79_23991	29.431
k79_10442	3.89815
k79_1025	4.28302
k79_14783	3.83735
k79_5701	11.9796
k79_10443	2.17822
k79_1026	4.42162
k79_5702	3.49691
k79_1027	5.64983
k79_10444	5.33415
k79_5703	3.67368
k79_1028	7.96517
k79_10445	8.875
k79_23992	8.7281
k79_5704	6.38005
k79_1029	4.24518
k79_23993	3.83784
k79_14784	10.1754
k79_1030	5.41438
k79_5705	8.49724
k79_10446	9.05114
k79_28662	6.45229
k79_14785	4.03891
k79_5706	5.30818
k79_1031	4.75661
k79_28663	6.43966
k79_5707	5.0963
k79_10447	7.50418
k79_14786	6.0
k79_1032	17.3429
k79_28664	2.01351
k79_14787	7.88775
k79_5708	4.10219
k79_28665	2.07826
k79_10448	5.33851
k79_1033	3.36585
k79_14788	3.12745
k79_5709	4.17355
k79_10449	3.85714
k79_28666	5.82119
k79_5710	2.06707
k79_10450	4.76647
k79_1034	3.47493
k79_14789	6.31847
k79_28667	4.18298
k79_5711	3.48872
k79_28668	4.625
k79_14790	5.34167
k79_5712	5.53333
k79_1035	6.1046
k79_14791	4.77876
k79_28669	2.54706
k79_1036	10.978
k79_10451	7.92157
k79_5713	7.21831
k79_1037	6.94576
k79_23994	3.73028
k79_28670	6.33763
k79_14792	5.07317
k79_1038	2.75943
k79_1039	5.27731
k79_5714	5.25979
k79_10452	2.93893
k79_1040	4.18868
k79_14793	11.8471
k79_5715	10.7543
k79_14794	5.86239
k79_1041	8.33143
k79_1042	4.48023
k79_10453	6.01546
k79_5716	11.4496
k79_10454	21.6346
k79_14795	5.21625
k79_23995	13.239
k79_5717	3.78277
k79_1043	7.24361
k79_10455	2.91908
k79_14796	8.72561
k79_1044	5.93846
k79_5718	8.91822
k79_1045	5.36842
k79_23996	4.43919
k79_10456	5.92982
k79_5719	6.42754
k79_19536	3.06481
k79_1046	4.76241
k79_23997	6.19024
k79_19537	2.2541
k79_1047	6.14789
k79_23998	11.7526
k79_19538	2.79675
k79_10457	4.59416
k79_1048	3.35503
k79_23999	14.0419
k79_10458	6.62236
k79_10459	2.9115
k79_19539	3.97297
k79_10460	7.20833
k79_24000	13.8667
k79_10461	2.84259
k79_19540	5.35142
k79_24001	13.4565
k79_24002	2.92222
k79_24003	11.6186
k79_19541	8.28701
k79_19542	7.1155
k79_24004	8.14739
k79_19543	6.63918
k79_19544	7.6278
k79_14797	21.8014
k79_19545	9.00546
k79_14798	4.51596
k79_19546	2.03261
k79_5720	5.98554
k79_19547	7.25846
k79_10462	46.8535
k79_19548	39.2177
k79_10463	12.4485
k79_19549	3.68824
k79_5721	10.3741
k79_10464	7.14463
k79_19550	7.14826
k79_5722	11.7148
k79_14799	8.79382
k79_19551	2.44545
k79_5723	4.744
k79_10465	6.80679
k79_14800	2.86702
k79_19552	5.3271
k79_10466	6.8805
k79_5724	6.5
k79_19553	3.54444
k79_28671	8.39274
k79_5725	3.85385
k79_5726	7.82313
k79_19554	9.71618
k79_28672	4.34965
k79_28673	4.45361
k79_19555	3.98291
k79_5727	6.65672
k79_14801	8.00728
k79_19556	6.13772
k79_14802	2.85625
k79_28674	2.30034
k79_5728	3.80192
k79_19557	4.27094
k79_5729	3.87379
k79_14803	11.9447
k79_19558	4.69655
k79_5730	3.70339
k79_14804	8.56311
k79_19559	5.5
k79_28675	11.3316
k79_5731	4.31313
k79_14805	5.51095
k79_19560	2.73585
k79_28676	5.77711
k79_19561	9.00826
k79_5732	3.59502
k79_19562	12.3226
k79_14806	7.91857
k79_28677	3.7518
k79_5733	13.6779
k79_19563	7.42623
k79_1049	11.9953
k79_14807	5.56159
k79_28678	5.50379
k79_5734	13.5215
k79_14808	4.39394
k79_14809	9.25
k79_19564	6.53111
k79_14810	5.07299
k79_28679	4.90018
k79_19565	2.97037
k79_14811	11.0659
k79_1050	6.05536
k79_5735	6.54914
k79_28680	4.23664
k79_14812	3.8
k79_5736	5.83028
k79_1051	5.7695
k79_19566	4.77629
k79_14813	5.24413
k79_1052	3.5339
k79_28681	5.84688
k79_5737	6.18497
k79_1053	2.56122
k79_19567	4.97256
k79_28682	6.86834
k79_5738	7.48
k79_19568	9.63333
k79_28683	3.21277
k79_1054	7.40909
k79_5739	3.19588
k79_24005	38.8529
k79_28684	3.62295
k79_5740	5.1761
k79_19569	4.61619
k79_1055	5.31288
k79_28685	4.68485
k79_24006	3.18284
k79_19570	1.85827
k79_24007	3.84348
k79_1056	4.98515
k79_28686	7.58081
k79_19571	3.11905
k79_28687	5.10191
k79_24008	2.14458
k79_19572	6.54338
k79_28688	6.66438
k79_19573	6.82949
k79_19574	8.63415
k79_1057	11.9513
k79_28689	9.98607
k79_24009	8.9827
k79_19575	3.07258
k79_1058	5.26667
k79_28690	2.67327
k79_5741	8.24521
k79_1059	6.14458
k79_28691	4.07735
k79_1060	4.94444
k79_24010	7.56263
k79_28692	3.23256
k79_1061	4.65421
k79_24011	6.06536
k79_19576	11.091
k79_24012	6.08602
k79_28693	5.47416
k79_5742	5.30992
k79_24013	3.66489
k79_19577	9.54891
k79_19578	3.05839
k79_28694	5.3561
k79_24014	2.9528
k79_5743	6.9644
k79_28695	3.33951
k79_24015	6.16225
k79_1062	9.04388
k79_14814	5.5826
k79_19579	5.88889
k79_28696	3.42614
k79_1063	4.65854
k79_5744	10.2047
k79_28697	4.36364
k79_14815	3.74436
k79_19580	5.43478
k79_24016	5.34946
k79_1064	5.05983
k79_14816	3.63636
k79_28698	10.5315
k79_24017	4.25
k79_1065	4.56044
k79_28699	7.15517
k79_24018	2.74227
k79_14817	7.15459
k79_24019	2.94118
k79_28700	3.0
k79_14818	5.81564
k79_24020	6.93333
k79_14819	3.43243
k79_24021	2.24444
k79_28701	4.79923
k79_1066	7.22457
k79_24022	6.95531
k79_28702	2.37838
k79_1067	5.0
k79_24023	3.34694
k79_28703	6.50318
k79_14820	5.8583
k79_24024	4.19444
k79_1068	9.3262
k79_14821	5.98824
k79_24025	8.47863
k79_1069	8.65
k79_1070	6.04717
k79_28704	4.53596
k79_1071	6.76
k79_14822	4.30233
k79_24026	5.12277
k79_14823	8.50515
k79_28705	3.6134
k79_24027	5.28141
k79_14824	4.88288
k79_1072	4.82258
k79_24028	8.40385
k79_14825	5.78017
k79_24029	3.75214
k79_24030	4.35484
k79_14826	5.1381
k79_28706	5.27095
k79_14827	7.45522
k79_24031	3.55333
k79_28707	5.35514
k79_14828	6.06164
k79_24032	4.63158
k79_14829	6.52101
k79_28708	11.3849
k79_24033	4.81742
k79_14830	6.27397
k79_24034	8.91964
k79_28709	4.50734
k79_28710	2.86207
k79_28711	5.05899
k79_24035	4.75972
k79_10467	9.78599
k79_14831	8.57451
k79_24036	4.97
k79_10468	4.65269
k79_14832	6.32597
k79_10469	5.27451
k79_10470	2.63025
k79_24037	6.56187
k79_10471	4.41102
k79_10472	3.54
k79_19581	42.581
k79_24038	8.65541
k79_19582	3.61881
k79_10473	4.99627
k79_14833	6.20533
k79_24039	2.97521
k79_19583	4.2521
k79_19584	8.20755
k79_10474	4.95822
k79_14834	9.72189
k79_19585	4.51948
k79_5745	5.52174
k79_5746	5.98193
k79_19586	8.18941
k79_24040	5.42747
k79_5747	3.5704
k79_24041	5.51716
k79_10475	8.34224
k79_19587	5.20457
k79_24042	4.00394
k79_10476	9.23944
k79_5748	3.7293
k79_19588	9.64557
k79_24043	5.01667
k79_5749	6.41905
k79_10477	5.76699
k79_19589	13.5533
k79_24044	3.2549
k79_19590	7.96618
k79_10478	8.80964
k79_24045	8.37333
k79_5750	5.55952
k79_10479	5.77215
k79_5751	5.22414
k79_10480	3.47368
k79_19591	4.13377
k79_10481	6.44604
k79_24046	11.2468
k79_5752	5.84264
k79_19592	9.19585
k79_24047	3.06364
k79_5753	4.95302
k79_19593	3.06111
k79_24048	4.07556
k79_5754	13.4722
k79_10482	4.80271
k79_19594	6.26316
k79_5755	7.66667
k79_10483	5.78283
k79_5756	4.86061
k79_24049	9.82688
k79_10484	5.89474
k79_33432	45.0629
k79_19595	4.70886
k79_5757	5.59233
k79_10485	4.46703
k79_33433	4.80189
k79_19596	4.5188
k79_28712	4.9469
k79_19597	3.68449
k79_33434	9.0211
k79_28713	8.36364
k79_33435	3.59821
k79_24050	7.13682
k79_33436	6.6129
k79_19598	5.94878
k79_28714	8.48357
k79_10486	5.31522
k79_19599	1.83486
k79_33437	5.52018
k79_28715	4.76106
k79_33438	7.40217
k79_19600	3.18705
k79_28716	5.59825
k79_10487	7.73425
k79_28717	4.99471
k79_19601	5.65082
k79_5758	11.4049
k79_28718	11.3222
k79_10488	4.96457
k79_10489	6.16917
k79_19602	4.43711
k79_1073	53.3106
k79_24051	5.71681
k79_14835	5.81402
k79_19603	5.04425
k79_19604	3.89655
k79_24052	8.43284
k79_1074	3.66341
k79_14836	7.69863
k79_1075	4.42708
k79_19605	4.95702
k79_14837	3.39608
k79_1076	4.2117
k79_24053	5.54397
k79_24054	13.3876
k79_19606	8.24596
k79_1077	12.1086
k79_24055	4.28758
k79_14838	6.28429
k79_1078	4.1245
k79_24056	3.0607
k79_14839	8.37705
k79_24057	6.99057
k79_19607	4.69678
k79_1079	5.39117
k79_1080	3.35583
k79_24058	8.55224
k79_19608	6.11745
k79_28719	9.74966
k79_1081	3.88393
k79_1082	6.36842
k79_14840	6.31321
k79_19609	3.096
k79_1083	2.61062
k79_24059	4.62971
k79_19610	5.79688
k79_14841	2.0787
k79_1084	5.99363
k79_19611	4.79167
k79_24060	8.09412
k79_14842	4.26596
k79_1085	3.94792
k79_28720	7.8484
k79_19612	3.74101
k79_1086	5.57042
k79_28721	3.22973
k79_19613	5.54601
k79_1087	7.5
k79_14843	4.87652
k79_24061	7.14672
k79_28722	6.82609
k79_19614	3.55708
k79_28723	5.37895
k79_24062	4.04386
k79_19615	6.12451
k79_14844	7.41602
k79_28724	3.72683
k79_1088	6.21502
k79_24063	7.11404
k79_19616	4.75532
k79_1089	3.69198
k79_14845	3.68456
k79_24064	2.29008
k79_19617	6.43318
k79_24065	2.69565
k79_14846	9.90141
k79_1090	6.57831
k79_19618	21.8897
k79_24066	3.17105
k79_14847	7.75862
k79_1091	6.75949
k79_24067	3.57798
k79_1092	3.54545
k79_14848	6.16187
k79_1093	8.85616
k79_1094	5.16547
k79_24068	7.78481
k79_19619	9.25422
k79_1095	9.29181
k79_14849	5.16815
k79_28725	24.3333
k79_19620	7.34868
k79_1096	3.78906
k79_24069	10.3049
k79_33439	5.66827
k79_19621	7.01133
k79_24070	4.78947
k79_10490	3.28387
k79_14850	7.08235
k79_33440	7.67416
k79_24071	4.68148
k79_14851	4.28283
k79_33441	5.48175
k79_19622	5.51827
k79_14852	8.05882
k79_24072	5.73887
k79_19623	7.13295
k79_14853	5.61272
k79_24073	5.69663
k79_19624	3.49495
k79_14854	7.69091
k79_19625	2.93578
k79_10491	246.506
k79_24074	6.19504
k79_14855	7.52047
k79_1097	6.75851
k79_24075	5.39073
k79_10492	5.41379
k79_1098	12.0809
k79_24076	8.88816
k79_19626	4.52941
k79_10493	10.4098
k79_1099	4.26042
k79_24077	9.97938
k79_14856	54.054
k79_19627	2.45113
k79_33442	16.9147
k79_10494	5.52263
k79_1100	3.95172
k79_33443	2.22689
k79_19628	7.31915
k79_1101	7.0
k79_33444	3.39785
k79_19629	7.25893
k79_10495	14.9119
k79_5759	4.99042
k79_1102	3.4717
k79_19630	5.91489
k79_33445	4.72637
k79_19631	2.68627
k79_10496	9.63385
k79_19632	7.73438
k79_24078	7.72968
k79_33446	9.22789
k79_10497	7.60667
k79_33447	2.39091
k79_19633	4.80663
k79_24079	3.65714
k79_1103	11.3314
k79_10498	3.06383
k79_33448	7.92391
k79_19634	3.7037
k79_1104	3.73282
k79_10499	5.53208
k79_1105	4.69072
k79_5760	5.94571
k79_19635	4.13303
k79_5761	6.60748
k79_33449	4.19435
k79_10500	4.28198
k79_5762	11.7324
k79_33450	4.33333
k79_19636	15.1051
k79_24080	42.9718
k79_5763	9.68958
k79_19637	6.18715
k79_24081	9.38197
k79_5764	5.42222
k79_24082	4.64968
k79_19638	4.66392
k79_10501	7.20192
k79_5765	3.93958
k79_24083	10.0338
k79_19639	9.65946
k79_5766	5.14706
k79_10502	4.89655
k79_19640	5.20098
k79_24084	5.39912
k79_10503	8.64179
k79_5767	6.36655
k79_24085	5.10891
k79_19641	4.69643
k79_10504	6.78689
k79_33451	10.9254
k79_10505	4.41259
k79_10506	3.14655
k79_33452	4.02667
k79_10507	2.79386
k79_10508	3.56436
k79_10509	5.5514
k79_33453	8.48709
k79_10510	3.9589
k79_33454	10.1067
k79_10511	4.16981
k79_33455	5.31557
k79_10512	2.80377
k79_33456	7.68805
k79_10513	8.89958
k79_33457	9.0
k79_10514	4.47826
k79_33458	4.24742
k79_10515	7.8324
k79_10516	5.58065
k79_33459	2.1768
k79_10517	3.896
k79_33460	7.25758
k79_14857	36.2006
k79_33461	5.81513
k79_33462	5.90323
k79_14858	3.98942
k79_33463	3.675
k79_14859	6.90496
k79_33464	3.80405
k79_14860	4.92308
k79_10518	7.65551
k79_14861	3.97222
k79_33465	31.6603
k79_33466	16.732
k79_14862	6.24038
k79_10519	8.45745
k79_14863	2.04902
k79_33467	9.50388
k79_14864	4.76842
k79_33468	5.47826
k79_10520	4.42888
k79_14865	6.64865
k79_33469	6.40167
k79_10521	5.01404
k79_10522	4.38378
k79_33470	12.802
k79_14866	29.8444
k79_33471	9.188
k79_10523	7.33587
k79_33472	3.22275
k79_14867	4.13972
k79_14868	8.38182
k79_10524	13.9786
k79_14869	5.475
k79_14870	4.71631
k79_10525	6.54545
k79_24086	3.60909
k79_19642	3.26178
k79_5768	9.66102
k79_10526	4.30556
k79_24087	4.5
k79_10527	11.5122
k79_5769	3.96023
k79_19643	4.43621
k79_24088	4.87387
k79_10528	2.83333
k79_5770	4.52366
k79_28726	6.36066
k79_24089	6.51376
k79_28727	12.9449
k79_5771	6.54008
k79_28728	8.76531
k79_10529	6.00304
k79_5772	7.14679
k79_24090	6.19363
k79_28729	6.13131
k79_24091	3.64583
k79_10530	3.57269
k79_28730	1.62921
k79_33473	6.68981
k79_24092	2.26214
k79_5773	8.1612
k79_5774	4.93684
k79_24093	6.54331
k79_28731	4.55446
k79_33474	8.64961
k79_5775	3.37815
k79_24094	14.6971
k79_33475	4.42105
k79_28732	10.5455
k79_5776	8.08264
k79_33476	12.2489
k79_10531	4.82341
k79_24095	2.71804
k79_5777	2.91489
k79_24096	5.10236
k79_5778	2.63462
k79_10532	5.20588
k79_24097	7.26442
k79_5779	3.59677
k79_10533	6.69399
k79_24098	2.85185
k79_10534	3.88068
k79_5780	6.72372
k79_5781	4.28378
k79_10535	9.92653
k79_5782	4.88136
k79_10536	7.26087
k79_24099	46.1373
k79_5783	5.55128
k79_28733	6.40296
k79_33477	6.56208
k79_24100	11.16
k79_28734	8.42149
k79_24101	3.27461
k79_33478	24.6821
k79_28735	2.7766
k79_24102	9.69737
k79_28736	4.84694
k79_33479	4.29876
k79_5784	4.37764
k79_28737	4.13402
k79_5785	3.53488
k79_28738	3.72897
k79_33480	4.41667
k79_33481	20.8921
k79_24103	9.56602
k79_33482	50.1942
k79_24104	5.40594
k79_5786	8.67883
k79_24105	4.75758
k79_33483	5.6748
k79_24106	6.01802
k79_5787	2.71835
k79_33484	2.46626
k79_24107	3.19835
k79_5788	3.91566
k79_24108	3.89167
k79_5789	3.71859
k79_5790	3.0
k79_33485	9.31063
k79_5791	2.77778
k79_24109	4.52326
k79_5792	4.09615
k79_33486	17.1964
k79_5793	5.87417
k79_24110	4.79817
k79_24111	3.15385
k79_5794	5.40426
k79_24112	4.46349
k79_5795	5.13605
k79_19644	3.06536
k79_24113	10.1011
k79_14871	4.65263
k79_14872	2.75214
k79_19645	5.1479
k79_24114	3.64576
k79_24115	13.9341
k79_19646	4.35955
k79_14873	7.5539
k79_24116	7.51613
k79_24117	6.19847
k79_19647	10.1538
k79_14874	3.08756
k79_19648	3.32653
k79_24118	3.75243
k79_14875	3.50661
k79_24119	3.79167
k79_14876	8.29808
k79_24120	4.1
k79_14877	3.85859
k79_19649	4.87666
k79_24121	5.39667
k79_14878	6.19124
k79_19650	2.82353
k79_10537	7.356
k79_14879	11.115
k79_19651	3.904
k79_24122	29.9649
k79_10538	10.6749
k79_14880	4.18902
k79_24123	3.9505
k79_24124	1.80435
k79_24125	5.54737
k79_10539	3.87348
k79_24126	3.64615
k79_10540	8.8421
k79_24127	1.25275
k79_10541	3.60825
k79_24128	9.34641
k79_10542	3.23595
k79_19652	57.2624
k79_24129	5.41608
k79_19653	4.12255
k79_10543	4.88047
k79_19654	4.58242
k79_10544	7.20155
k79_24130	7.13091
k79_24131	7.72321
k79_19655	10.3457
k79_19656	4.5
k79_10545	10.7298
k79_19657	5.97701
k79_19658	5.32292
k79_10546	6.90941
k79_10547	3.3937
k79_24132	8.19701
k79_10548	7.83854
k79_24133	10.6327
k79_19659	8.83366
k79_10549	4.46316
k79_24134	4.43382
k79_19660	4.65198
k79_10550	3.96748
k79_24135	2.76647
k79_10551	5.64407
k79_19661	8.57394
k79_24136	2.05625
k79_10552	7.30556
k79_5796	11.5876
k79_24137	3.61783
k79_19662	5.96133
k79_10553	7.23729
k79_5797	4.14655
k79_24138	2.38
k79_19663	3.92188
k79_5798	3.55556
k79_19664	10.1987
k79_5799	3.723
k79_10554	6.49592
k79_24139	3.87447
k79_5800	10.3601
k79_10555	11.7184
k79_24140	2.71676
k79_19665	3.92593
k79_10556	5.92308
k79_19666	4.41045
k79_24141	4.52792
k79_5801	14.3703
k79_10557	6.66165
k79_19667	3.74172
k79_5802	2.93496
k79_24142	6.43567
k79_19668	6.56098
k79_10558	5.94975
k79_5803	5.31624
k79_24143	5.39655
k79_10559	2.87234
k79_19669	3.35714
k79_5804	5.35223
k79_10560	3.8982
k79_24144	3.72266
k79_19670	6.1457
k79_5805	4.5
k79_5806	3.02752
k79_19671	6.61314
k79_24145	13.8161
k79_19672	3.72539
k79_5807	5.885
k79_24146	8.024
k79_5808	3.19847
k79_33487	53.3524
k79_5809	4.33333
k79_24147	4.68811
k79_33488	4.59184
k79_5810	3.65929
k79_24148	2.8254
k79_10561	46.0382
k79_24149	3.33696
k79_33489	7.71071
k79_10562	10.2697
k79_5811	8.25292
k79_24150	5.98208
k79_24151	4.824
k79_33490	6.60099
k79_33491	9.78571
k79_24152	11.3605
k79_33492	5.1623
k79_33493	9.19491
k79_24153	6.37576
k79_24154	3.40659
k79_33494	5.36842
k79_33495	2.5625
k79_24155	8.39827
k79_33496	6.56965
k79_10563	13.0335
k79_10564	20.7935
k79_33497	4.83333
k79_28739	46.1348
k79_28740	3.04217
k79_33498	7.18395
k79_10565	16.4059
k79_28741	6.63964
k79_14881	55.4977
k79_10566	5.77517
k79_28742	7.08621
k79_14882	2.91593
k79_10567	4.35461
k79_28743	12.0192
k79_10568	2.47561
k79_28744	3.94186
k79_10569	6.37975
k79_14883	6.43865
k79_33499	7.0975
k79_33500	4.09375
k79_14884	5.03846
k79_28745	4.36499
k79_14885	8.46087
k79_33501	4.56757
k79_28746	3.39333
k79_5812	60.2463
k79_28747	3.71845
k79_14886	4.48495
k79_33502	10.1346
k79_33503	4.97807
k79_5813	5.44371
k79_28748	11.8091
k79_33504	5.50962
k79_28749	5.29518
k79_33505	6.46739
k79_5814	6.89333
k79_14887	6.08613
k79_33506	2.97826
k79_14888	3.75
k79_33507	17.8369
k79_14889	3.31852
k79_19673	5.74153
k79_33508	4.21849
k79_14890	3.72
k79_33509	7.11972
k79_14891	4.31551
k79_19674	3.19753
k79_33510	7.55208
k79_19675	2.74038
k79_33511	3.97938
k79_19676	5.71296
k79_33512	6.55385
k79_19677	7.90909
k79_33513	4.37379
k79_14892	5.96068
k79_14893	4.04891
k79_19678	5.69175
k79_5815	9.08551
k79_33514	4.7784
k79_19679	4.94558
k79_19680	6.97753
k79_19681	6.51934
k79_5816	10.6209
k79_33515	5.35009
k79_14894	6.64794
