contigname	ERR011349_ERR011349
k79_6942	3.74336
k79_25250	8.41208
k79_20732	2.7156
k79_2453	17.8082
k79_34726	4.05896
k79_6943	5.01478
k79_16143	10.4984
k79_11598	47.6257
k79_34727	4.9322
k79_2454	4.96178
k79_6944	5.91667
k79_16144	6.2
k79_34728	4.17778
k79_11599	3.27206
k79_20733	7.70081
k79_6945	4.95349
k79_16145	3.29016
k79_20734	3.625
k79_11600	4.44253
k79_16146	7.30233
k79_20735	8.7052
k79_11601	5.55263
k79_6946	7.7372
k79_29665	10.5685
k79_16147	4.42593
k79_20736	3.4963
k79_11602	1.76829
k79_29666	18.3
k79_6947	8.80117
k79_20737	3.7378
k79_6948	2.77165
k79_16148	9.07962
k79_11603	3.46875
k79_20738	4.78916
k79_6949	8.44149
k79_2455	7.19014
k79_11604	11.8317
k79_16149	5.11111
k79_20739	5.02083
k79_16150	4.85308
k79_20740	10.4444
k79_29667	13.6988
k79_11605	3.81492
k79_6950	7.56635
k79_34729	4.96057
k79_2456	4.30926
k79_20741	4.38122
k79_34730	41.422
k79_29668	8.84906
k79_2457	4.24468
k79_6951	5.85612
k79_34731	10.0102
k79_11606	6.05828
k79_20742	3.37158
k79_6952	5.40566
k79_20743	1.77143
k79_6953	4.90533
k79_29669	5.10515
k79_11607	6.80405
k79_34732	5.89231
k79_6954	2.20253
k79_16151	7.34982
k79_29670	8.2013
k79_6955	2.53333
k79_20744	9.76421
k79_29671	4.86765
k79_11608	5.74913
k79_16152	8.37619
k79_34733	5.96898
k79_29672	5.53788
k79_11609	4.55147
k79_6956	8.61925
k79_16153	5.54545
k79_20745	7.30427
k79_11610	6.13534
k79_29673	3.0
k79_34734	4.39825
k79_11611	7.66225
k79_6957	7.1863
k79_34735	10.469
k79_20746	10.3689
k79_29674	10.0106
k79_34736	3.92667
k79_6958	8.37716
k79_20747	3.36111
k79_25251	4.20968
k79_29675	5.25824
k79_11612	9.79518
k79_25252	6.20732
k79_34737	4.22632
k79_29676	3.97037
k79_25253	6.41489
k79_2458	10.3003
k79_34738	8.94737
k79_34739	4.42771
k79_25254	10.3199
k79_16154	9.03581
k79_29677	6.71981
k79_2459	8.27037
k79_25255	5.57565
k79_34740	10.2835
k79_16155	10.0858
k79_2460	3.63436
k79_34741	4.09664
k79_16156	5.04928
k79_11613	5.04551
k79_34742	4.78613
k79_25256	8.46726
k79_2461	7.48479
k79_16157	5.15569
k79_34743	6.84783
k79_25257	3.73643
k79_11614	8.15122
k79_2462	3.57333
k79_25258	10.8431
k79_11615	7.63281
k79_34744	5.24723
k79_2463	2.0916
k79_11616	4.91367
k79_2464	3.8125
k79_34745	9.71094
k79_16158	14.8617
k79_25259	3.7459
k79_11617	9.08889
k79_2465	4.8972
k79_34746	5.04167
k79_29678	9.45692
k79_25260	3.80612
k79_11618	2.90909
k79_34747	5.68199
k79_29679	4.30021
k79_11619	4.55911
k79_34748	4.20755
k79_29680	5.29858
k79_11620	3.21774
k79_16159	5.15538
k79_11621	4.95763
k79_25261	8.89085
k79_2466	7.71234
k79_29681	6.79197
k79_16160	4.5461
k79_2467	5.08559
k79_11622	6.80769
k79_25262	6.69776
k79_29682	6.35156
k79_16161	2.73659
k79_2468	6.02013
k79_29683	4.53719
k79_11623	4.75484
k79_29684	12.1552
k79_16162	6.24145
k79_11624	2.90868
k79_2469	4.65869
k79_11625	4.28022
k79_16163	5.48472
k79_29685	5.79752
k79_16164	5.70423
k79_2470	6.53812
k79_2471	9.71901
k79_29686	2.57981
k79_6959	4.78707
k79_29687	4.6599
k79_25263	7.17621
k79_6960	3.57102
k79_29688	6.97895
k79_6961	3.92715
k79_2472	6.18621
k79_29689	5.15049
k79_11626	11.0683
k79_6962	4.13869
k79_29690	1.78571
k79_2473	5.45294
k79_6963	4.18447
k79_2474	3.45098
k79_29691	3.41401
k79_11627	7.57051
k79_6964	5.07634
k79_2475	3.18987
k79_6965	6.27778
k79_2476	8.85149
k79_29692	5.52926
k79_11628	6.43038
k79_6966	4.01515
k79_2477	11.6726
k79_20748	9.84058
k79_29693	3.52941
k79_6967	4.25
k79_2478	5.90152
k79_25264	7.21107
k79_29694	5.77174
k79_6968	8.60403
k79_20749	2.81548
k79_2479	1.81373
k79_29695	3.94241
k79_25265	9.83019
k79_20750	3.66372
k79_2480	2.89247
k79_29696	3.08917
k79_20751	6.15819
k79_2481	4.89911
k79_6969	8.2122
k79_25266	7.51577
k79_2482	7.83051
k79_29697	4.50713
k79_25267	6.04444
k79_29698	14.5759
k79_20752	8.16051
k79_6970	7.13832
k79_25268	5.05702
k79_29699	5.76534
k79_20753	6.72152
k79_25269	2.31852
k79_6971	5.01282
k79_29700	6.0274
k79_25270	2.82727
k79_29701	3.30726
k79_2483	16.0994
k79_6972	5.92871
k79_2484	2.75221
k79_29702	5.10927
k79_25271	5.14725
k79_2485	6.90179
k79_25272	9.20755
k79_29703	8.29834
k79_25273	2.95122
k79_2486	4.24444
k79_25274	4.13889
k79_20754	11.2003
k79_6973	7.39649
k79_29704	7.02426
k79_2487	12.9143
k79_6974	4.06711
k79_29705	3.9708
k79_20755	7.8101
k79_6975	7.0885
k79_2488	5.07958
k79_29706	10.7852
k79_25275	7.8507
k79_20756	4.50323
k79_2489	4.52252
k79_29707	3.70213
k79_6976	7.05036
k79_2490	7.55063
k79_29708	3.84733
k79_25276	4.92283
k79_6977	4.78676
k79_2491	8.13846
k79_29709	8.67347
k79_34749	3.33088
k79_25277	4.6867
k79_20757	6.77878
k79_2492	8.55789
k79_29710	4.26531
k79_6978	7.96512
k79_2493	3.14286
k79_29711	7.89916
k79_20758	7.18868
k79_34750	5.11502
k79_2494	1.97253
k79_29712	6.85238
k79_2495	1.72826
k79_34751	3.97561
k79_6979	85.9981
k79_29713	5.85217
k79_25278	7.80851
k79_2496	3.56122
k79_34752	7.96078
k79_29714	5.8
k79_25279	4.72414
k79_6980	3.86383
k79_2497	9.91406
k79_34753	3.65041
k79_20759	6.3986
k79_6981	5.68182
k79_2498	2.69588
k79_25280	7.44291
k79_20760	2.7735
k79_29715	4.78201
k79_25281	3.00526
k79_2499	4.07905
k79_34754	6.73922
k79_20761	2.79825
k79_6982	12.7026
k79_2500	7.92
k79_29716	6.33457
k79_11629	6.54086
k79_34755	3.56977
k79_20762	7.75622
k79_2501	9.30147
k79_29717	8.47863
k79_20763	3.5102
k79_25282	3.28261
k79_11630	5.04667
k79_34756	2.3908
k79_6983	11.7143
k79_2502	4.27619
k79_16165	8.2459
k79_34757	2.76923
k79_11631	4.4589
k79_29718	10.7539
k79_16166	6.86667
k79_20764	9.7384
k79_2503	5.91866
k79_11632	8.39542
k79_34758	3.03774
k79_20765	5.08333
k79_2504	4.53546
k79_29719	6.95709
k79_20766	4.85985
k79_34759	3.48305
k79_11633	3.00975
k79_16167	8.17364
k79_29720	10.5856
k79_34760	3.21545
k79_11634	25.8343
k79_34761	3.61468
k79_29721	3.69143
k79_11635	3.30348
k79_20767	6.38704
k79_2505	5.89586
k79_16168	4.38876
k79_29722	24.0992
k79_34762	4.08696
k79_11636	2.2549
k79_20768	3.98936
k79_2506	2.91489
k79_29723	3.66477
k79_34763	3.76866
k79_20769	8.02308
k79_2507	4.53448
k79_11637	4.1791
k79_20770	9.1157
k79_2508	7.23762
k79_29724	4.84211
k79_11638	6.77857
k79_34764	4.72705
k79_11639	4.16667
k79_16169	20.4444
k79_34765	2.875
k79_34766	2.344
k79_16170	2.975
k79_11640	3.93629
k79_16171	4.88462
k79_11641	7.35
k79_34767	5.83879
k79_2509	8.89066
k79_34768	6.30435
k79_29725	11.4082
k79_2510	4.85641
k79_11642	9.32779
k79_16172	5.87638
k79_34769	4.00629
k79_2511	6.24576
k79_29726	4.93548
k79_11643	9.6087
k79_2512	5.0283
k79_29727	3.99422
k79_34770	8.05303
k79_16173	7.39898
k79_11644	11.2773
k79_29728	3.51579
k79_2513	4.71255
k79_11645	3.39316
k79_16174	5.54229
k79_34771	6.57278
k79_2514	4.97419
k79_29729	6.5364
k79_11646	4.13441
k79_2515	5.23529
k79_16175	5.20645
k79_34772	3.89937
k79_29730	4.60674
k79_16176	7.18954
k79_29731	6.31897
k79_34773	3.04054
k79_16177	5.10753
k79_29732	4.025
k79_16178	3.28866
k79_11647	11.8276
k79_34774	6.98324
k79_2516	6.21536
k79_29733	5.43636
k79_16179	9.22436
k79_2517	6.32414
k79_29734	58.6605
k79_16180	4.68067
k79_11648	5.76351
k79_2518	12.7572
k79_29735	6.79167
k79_34775	10.1596
k79_34776	6.16935
k79_11649	3.54785
k79_34777	6.21296
k79_2519	7.36176
k79_11650	13.6593
k79_34778	3.29365
k79_11651	3.33
k79_2520	4.68927
k79_11652	5.33708
k79_34779	15.0
k79_2521	7.71963
k79_11653	5.36054
k79_34780	7.41615
k79_2522	3.06107
k79_11654	2.04673
k79_34781	4.34434
k79_2523	3.64082
k79_34782	7.57616
k79_11655	14.9333
k79_34783	3.39738
k79_11656	8.31707
k79_2524	5.92786
k79_34784	1.87629
k79_34785	3.752
k79_34786	4.16071
k79_2525	9.7479
k79_11657	4.83927
k79_34787	6.70476
k79_2526	8.15957
k79_11658	5.43814
k79_34788	3.23276
k79_11659	5.55738
k79_25283	5.66321
k79_11660	5.52454
k79_25284	8.9927
k79_25285	4.63793
k79_25286	3.37121
k79_34789	5.02045
k79_11661	6.66736
k79_25287	8.36667
k79_34790	10.7704
k79_11662	4.55597
k79_2527	67.9791
k79_34791	6.19355
k79_11663	6.91538
k79_6984	9.62879
k79_25288	3.6105
k79_11664	6.20213
k79_6985	5.06931
k79_25289	14.0311
k79_11665	4.87705
k79_20771	4.28418
k79_6986	10.8802
k79_25290	3.83448
k79_34792	8.43205
k79_20772	6.24194
k79_6987	4.27103
k79_6988	3.78947
k79_20773	4.95652
k79_34793	45.2258
k79_20774	4.72277
k79_11666	8.01223
k79_6989	3.66383
k79_20775	3.38542
k79_34794	10.474
k79_25291	9.23162
k79_25292	3.12632
k79_6990	4.03465
k79_25293	3.22772
k79_6991	3.6701
k79_25294	12.2246
k79_34795	5.7711
k79_25295	3.61682
k79_6992	9.69748
k79_11667	8.29955
k79_29736	5.68935
k79_34796	15.4803
k79_34797	4.08738
k79_25296	5.94291
k79_29737	5.95059
k79_25297	6.1413
k79_29738	3.58407
k79_25298	4.61765
k79_6993	7.87399
k79_29739	4.85946
k79_20776	57.6611
k79_6994	19.5203
k79_29740	2.68067
k79_25299	5.72781
k79_34798	8.36763
k79_20777	5.24425
k79_25300	4.41071
k79_29741	3.375
k79_34799	8.4532
k79_20778	4.22131
k79_25301	4.47059
k79_34800	2.97917
k79_29742	9.88587
k79_11668	17.7798
k79_29743	3.31915
k79_20779	16.068
k79_34801	6.53143
k79_25302	5.46121
k79_20780	5.12403
k79_29744	7.22941
k79_20781	10.1141
k79_29745	7.07246
k79_11669	5.22907
k79_34802	6.40713
k79_29746	12.56
k79_11670	3.4759
k79_20782	3.52996
k79_11671	6.63721
k79_34803	14.8249
k79_11672	6.06034
k79_29747	9.32993
k79_34804	3.51802
k79_34805	5.8835
k79_11673	10.7214
k79_29748	2.61386
k79_20783	5.20868
k79_6995	57.0128
k79_20784	4.76226
k79_6996	4.25843
k79_20785	5.54264
k79_34806	4.24138
k79_11674	10.7375
k79_6997	4.176
k79_20786	5.05455
k79_11675	6.33929
k79_29749	4.68196
k79_2528	10.928
k79_11676	3.04396
k79_29750	3.11565
k79_2529	7.47368
k79_11677	4.11382
k79_2530	11.7411
k79_34807	7.34225
k79_11678	2.80769
k79_29751	7.21622
k79_2531	5.46753
k79_20787	12.2292
k79_11679	3.54701
k79_6998	2.82353
k79_20788	5.6478
k79_2532	3.26871
k79_11680	6.26957
k79_34808	10.1193
k79_2533	4.64835
k79_34809	4.08911
k79_20789	4.74783
k79_34810	7.78125
k79_20790	2.04795
k79_2534	10.3014
k79_34811	4.20601
k79_6999	6.79064
k79_20791	5.94545
k79_7000	2.38889
k79_2535	12.1912
k79_20792	10.9638
k79_7001	3.82222
k79_2536	7.80108
k79_34812	8.73421
k79_7002	3.70659
k79_34813	4.31008
k79_7003	3.04375
k79_2537	3.50857
k79_34814	9.44118
k79_7004	6.20833
k79_25303	91.7434
k79_34815	6.35772
k79_7005	3.39583
k79_2538	7.08772
k79_34816	2.82292
k79_7006	5.99061
k79_34817	3.76471
k79_25304	4.3317
k79_25305	3.94444
k79_20793	7.9692
k79_11681	9.41393
k79_2539	9.72797
k79_25306	4.56962
k79_11682	4.2013
k79_2540	5.20879
k79_20794	6.75822
k79_2541	12.3394
k79_34818	10.3159
k79_11683	7.40103
k79_25307	3.07299
k79_34819	2.275
k79_20795	7.35686
k79_25308	3.63559
k79_7007	6.2956
k79_11684	7.84868
k79_25309	4.56522
k79_11685	4.42373
k79_20796	3.5599
k79_2542	3.82013
k79_7008	4.1567
k79_34820	13.7442
k79_2543	4.70922
k79_34821	3.63158
k79_11686	7.62278
k79_7009	4.1773
k79_20797	4.72257
k79_34822	5.52747
k79_11687	3.72845
k79_34823	3.31746
k79_20798	4.82692
k79_11688	3.48361
k79_34824	7.07451
k79_2544	11.9102
k79_20799	3.76327
k79_34825	4.39024
k79_20800	3.39024
k79_2545	1.94915
k79_7010	10.7734
k79_29752	44.5672
k79_34826	10.0051
k79_20801	3.30392
k79_7011	7.06
k79_34827	4.97009
k79_20802	3.49074
k79_29753	5.33229
k79_7012	11.5592
k79_2546	7.60437
k79_34828	3.45912
k79_7013	9.23077
k79_20803	6.08286
k79_11689	31.914
k79_2547	10.8843
k79_7014	7.0042
k79_20804	5.95802
k79_2548	4.55649
k79_7015	12.0505
k79_2549	3.16774
k79_20805	3.03774
k79_7016	5.64088
k79_29754	6.92703
k79_2550	7.07353
k79_7017	3.62264
k79_11690	4.9521
k79_7018	17.3407
k79_34829	10.5777
k79_29755	5.4084
k79_2551	8.69818
k79_34830	4.1422
k79_2552	5.48148
k79_34831	3.56383
k79_29756	6.37255
k79_20806	9.0266
k79_11691	6.9225
k79_29757	3.26733
k79_7019	6.8281
k79_20807	7.73799
k79_2553	5.31136
k79_20808	2.95604
k79_7020	5.82561
k79_2554	5.82166
k79_29758	11.7685
k79_11692	7.18058
k79_7021	2.79012
k79_29759	4.1465
k79_7022	2.32773
k79_11693	4.45977
k79_20809	5.613
k79_7023	6.58651
k79_34832	8.17178
k79_20810	3.76875
k79_11694	9.31657
k79_2555	5.45443
k79_7024	8.21
k79_34833	2.36283
k79_20811	5.16522
k79_34834	7.33696
k79_7025	2.74834
k79_2556	5.91707
k79_20812	4.43322
k79_7026	9.66441
k79_2557	3.77978
k79_34835	10.2262
k79_7027	5.76471
k79_20813	7.21725
k79_34836	5.91121
k79_20814	4.46061
k79_16181	57.5925
k79_2558	9.53477
k79_11695	8.83589
k79_20815	4.43439
k79_7028	10.9905
k79_16182	6.97119
k79_34837	10.209
k79_11696	10.0179
k79_2559	6.05505
k79_7029	4.42935
k79_16183	13.7581
k79_34838	5.43033
k79_7030	6.84783
k79_2560	6.63736
k79_29760	9.94167
k79_16184	6.6746
k79_34839	4.69595
k79_7031	9.01266
k79_11697	13.6076
k79_16185	7.52349
k79_7032	4.26923
k79_11698	4.2844
k79_11699	4.24242
k79_16186	6.27863
k79_29761	8.64748
k79_7033	3.44516
k79_7034	2.62712
k79_29762	3.37931
k79_11700	4.67939
k79_16187	10.2705
k79_34840	6.81981
k79_7035	4.17511
k79_34841	7.30357
k79_29763	10.7248
k79_7036	2.88608
k79_11701	6.31594
k79_34842	4.38202
k79_25310	48.1677
k79_29764	4.48673
k79_34843	6.30667
k79_25311	5.30769
k79_29765	2.75086
k79_7037	5.91824
k79_29766	3.584
k79_11702	5.19434
k79_29767	4.49474
k79_16188	11.5345
k79_11703	6.82622
k79_11704	4.95652
k79_29768	10.0272
k79_25312	7.98112
k79_16189	5.69293
k79_25313	2.05405
k79_11705	5.03684
k79_16190	6.41935
k79_29769	6.18518
k79_25314	9.56
k79_11706	5.51111
k79_25315	6.50435
k79_16191	3.13125
k79_16192	5.24731
k79_16193	3.46707
k79_29770	10.6401
k79_25316	8.75669
k79_29771	4.03571
k79_7038	18.7063
k79_25317	3.72
k79_16194	4.34632
k79_11707	13.5054
k79_29772	5.53191
k79_16195	4.63333
k79_11708	3.62376
k79_7039	9.01402
k79_11709	5.68518
k79_7040	3.37037
k79_16196	4.0
k79_29773	11.7308
k79_11710	5.06195
k79_7041	10.0385
k79_20816	5.72787
k79_11711	4.92135
k79_25318	5.45466
k79_20817	4.50427
k79_29774	4.97442
k79_25319	4.98137
k79_20818	6.06475
k79_11712	3.38095
k79_7042	5.77703
k79_25320	2.36458
k79_29775	3.86607
k79_11713	7.55782
k79_11714	10.6931
k79_7043	5.83587
k79_20819	4.54451
k79_2561	57.5754
k79_34844	5.01695
k79_7044	9.05128
k79_20820	1.58503
k79_34845	4.632
k79_25321	7.30918
k79_2562	7.13613
k79_20821	9.5
k79_25322	4.44248
k79_34846	3.42105
k79_20822	5.9802
k79_2563	7.6015
k79_25323	2.504
k79_2564	4.64045
k79_20823	3.61905
k79_7045	5.78309
k79_29776	7.6753
k79_25324	7.48077
k79_16197	5.9823
k79_11715	4.46847
k79_7046	4.91613
k79_2565	5.68041
k79_29777	5.15104
k79_25325	4.44037
k79_7047	3.69065
k79_16198	4.00559
k79_29778	15.1743
k79_7048	11.86
k79_16199	2.79839
k79_11716	6.83047
k79_25326	6.11583
k79_2566	7.60566
k79_7049	8.79839
k79_29779	2.32278
k79_25327	5.41026
k79_11717	8.65986
k79_11718	4.4486
k79_25328	5.01575
k79_7050	2.94248
k79_16200	3.15496
k79_2567	6.05102
k79_29780	4.15479
k79_11719	3.97884
k79_16201	3.94531
k79_2568	7.24
k79_11720	3.26446
k79_16202	8.58065
k79_2569	7.08197
k79_7051	7.63466
k79_11721	3.96825
k79_16203	5.18357
k79_29781	9.93066
k79_7052	5.95858
k79_11722	5.06468
k79_2570	3.56927
k79_16204	9.60776
k79_29782	6.83125
k79_2571	2.42268
k79_16205	2.14062
k79_29783	4.09767
k79_11723	4.61373
k79_7053	6.29858
k79_29784	5.7033
k79_2572	4.14525
k79_29785	3.3211
k79_16206	5.7484
k79_25329	27.1931
k79_2573	5.73423
k79_11724	11.3631
k79_29786	5.42647
k79_16207	5.02381
k79_2574	3.77885
k79_11725	2.94118
k79_29787	4.66304
k79_2575	2.10989
k79_11726	6.26923
k79_29788	3.14388
k79_25330	8.40091
k79_2576	2.88571
k79_16208	6.52464
k79_7054	35.6147
k79_29789	3.96907
k79_25331	7.77228
k79_11727	4.5
k79_2577	2.60163
k79_16209	4.75934
k79_2578	5.98007
k79_16210	3.9213
k79_34847	3.39216
k79_11728	2.9403
k79_34848	4.33562
k79_16211	6.8147
k79_34849	2.95098
k79_2579	10.5414
k79_11729	6.08524
k79_16212	3.57277
k79_2580	3.08
k79_11730	4.1087
k79_16213	4.59487
k79_2581	4.07914
k79_34850	5.61934
k79_25332	10.431
k79_7055	7.04725
k79_2582	4.34091
k79_16214	3.5736
k79_25333	4.93143
k79_7056	7.55556
k79_34851	9.28803
k79_25334	5.0
k79_7057	1.92553
k79_34852	4.13913
k79_16215	5.05576
k79_11731	10.9266
k79_34853	2.18478
k79_2583	3.36175
k79_25335	7.39689
k79_29790	6.76747
k79_16216	5.96923
k79_11732	3.83092
k79_16217	8.75455
k79_25336	27.6758
k79_29791	5.20849
k79_2584	11.8771
k79_16218	2.09948
k79_25337	10.0523
k79_29792	1.6129
k79_11733	5.48082
k79_2585	2.72222
k79_29793	3.49565
k79_11734	8.80672
k79_25338	4.74296
k79_2586	4.93548
k79_25339	7.51852
k79_11735	2.69145
k79_16219	5.35559
k79_25340	2.79279
k79_11736	6.76531
k79_2587	5.77926
k79_29794	4.06154
k79_16220	5.98485
k79_2588	3.75949
k79_25341	5.94304
k79_29795	6.78378
k79_16221	6.64516
k79_25342	6.90728
k79_34854	7.10394
k79_29796	8.56835
k79_16222	2.18103
k79_25343	3.32258
k79_29797	7.46311
k79_16223	5.38577
k79_29798	4.30939
k79_34855	11.1202
k79_25344	5.72581
k79_34856	3.65138
k79_29799	9.80068
k79_25345	10.7767
k79_34857	3.94643
k79_7058	6.89714
k79_20824	4.8
k79_25346	3.34286
k79_7059	2.60177
k79_20825	3.66438
k79_25347	3.73653
k79_20826	4.43307
k79_29800	7.69941
k79_2589	8.79268
k79_34858	4.6025
k79_2590	4.32719
k79_25348	5.89967
k79_20827	3.69182
k79_34859	2.73134
k79_20828	2.8835
k79_25349	6.64734
k79_11737	7.02578
k79_34860	4.45669
k79_2591	8.67614
k79_20829	6.08163
k79_11738	3.15263
k79_25350	5.48667
k79_34861	6.6
k79_20830	2.49215
k79_2592	7.60563
k79_11739	5.53804
k79_25351	4.76496
k79_34862	6.62857
k79_25352	2.90678
k79_11740	7.15721
k79_20831	4.88215
k79_29801	11.7458
k79_20832	20.1875
k79_34863	4.18313
k79_11741	8.89486
k79_29802	6.32
k79_20833	5.7592
k79_34864	10.7675
k79_20834	3.81739
k79_29803	10.7339
k79_34865	3.99471
k79_20835	4.28346
k79_11742	7.50402
k79_34866	9.44444
k79_29804	7.53143
k79_34867	8.13461
k79_20836	4.45856
k79_34868	11.8966
k79_11743	9.21029
k79_34869	6.344
k79_2593	9.99427
k79_29805	4.95536
k79_25353	8.52754
k79_34870	2.71111
k79_11744	10.1749
k79_29806	4.28866
k79_2594	4.82258
k79_25354	5.57812
k79_34871	4.8408
k79_7060	2.46104
k79_7061	4.95506
k79_2595	9.24503
k79_34872	7.27407
k79_11745	6.31433
k79_34873	2.31461
k79_2596	7.87597
k79_29807	11.8493
k79_11746	2.14504
k79_7062	2.53939
k79_34874	4.45255
k79_2597	5.45638
k79_11747	3.75893
k79_29808	4.2782
k79_34875	12.9011
k79_7063	4.5627
k79_2598	8.99371
k79_11748	8.96835
k79_2599	4.45745
k79_7064	9.30864
k79_29809	5.38306
k79_7065	2.97778
k79_29810	13.7101
k79_11749	4.84706
k79_34876	13.0111
k79_7066	5.78199
k79_29811	3.83735
k79_2600	8.16109
k79_11750	9.59398
k79_2601	8.5137
k79_29812	3.50932
k79_7067	3.06742
k79_2602	3.33566
k79_11751	4.39904
k79_29813	5.09231
k79_7068	12.7396
k79_2603	11.8387
k79_11752	2.75773
k79_34877	7.91979
k79_7069	7.32203
k79_34878	9.35354
k79_7070	2.69545
k79_29814	7.30669
k79_34879	8.01587
k79_29815	2.06863
k79_2604	8.19793
k79_7071	6.85789
k79_11753	10.6704
k79_29816	6.85256
k79_2605	2.00862
k79_34880	3.25564
k79_7072	5.21277
k79_2606	5.1129
k79_16224	13.298
k79_7073	7.26174
k79_29817	3.78059
k79_29818	2.76596
k79_7074	3.92568
k79_16225	6.68443
k79_2607	3.57545
k79_29819	1.75758
k79_25355	19.7952
k79_16226	2.3956
k79_7075	6.05396
k79_25356	5.02041
k79_29820	10.1667
k79_34881	9.62339
k79_29821	5.33333
k79_25357	5.65089
k79_34882	1.70968
k79_29822	8.66667
k79_25358	4.04412
k79_7076	4.12646
k79_16227	4.92999
k79_25359	7.08333
k79_29823	8.78056
k79_29824	3.38144
k79_34883	10.4642
k79_16228	14.8339
k79_25360	4.77323
k79_11754	46.9835
k79_2608	7.94681
k79_16229	6.1157
k79_25361	21.4537
k79_29825	7.72941
k79_25362	6.30952
k79_16230	4.37049
k79_2609	20.9933
k79_25363	15.336
k79_2610	6.02857
k79_29826	4.5211
k79_11755	4.29831
k79_34884	7.04646
k79_25364	9.1913
k79_34885	4.73636
k79_11756	3.04908
k79_29827	3.005
k79_25365	3.32727
k79_2611	5.17134
k79_29828	5.12903
k79_11757	4.088
k79_29829	3.91304
k79_34886	6.40838
k79_2612	9.78818
k79_11758	6.63483
k79_29830	2.95522
k79_34887	8.13433
k79_25366	14.5521
k79_2613	3.31034
k79_25367	4.03604
k79_2614	5.30526
k79_11759	7.28344
k79_2615	2.93333
k79_11760	3.01556
k79_29831	7.79866
k79_34888	14.0845
k79_25368	4.04167
k79_29832	8.19588
k79_11761	4.13043
k79_34889	2.5988
k79_2616	8.9661
k79_29833	10.0301
k79_34890	3.76471
k79_25369	17.8355
k79_2617	4.04348
k79_34891	9.84314
k79_2618	8.26144
k79_2619	4.99138
k79_34892	5.13
k79_2620	4.95556
k79_29834	13.9646
k79_29835	10.6091
k79_2621	3.01724
k79_2622	10.4318
k79_29836	9.44878
k79_2623	3.17391
k79_34893	11.3835
k79_29837	4.016
k79_7077	3.29167
k79_7078	6.07692
k79_29838	11.7368
k79_2624	4.81048
k79_34894	5.68462
k79_29839	2.9267
k79_2625	2.85156
k79_7079	4.70522
k79_29840	7.375
k79_2626	12.1311
k79_29841	8.75897
k79_2627	2.08943
k79_34895	7.21821
k79_2628	3.65714
k79_29842	11.8971
k79_34896	3.59524
k79_34897	14.0721
k79_2629	4.45522
k79_29843	3.79512
k79_2630	8.77809
k79_7080	8.58085
k79_2631	3.42105
k79_34898	13.4644
k79_29844	22.1281
k79_34899	4.9234
k79_2632	4.10053
k79_34900	2.21891
k79_29845	5.02062
k79_2633	13.2257
k79_7081	6.16603
k79_29846	2.96795
k79_34901	5.91546
k79_29847	3.18103
k79_7082	17.4732
k79_7083	17.3309
k79_16231	3.01829
k79_29848	16.4606
k79_29849	6.69799
k79_34902	8.31602
k79_34903	4.96341
k79_16232	9.10206
k79_29850	7.37255
k79_16233	2.53279
k79_29851	2.57931
k79_34904	5.73267
k79_20837	41.4939
k79_16234	4.07767
k79_29852	2.91964
k79_2634	6.81356
k79_16235	3.62162
k79_20838	4.08811
k79_2635	5.31373
k79_20839	12.6536
k79_2636	2.88793
k79_29853	5.99813
k79_34905	5.06734
k79_20840	6.22543
k79_16236	5.37058
k79_16237	3.75472
k79_20841	6.41341
k79_34906	4.26698
k79_16238	3.81203
k79_20842	3.86957
k79_2637	5.41561
k79_29854	44.0645
k79_34907	6.3745
k79_16239	1.89868
k79_29855	3.98319
k79_2638	6.69834
k79_16240	3.33333
k79_16241	8.57534
k79_2639	3.23967
k79_29856	6.95528
k79_2640	2.8
k79_34908	8.56927
k79_16242	5.56031
k79_2641	5.4898
k79_34909	3.07634
k79_16243	6.15447
k79_29857	4.20468
k79_2642	7.46108
k79_34910	3.16514
k79_7084	48.7167
k79_2643	4.84158
k79_29858	4.73743
k79_16244	5.93893
k79_34911	2.75135
k79_2644	9.27673
k79_29859	7.85965
k79_34912	4.14796
k79_16245	6.0375
k79_2645	3.20942
k79_29860	2.5163
k79_16246	5.8607
k79_2646	2.45408
k79_16247	2.72816
k79_34913	6.10526
k79_2647	5.54464
k79_29861	7.24828
k79_16248	4.15686
k79_16249	5.16854
k79_2648	10.6744
k79_34914	6.27682
k79_29862	4.88739
k79_16250	28.347
k79_29863	5.4717
k79_34915	6.42489
k79_16251	2.1773
k79_29864	3.77778
k79_34916	4.05469
k79_11762	18.8489
k79_16252	5.87332
k79_29865	4.56098
k79_34917	10.177
k79_11763	2.35537
k79_29866	4.86275
k79_25370	42.8679
k79_11764	2.64865
k79_29867	7.35955
k79_16253	4.96703
k79_25371	6.76316
k79_34918	3.68127
k79_29868	11.613
k79_11765	6.17216
k79_25372	3.67361
k79_29869	4.95575
k79_34919	4.02392
k79_11766	5.68528
k79_34920	8.35811
k79_11767	2.68889
k79_25373	6.09268
k79_25374	3.54032
k79_7085	63.3122
k79_29870	5.74286
k79_25375	5.7971
k79_16254	13.5009
k79_16255	4.8069
k79_29871	8.79733
k79_34921	8.72915
k79_34922	2.84483
k79_7086	7.91365
k79_16256	19.8356
k79_7087	5.49057
k79_11768	7.18462
k79_29872	10.4337
k79_7088	11.7314
k79_16257	4.63927
k79_11769	7.76963
k79_7089	10.9364
k79_25376	30.1925
k79_34923	6.17881
k79_11770	5.19403
