contigs	predictions
k79_30639	2;976;200643;171549;815;909656;821
k79_35855	131567
k79_12698	2;976;200643;171549;815;816;820
k79_7869	2;976;200643;171549;815;816;28111
k79_30640	
k79_35856	2;1239;186801;186802;216572;2892396;2714353
k79_26295	2;976;200643;171549;815;816;820
k79_7870	2;976;200643;171549;815;816
k79_12699	2;976;200643;171549;815;816;820
k79_7871	2;976;200643;171549;815;816;28111
k79_35857	2;976;200643;171549;171550;239759;214856;679935
k79_30641	2;1239;186801;186802;216572;1263;2564099
k79_12700	2;1239;186801;3085636;186803;189330;39486
k79_26296	
k79_3354	
k79_7872	
k79_30642	
k79_35858	2;976;200643;171549;815;816;820
k79_3355	
k79_12701	2;976;200643;171549;171550;239759;2585118
k79_7873	2;1239;186801;186802;216572;459786;2109687
k79_30643	
k79_12702	
k79_3356	
k79_7874	2;976;200643;171549;815;909656;821
k79_26297	2;976;200643;171549;815;816;820
k79_3357	
k79_12703	
k79_26298	2;976;200643;171549;815;816
k79_30644	
k79_3358	2;1239;186801;186802;216572;2892396;2714353
k79_7875	
k79_26299	2;976;200643;171549;815;816;820
k79_21786	2;1239;186801;3085636;186803;3342669;45851
k79_3359	2;976;200643;171549;815;816
k79_26300	2;976;200643;171549;815;816
k79_7876	2;1239;186801;3085636;186803;207244;649756
k79_12704	
k79_3360	
k79_26301	2;1239;186801;186802;216572;1905344;1550024
k79_30645	
k79_21787	2;976;200643;171549;815;909656;821
k79_7877	
k79_12705	2;976;200643;171549;815;816
k79_3361	
k79_30646	
k79_7878	
k79_3362	2;976;200643;171549;815;909656;357276
k79_30647	2;976;200643;171549;815;816
k79_12706	2;976;200643;171549;815;816;820
k79_7879	2;976;200643;171549;815;909656;821
k79_26302	
k79_21788	
k79_3363	2;976;200643;171549;815;909656;821
k79_30648	
k79_12707	2;1239;186801;3085636;186803;2569097;39488
k79_35859	2;1239;186801;3085636;186803;2569097;39488
k79_26303	
k79_12708	2;976;200643;171549;815;909656;821
k79_3364	2;1239;186801;3085636;186803;207244;649756
k79_35860	
k79_30649	
k79_26304	2;976;200643;171549;815;816;820
k79_35861	2;1239;186801;3085636;186803;2569097;39488
k79_21789	2;1239;186801;186802;216572;1263;2564099
k79_35862	2;1239;186801;3085636;186803;2316020;33039
k79_30650	2;1239;186801;3085636;186803;3342669;45851
k79_12709	2;1239;186801;3085636;186803;2569097;39488
k79_3365	2;1239;186801;3082720;186804;1870884;1496
k79_30651	2;1239;186801;3085636;186803;207244;649756
k79_35863	2;1239;186801;3085636;186803;207244;649756
k79_30652	2;1239;909932;909929;1843491;158846;437897
k79_3366	
k79_21790	2;1239;186801;3085636;186803;207244;649756
k79_35864	2;976;200643;171549;815;909656;821
k79_21791	2;976;200643;171549;815;909656;821
k79_3367	
k79_35865	
k79_21792	2;976;200643;171549;815;909656;821
k79_30653	2;1239;186801;186802;216572;1263;2564099
k79_3368	
k79_35866	
k79_21793	
k79_26305	
k79_12710	
k79_30654	2;1239;186801;3085636;186803;2569097;39488
k79_21794	
k79_12711	2;976;200643;171549;815;909656;821
k79_35867	
k79_21795	2;1239;91061;1385
k79_12712	2;1239;186801;186802;216572;2892396;2714353
k79_3369	131567
k79_21796	2;976;200643;171549;815;909656;821
k79_35868	
k79_21797	
k79_3370	2;976;200643;171549;815;816;47678
k79_35869	
k79_3371	
k79_21798	2;1239;186801;186802;216572;1263;2564099
k79_35870	2;976;200643;171549;815;909656;821
k79_3372	
k79_21799	
k79_3373	2;976;117743;200644;49546;336276;2058135
k79_35871	
k79_21800	
k79_21801	2;976;200643;171549;815;816;820
k79_30655	2;1224;1236;135622;267888;53246
k79_21802	2;1239;186801;186802;216572;2892396;2714353
k79_35872	2;976;200643;171549;815;909656;821
k79_21803	
k79_35873	2;1239;186801;186802;216572;1263;2564099
k79_30656	2;976;200643;171549;815;909656;821
k79_3374	2;1239;186801;3085636;186803;207244;649756
k79_35874	2;1239;186801;186802;216572;1263;2564099
k79_7880	2;1239;186801;3085636;186803;3342669;45851
k79_21804	2;1239;186801;3085636;3018741;698776;29360;642492
k79_3375	2;1239;186801;3085636;186803;207244;649756
k79_7881	2;1239;909932;1843489;31977;39948
k79_35875	2;1239;186801;3085636;186803;572511;89014
k79_3376	
k79_21805	2;976;200643;171549;815;909656;821
k79_7882	2;1239;186801;3085636;186803;1766253;39491;657318
k79_3377	2;1239;186801;3085636;186803;3342669;45851
k79_21806	2;1239;186801;186802;216572;2892396;2714353
k79_7883	
k79_21807	
k79_7884	2;976;200643;171549;2005525;375288;46503
k79_3378	2;1239;186801;3085636;186803;2569097;39488
k79_35876	2;976;200643;171549;815;909656;821
k79_7885	
k79_21808	2;1239;186801;3085636;186803;2569097;39488
k79_3379	
k79_35877	2;1239;186801;186802;31979;1485
k79_7886	2;1239;186801;3085636;186803;2569097;39488
k79_21809	2;1239;186801;3085636;186803;207244;649756
k79_3380	
k79_35878	2;976;200643;171549;815;909656;821
k79_7887	2;29547;3031852;213849;72293;209;157268
k79_3381	2;1239;186801;186802;216572;216851;853
k79_35879	2;1239;186801;186802
k79_21810	2;976;200643;171549;815;909656;821
k79_17190	2;1239;186801;3085636;186803;207244;649756
k79_21811	2;1239;186801;3085636;186803;2569097;39488
k79_17191	2;1239;186801;186802;216572;2892396;2714355
k79_21812	2;976;200643;171549;815;816;820
k79_17192	
k79_21813	2;1239;186801;186802;216572;1263;2564099
k79_21814	2;976;200643;171549;815;816
k79_17193	2;1239;186801;3085636;186803;572511;2479767
k79_21815	
k79_17194	2;1239;186801;186802;216572;1263;2564099
k79_12713	2;1239;186801;3085636;186803;3342669;45851
k79_12714	2;976;200643;171549;815;909656;357276
k79_21816	2;976;200643;171549;815;909656;821
k79_17195	2;976;200643;171549;171550;239759;214856;679935
k79_21817	2;1239;186801;186802;216572;2892396;2714353
k79_17196	
k79_21818	
k79_17197	2;976;200643;171549;815;816
k79_12715	2;1239;186801;186802;216572;1263;2564099
k79_17198	2;976;200643;171549;815;816;820
k79_21819	
k79_17199	
k79_12716	2;1239
k79_21820	2;1239;186801;3085636;186803;2569097;39488
k79_12717	
k79_17200	2;1239;186801;186802;216572;216851;853
k79_21821	
k79_12718	2;1239;186801;186802;216572;2892396;2714353
k79_21822	2;1239;186801;186802;216572;216851;853;657322
k79_17201	2;1239;186801;3085636;186803;2569097;39488
k79_21823	2;1239;186801;3085636;186803;2569097;39488
k79_17202	2;976;200643;171549;815;816;820
k79_21824	
k79_17203	2;1239;186801;3085636;186803;33042;116085
k79_17204	2;976;200643;171549;815;816;820
k79_12719	2;1239;186801;3085636;186803;207244;649756
k79_17205	2;1239;186801;3085636;186803;2569097;39488
k79_21825	
k79_12720	2;1239;186801;186802;216572;216851;411483
k79_21826	
k79_12721	2;976;200643;171549;815;816;820
k79_21827	2;1239;186801;186802;216572;1263;2564099
k79_12722	
k79_17206	
k79_21828	2;1239;186801;3085636;186803;207244;649756
k79_17207	2;976;200643;171549;815;816;820
k79_12723	2;976;200643;171549;815;909656;821
k79_21829	
k79_17208	2;1239;186801;3085636;186803;2569097;39488
k79_12724	
k79_21830	2;976;200643;171549;815;816;28111
k79_17209	2;1239;186801;3085636;186803;2569097;39488
k79_12725	
k79_21831	
k79_12726	2;1239;186801;186802;216572;1263;2564099
k79_17210	
k79_21832	
k79_17211	2;976;200643;171549;815;816;28111
k79_21833	2;1239;186801;3085636;186803;2569097;39488
k79_12727	2;1239;186801;3085636;186803;572511;1532
k79_17212	
k79_21834	2;1239;186801;186802;216572;2591381;2093857
k79_12728	2;976;200643;171549;815;909656;821
k79_17213	
k79_21835	2;976;200643;171549;815
k79_30657	2;976;200643;171549;815;816;246787
k79_17214	
k79_21836	2;1239;186801;186802;216572;1263;2564099
k79_7888	2;1239;186801;186802;216572;216851;853
k79_17215	
k79_30658	
k79_17216	2;1239;909932;1843489;31977;39948
k79_30659	2;1239;186801;3085636;186803;2569097;39488
k79_35880	2;1239;186801;3085636;186803;3342669;45851
k79_30660	2;976;200643;171549;815;909656;821
k79_7889	2759;7711;40674;9443;9604;9605;9606
k79_17217	2;1239;186801;3085636;186803;189330;88431
k79_21837	2;1239;186801;3085636;186803;2569097;39488
k79_35881	
k79_7890	2;976;200643;171549;815;816;820
k79_30661	
k79_21838	
k79_30662	2;1239;186801;3085636;186803;207244;649756
k79_7891	
k79_21839	
k79_17218	2;976;200643;171549;815;909656;821
k79_35882	2;1239;186801;186802;216572;1263;2564099
k79_30663	
k79_7892	2;1239;186801;3085636;186803;189330;88431
k79_17219	2;1239;186801;3085636;186803;2569097;39488
k79_30664	2;74201;203494;48461;1647988;239934;239935
k79_35883	
k79_17220	2;1239;186801;3085636;186803;207244;649756
k79_30665	
k79_21840	
k79_7893	2;976;200643;171549;815;909656;821
k79_17221	
k79_35884	2;976;200643;171549;815;909656;821
k79_21841	2;1239;186801;3085636;186803;189330;88431
k79_7894	2;976;200643;171549;815;816;820
k79_30666	2;976;200643;171549;815;816;820
k79_17222	
k79_12729	2;1239;186801;186802;216572;1263;2564099
k79_30667	
k79_35885	2;1239;186801;3085636;186803;207244;649756
k79_7895	2;976;200643;171549;815
k79_30668	2;1239;186801
k79_7896	2;1239;186801;186802
k79_12730	
k79_21842	
k79_35886	
k79_7897	2;1239;186801;3085636;186803;2569097;39488
k79_12731	
k79_30669	2;976;200643;171549;815;816;820
k79_21843	2;976;200643;171549;815;816;820
k79_30670	2;976;200643;171549;815;816
k79_7898	2;1239;186801;3085636;186803;1766253;39491;657317
k79_17223	
k79_12732	2;1239;526524;526525;2810280;3025755;29348;428126
k79_7899	
k79_12733	2;1239;186801;186802;216572;216851
k79_17224	
k79_30671	2;1239;186801;186802;216572;216851
k79_7900	2;976;200643;171549;815;909656;821
k79_35887	2;1239
k79_12734	2;1239;186801;186802;216572;1263;2564099
k79_21844	
k79_30672	
k79_7901	
k79_12735	2;1239;186801;3085636;186803;207244;649756
k79_30673	
k79_12736	2;1239;186801;3085636;186803;2569097;39488
k79_17225	2;976;200643;171549;815;909656;821
k79_21845	2;1239;186801;3085636;186803;33042;116085
k79_3382	2;1239;186801;186802;216572;1263;2564099
k79_17226	2;1239;186801;186802;216572;1263;2564099
k79_30674	
k79_35888	2;1239;186801;186802;216572;1263;2564099
k79_3383	2;1224;28216;80840;75682;1522432;2660641
k79_21846	
k79_7902	2;976;200643;171549
k79_30675	
k79_12737	
k79_17227	
k79_7903	2;976;200643;171549;815;909656;821
k79_30676	2;1239;186801;186802;216572;2892396;2714353
k79_35889	2;1239;186801;186802;216572;216851;853
k79_12738	2;976;200643;171549;815;816
k79_17228	2759;7711;40674;9443;9604;9605;9606
k79_12739	2;1239;186801;3085636;186803;2944152;2763670
k79_3384	2;1239;186801;186802;216572;1263;2564099
k79_30677	
k79_17229	
k79_30678	2;976;200643;171549;815;816;820
k79_7904	2;1224;1236;118969;444;445;454
k79_17230	2;1239;186801;3085636;186803;2569097;39488
k79_12740	
k79_30679	2;1239;186801;3085636;186803;2569097;39488
k79_3385	2;1239;186801;3085636;186803;2569097;39488
k79_30680	
k79_17231	2;976;200643;171549;2005525;375288;46503
k79_3386	2;976;200643;171549;2005525;375288;46503
k79_30681	
k79_17232	
k79_21847	2;203691;203692;136;1643685;138
k79_3387	
k79_12741	2;1239;186801;3085636;186803;207244;649756
k79_3388	2;1239;186801;186802;186806;1730;2841528
k79_7905	2;976;200643;171549;815;909656;821
k79_21848	
k79_12742	
k79_30682	
k79_35890	2;1239;186801;186802;216572;1263;2564099
k79_21849	2;976;200643;171549;815;816;28111
k79_12743	
k79_30683	2;976;200643;171549;815;816;820
k79_7906	
k79_3389	
k79_21850	2;1239;186801;186802;31979;1485;36839
k79_12744	
k79_3390	2;976;200643;171549;815;816;820
k79_30684	
k79_7907	2;1239;186801;3085636;186803;572511;40520;411459
k79_12745	2;1239;186801;3085636;186803;207244;649756;649757
k79_30685	2;976;200643;171549;815;816;820
k79_12746	
k79_7908	
k79_3391	
k79_12747	2;1239;186801;186802;216572;1263;657323
k79_30686	
k79_7909	
k79_3392	2;976;200643;171549;815;909656;821
k79_21851	2;976;200643;171549;815;816
k79_7910	
k79_21852	2;1239;186801;3085636;186803;207244;649756
k79_3393	
k79_12748	2;976;200643;171549;815;816;820
k79_35891	
k79_30687	2;976;200643;171549;815;909656;821
k79_21853	
k79_7911	2;1239;186801;3085636;186803;2569097;39488
k79_12749	2;976;200643;171549;815;816;28111
k79_3394	2;1239;186801;186802;216572;1263;2564099
k79_21854	
k79_7912	
k79_3395	2;1239;186801;3085636;186803
k79_35892	2;1239;186801;186802;216572;946234;292800
k79_21855	
k79_12750	2;976;200643;171549;815;816;820
k79_35893	2;976;200643;171549;815;909656;821
k79_12751	2;1239;186801;186802;216572;1263;2564099
k79_21856	
k79_3396	2;1239;186801;186802;216572;1263;2564099
k79_12752	2;1239;186801;3085636;186803;572511;40520;411459
k79_21857	
k79_35894	
k79_21858	
k79_35895	
k79_3397	2;1239;186801;3085636;186803;207244;649756
k79_7913	2;976;200643;171549;815;816
k79_21859	
k79_3398	2;1239;186801;3085636;186803;2944152;2763670
k79_7914	
k79_35896	
k79_7915	
k79_35897	
k79_12753	2;1239
k79_3399	2;976;200643;171549;815;909656;821
k79_12754	2;1239;186801;186802;216572;1263;2564099
k79_7916	2;976;200643;171549;171550;239759;328814;717959
k79_35898	
k79_21860	
k79_7917	2;976;200643;171549
k79_12755	2;976;200643;171549;815;816;674529
k79_3400	
k79_21861	2;976;200643;171549;815;909656;821
k79_7918	
k79_7919	2;1239;186801;3085636;186803;207244;649756
k79_12756	2;1239;91061;186826;81852;1350;1352
k79_3401	
k79_35899	2;976;200643;171549;815;816
k79_3402	2;976;200643;171549;815;816;820
k79_21862	2;1239;186801;3085636;186803;2569097;39488
k79_3403	2;976;200643;171549;815;816;820
k79_7920	2;1239;186801;186802;31979;1485;1561;1415775
k79_35900	
k79_12757	2;1239;186801;3085636;186803;2944193;2763672
k79_21863	
k79_35901	2;1239
k79_7921	
k79_21864	
k79_35902	
k79_7922	
k79_12758	2;976;200643;171549;815;909656;821
k79_21865	2;1239;186801;3085636;186803;2569097;39488
k79_7923	2;976;200643;171549;815;909656;821
k79_21866	
k79_35903	2;976;200643;171549;2005525;375288;46503
k79_12759	2;976;200643;171549;815;909656;821
k79_7924	
k79_21867	2;976;200643;171549;815;816;820
k79_35904	
k79_30688	2;976;200643;171549;815;909656;357276
k79_21868	
k79_7925	
k79_35905	2;976;200643;171549;815;909656;821
k79_12760	2;976;200643;171549;815;909656;821
k79_21869	2;1239;186801;186802;216572;216851;853
k79_30689	
k79_35906	
k79_30690	
k79_21870	2;976;200643;171549;2005525;375288;46503
k79_12761	2;1239;186801;3085636;186803;2569097;39488
k79_35907	2;29547;3031852;213849;72294;194;1500960
k79_35908	2;1239;186801;3085636;186803;2569097;39488
k79_30691	2;1239;186801;3085636;186803
k79_21871	2;1239;909932;1843489;31977;39948;2161821
k79_7926	2;1239;186801;186802;216572;1263;2564099
k79_3404	
k79_12762	
k79_21872	2;1239;186801;186802;216572;1263;2564099
k79_30692	2;976;200643;171549;815;909656;821
k79_7927	2;1239;186801;3085636;186803;189330;88431
k79_26306	2;1239;186801;186802;31979;1485
k79_12763	2;1239;186801;3085636;186803;572511;40520;657314
k79_35909	2;1239;186801;186802;216572;216851;853;657322
k79_3405	2;1239;186801;3085636;186803;1766253;39491;657318
k79_21873	2;1239;186801;186802;216572;2892396;2714355
k79_7928	2;1239;186801
k79_26307	2;1239;186801;3085636;186803;207244;649756
k79_12764	2;1239;186801;3085636;186803;572511;40520;657314
k79_21874	2;1239;186801;3085636;186803;189330;88431
k79_7929	2;1239;186801;3085636;186803;207244;649756
k79_30693	2;1239;186801;3085636;186803;1843210;3039116
k79_21875	2;1239;186801;3085636;186803;189330;88431
k79_7930	
k79_26308	2;1239;186801;186802;216572;1263;657323
k79_35910	2;976;200643;171549;815;909656;821
k79_21876	2;976;200643;171549;815;909656;821
k79_7931	
k79_26309	
k79_35911	
k79_30694	
k79_7932	2;1239;186801;3085636;186803;207244;649756;649757
k79_21877	
k79_30695	
k79_7933	2;1239;186801;186802;31979;1485;411486
k79_21878	2;976;200643;171549;815;909656;821
k79_17233	2;1239;186801;3085636;186803;3342669;45851
k79_30696	
k79_7934	2;1117;3028117;1161;1892259;77021;747548;2666332
k79_21879	
k79_7935	2;74201;203494;48461;1647988;239934;239935
k79_30697	
k79_21880	
k79_17234	2;1239;186801;3085636;186803;2569097;39488
k79_7936	2;1239;186801;3085636;186803;189330;88431
k79_17235	2;1239;186801;186802;216572;2892396;2714353
k79_30698	2;203691;203692;136;2845253;157
k79_12765	2;1239;186801
k79_21881	2;1239;186801;3085636;186803;2569097;39488
k79_26310	2;976;200643;171549;815;816;820
k79_3406	2;1239;186801;3085636;186803;207244;649756
k79_30699	2;976;200643;171549;815;909656;821
k79_17236	
k79_7937	2;1239;186801;3085636;186803;2569097;39488
k79_26311	2;976;200643;171549;815;816;820
k79_35912	2;1239;186801;186802;216572;1263;2564099
k79_3407	2;1239;186801;3085636;186803;207244;649756
k79_12766	2;976;200643;171549;815;909656;821
k79_30700	2;976;200643;171549;815;816
k79_21882	2;1239;186801;186802;216572;1263;2564099
k79_17237	
k79_26312	2;1239;186801;3085636;186803;2944152;2763670
k79_3408	2;976;200643;171549;815;909656
k79_12767	2;1239;186801;3085636;186803;2569097;39488
k79_7938	
k79_30701	
k79_17238	2;1239;186801;3085636;186803;2569097;39488
k79_21883	2;1239;909932;1843489;31977;39948
k79_3409	2;976;200643;171549;815;909656;821
k79_26313	2;976;200643;171549;2005525;375288;46503
k79_12768	
k79_7939	
k79_30702	
k79_21884	2;976;200643;171549;815;816;820
k79_17239	
k79_3410	2;976;200643;171549;2005525;375288;46503
k79_12769	2;976;200643;171549;2005525;375288;46503
k79_21885	2;1239;186801
k79_17240	2;1239;186801;3085636;186803;2569097;39488
k79_3411	
k79_21886	2;976;200643;171549
k79_12770	2;976;200643;171549;815;909656;821
k79_3412	2;976;200643;171549;815;909656;821
k79_26314	
k79_21887	2;976;200643;171549;815;909656;821
k79_17241	
k79_12771	2;976;200643;171549;815
k79_3413	2;1239;186801;186802;216572;1263;2564099
k79_17242	
k79_21888	2;1239;186801;3085636;186803;2569097;39488
k79_35913	2;1239;186801;3085636;186803;3342669;45851
k79_26315	2;976;200643;171549;815;816;820
k79_7940	2;1239;186801;3085636;186803;207244;649756
k79_12772	2;1239;186801;3085636;186803;1164882
k79_35914	2;74201;203494;48461;1647988;239934;239935
k79_12773	
k79_21889	2;1239;186801;3085636;186803;207244;649756
k79_30703	
k79_35915	2;976;200643;171549
k79_7941	
k79_12774	2;976;200643;171549;815;816;28111
k79_17243	2;976;200643;171549;815;816;820
k79_21890	2;1239;186801;3085636;186803
k79_30704	2;1239;186801;3085636;186803;207244;649756
k79_21891	
k79_17244	2;1239;186801;3085636;186803;2569097;39488
k79_35916	2;976;200643;171549;2005525;375288;46503
k79_30705	2;1239;186801;3085636;186803;2569097;39488
k79_21892	2;976;200643;171549;171550;239759
k79_17245	2;1239;186801;3085636;186803;2569097;39488
k79_35917	
k79_30706	2;1239;186801;186802;216572;1263;2564099
k79_17246	2;1239
k79_35918	2;1239;186801;3085636;186803;2569097;39488
k79_21893	
k79_17247	2;976;200643;171549;815;909656;821
k79_30707	2;1239;186801;186802;216572;1263;2564099
k79_17248	
k79_21894	2;1239;186801;3085636;186803;572511;53443;476272
k79_30708	2;1239;186801;186802;216572;1263;2564099
k79_21895	
k79_17249	2;976;200643;171549;815;816;28111
k79_21896	2;1239;186801;186802;216572;1263;2564099
k79_30709	2;976;200643;171549;815;816;820
k79_21897	
k79_35919	2;1239;186801;186802;216572;1263;2564099
k79_21898	
k79_30710	
k79_35920	
k79_17250	
k79_30711	
k79_35921	2;976;200643;171549;815;816;820
k79_21899	2;1239;186801;3085636;186803;207244;649756
k79_30712	
k79_7942	2;976;200643;171549;815;816;818
k79_35922	2;74201;203494;48461;1647988;239934;239935
k79_30713	
k79_17251	2;976;200643;171549;815;816;820
k79_7943	
k79_17252	2;976;200643;171549;2005519;397864;397865;880074
k79_21900	2;1239;186801;186802;216572;1263;2564099
k79_35923	2;1239;186801;186802;216572;2892396;2714355
k79_17253	2;1239;186801;3085636;186803;2316020;33039;657313
k79_7944	
k79_30714	2;1239;186801;3085636;186803;2569097;39488
k79_26316	
k79_35924	
k79_7945	
k79_26317	2;976;200643;171549;2005519;397864;397865;880074
k79_30715	2;976;200643;171549;815;909656;821
k79_7946	
k79_35925	
k79_17254	2;1239;186801;3085636;186803;2569097;39488
k79_30716	
k79_35926	2;976;200643;171549;815;909656;821
k79_17255	2;976;200643;171549;815;909656;821
k79_30717	2;976;200643;171549;815;816;820
k79_26318	2;1239;186801;3085636;186803;207244;649756
k79_35927	2;1239;186801;3085636;186803;207244;649756
k79_17256	
k79_35928	
k79_26319	2;1239;186801;186802;216572;1263;2564099
k79_30718	2;976;768503;768507;2762301;869806;3059078
k79_35929	
k79_26320	
k79_17257	2;1239;186801;3085636;186803;207244;649756
k79_30719	
k79_26321	
k79_30720	
k79_17258	2;976;200643;171549;815;909656;821
k79_35930	
k79_26322	
k79_30721	
k79_35931	
k79_26323	2;1239;186801;3085636;186803;189330;88431
k79_17259	2;1239;186801;186802;216572;1263;2564099
k79_30722	
k79_35932	2;1239;186801;3085636;186803;189330;88431
k79_17260	2;1239;186801;3085636;186803;189330;88431
k79_26324	2;1239;186801;186802;216572;2892396;2714353
k79_35933	2;1239;186801;186802;186806;1730;39496
k79_17261	2;976;200643;171549;815;909656;821
k79_30723	2;1239;186801;3085636;186803;2569097;39488
k79_17262	2;976;200643;171549;171550;239759;214856
k79_26325	
k79_35934	2;1239;186801;3085636;186803;2944152;2763670
k79_30724	
k79_7947	2;1239;186801;3085636;186803;3342669;45851
k79_17263	2;1239;186801;186802;216572;216851;2646395
k79_26326	2;1239;186801;3085636;186803;572511
k79_35935	2;976;200643;171549;815;816;28116
k79_30725	
k79_7948	2;1239;186801;3085636;186803;207244;649756
k79_35936	
k79_17264	
k79_35937	2;976;200643;171549;815;909656;821
k79_26327	
k79_26328	2;976;200643;171549;815;816;820
k79_26329	2;976;200643;171549;815
k79_35938	
k79_17265	2;1239;186801;3085636;186803;2569097;39488
k79_26330	2;976;200643;171549;815;909656;821
k79_17266	2;976;200643;171549;815;909656
k79_35939	2;1239;186801;3085636;186803;2569097;39488
k79_17267	2;1239;186801;186802;216572;2892396;2714353
k79_26331	
k79_35940	2;976;200643;171549;815;816;820
k79_26332	2;1239;186801;3085636;186803;207244;649756
k79_35941	2;976;200643;171549;815;816;820
k79_3414	2;1239;186801;186802;216572;1263;2564099
k79_26333	2;976;200643;171549;815;909656;821
k79_35942	2;976;200643;171549;815;909656;821
k79_35943	2;1239;186801;3085636;186803;207244;649756
k79_26334	
k79_21901	
k79_35944	2;976;200643;171549;815;816;820
k79_3415	
k79_30726	2;1239;186801;3085636;186803;3342669;45851
k79_21902	
k79_3416	2;976;200643;171549;815;816;820
k79_30727	
k79_3417	2;1239;909932;1843489;31977;39948;2582419
k79_35945	
k79_30728	2;1239;186801;3085636;186803;2569097;39488
k79_21903	
k79_30729	2;976;200643;171549;815;816;28111
k79_35946	
k79_21904	2;1239;186801;3085636;186803;2569097;39488
k79_3418	2;1239;186801;186802;216572;1263;2564099
k79_30730	2;976;200643;171549;815;816;28111
k79_35947	2;976;200643;171549;815;909656;821
k79_30731	
k79_35948	2;1239;186801;3085636;186803;841;301301
k79_35949	2;976;200643;171549;815;816;820
k79_35950	2;976;200643;171549;815;909656;821
k79_30732	
k79_35951	
k79_17268	2;976
k79_3419	2;976;200643;171549;815;909656;821
k79_7949	2;1239;186801;3085636;186803;3342669;45851
k79_35952	2;976;200643;171549;171550;239759;2585119
k79_7950	2;1239;91061;1385;186817;2837511
k79_17269	2;976;200643;171549;815;816
k79_30733	2;1239;186801
k79_7951	2;1239;909932;1843489;31977;39948
k79_26335	2;1239;186801;186802;216572;946234;292800
k79_30734	2;976;200643;171549;815;816;820
k79_7952	2;976;200643;171549;815;816;820
k79_35953	2;976;200643;171549;815;909656;821
k79_17270	
k79_7953	2;1239;186801;3085636;186803;2569097;39488
k79_17271	2;1239;186801;3085636;186803;189330;88431
k79_26336	2;1239;186801;3085636;186803;572511;2479767
k79_30735	
k79_26337	2;976;200643;171549;815;816;820
k79_17272	2;976;200643;171549;815;909656;821
k79_30736	
k79_26338	2;1239;186801;3085636;186803;2569097;39488
k79_17273	2;1239;186801;3085636;186803;2569097;39488
k79_3420	2;1239;186801;186802;216572;1263;2564099
k79_26339	
k79_17274	2;1239;186801;3085636;186803;207244;649756
k79_30737	
k79_17275	2;976;200643;171549;815;909656;821
k79_26340	2;976;200643;171549;815;909656;821
k79_26341	2;976;200643;171549;815;909656;821
k79_21905	
k79_3421	
k79_21906	2;976;200643;171549;815;816
k79_17276	2;976;200643;171549;815;909656;821
k79_21907	
k79_30738	
k79_17277	2;1239;186801;186802;216572;1263;2564099
k79_3422	
k79_17278	2;1239;186801;3085636;186803;189330;88431
k79_3423	2;976;200643;171549;815;909656;821
k79_17279	2;976;200643;171549;815;909656;821
k79_30739	
k79_3424	
k79_30740	
k79_3425	2;1239;186801;3085636;186803;207244;649756
k79_21908	
k79_21909	2;976;200643;171549;815;816;46506
k79_17280	
k79_3426	2;1239;186801;186802;216572;1263;2564099
k79_17281	2;1239;186801;3085636;186803;189330;88431
k79_21910	2;1239;186801;3085636;186803;189330;88431
k79_3427	2;1239;186801;186802;216572;1263;2564099
k79_21911	2;976;200643;171549;815;816
k79_3428	
k79_21912	
k79_3429	2;976;200643;171549;815;909656;821
k79_17282	
k79_21913	2;1239;186801;186802;216572;1263;2564099
k79_3430	2;1239;909932;1843489;31977;39948;2161821
k79_17283	2;1239;186801;3085636;186803;207244;649756
k79_21914	
k79_3431	
k79_30741	
k79_21915	
k79_30742	
k79_3432	2;976;200643;171549;815;816
k79_17284	2;976;200643;171549;815;909656;821
k79_30743	2;976;200643;171549;815;909656;821
k79_21916	
k79_3433	2;1239;186801;3085636;186803;207244;649756
k79_21917	2;1239;186801;3085636;186803;2944152;2763670
k79_3434	2;1239;186801;186802;216572;216851;411483
k79_30744	
k79_21918	
k79_3435	2;1239;91061;1385;186822;44249
k79_3436	
k79_17285	2;976;200643;171549;815;909656;821
k79_3437	2;976;200643;171549;815;909656;821
k79_3438	2;976;200643;171549;815;816;820
k79_17286	2;1239;186801;3085636;186803;189330;88431
k79_26342	
k79_17287	2;1239;186801;3085636;186803;2569097;39488
k79_3439	
k79_30745	
k79_26343	2;976;200643;171549;815;909656;821
k79_3440	
k79_30746	
k79_26344	2;976;200643;171549;815;909656;821
k79_17288	2;1224;1236
k79_3441	2;1239;186801;3085636;186803;2569097;39488
k79_30747	2;1239;186801;3085636;186803;207244;649756
k79_35954	2;1239;91061;1385;186822;44249;1536772
k79_3442	
k79_26345	2;976;200643;171549;815;909656;821
k79_17289	2;1239;186801;3085636;186803;207244;649756
k79_26346	2;976;200643;171549;815;909656;821
k79_7954	
k79_17290	2;976;200643;171549;815;909656;821
k79_3443	2;1239;186801;3085636;186803;572511
k79_35955	2;1239;186801;186802;216572;946234;292800
k79_30748	2;1239;186801;186802;216572;1263;2564099
k79_26347	2;1239;186801;3085636;186803;33042;116085
k79_17291	2;1239;186801;186802;31979;1485;1534
k79_30749	2;976;200643;171549;815;909656;821
k79_35956	
k79_7955	
k79_3444	
k79_26348	2;976;200643;171549;815;816;2755405
k79_17292	2;1239;186801;186802;216572;2591381;2093857
k79_3445	2;1239;186801;186802;216572;2591381;2093857
k79_7956	2;1239;186801;3085636;186803;207244;649756
k79_26349	2;976;200643;171549;815;909656
k79_17293	
k79_30750	
