contigs	predictions
k79_76718	2;976;200643;171549;815;909656;821
k79_3557	2;1239;186801;3085636;186803;2316020;33039
k79_64345	
k79_40595	2;74201;203494;48461;1647988;239934;239935
k79_76719	2;1239;186801;3085636;186803;2569097;39488
k79_3558	2;1239;186801;3085636;186803;2569097;39488
k79_52333	
k79_64346	2;1239;186801;3085636;186803;33042;410072
k79_40596	2;976;200643;171549;815;909656;821
k79_3559	2;1239;186801;3085636;186803;33042;410072
k79_76720	2;1239;909932;1843488;909930;33024;33025
k79_40597	2;976;200643;171549;815;816;674529
k79_64347	
k79_76721	2;976;200643;171549
k79_40598	2;976;200643;171549;815;816;820
k79_64348	
k79_40599	2;1239;186801;186802;186806;1730;39496
k79_64349	2;1239;186801;3085636;186803;2316020;33039;657313
k79_76722	2;976;200643;171549;815;816;28111
k79_40600	
k79_27506	2;1239;526524;526525;2810280;2678885;1982626
k79_64350	2;1239;186801;3085636;186803;33042;410072
k79_52334	2;1239;526524;526525;2810280;2678885;1982626
k79_40601	2;1239;186801;3085636;186803;2316020;33039;657313
k79_64351	2;1239;186801;3085636;186803;572511;418240;1121115
k79_40602	
k79_76723	
k79_40603	
k79_52335	
k79_64352	2;1239;186801;3085636;186803;33042;410072
k79_64353	
k79_40604	
k79_52336	2;976;200643;171549;815;816;818
k79_76724	2;976;200643;171549;815;816;820
k79_64354	2;74201;203494;48461;1647988;239934
k79_27507	
k79_52337	2;1239;186801;3085636;186803;207244;649756
k79_27508	2;1239;186801;186802;216572;216851;853
k79_40605	2;976;200643;171549;815;816;817
k79_88616	2;1239;186801;3085636;186803;189330;88431
k79_64355	2;976;200643;171549;815;816
k79_40606	2;1239;186801;3085636;186803;572511;2479767
k79_64356	
k79_27509	
k79_40607	2;1239;186801;3085636;186803;33042;410072
k79_64357	
k79_27510	2;1239;186801;3085636;186803;572511;418240;1121115
k79_64358	2;1239;909932;1843488;909930;33024;33025
k79_64359	
k79_88617	2;976;200643;171549;815;816;28116
k79_27511	2;1239;186801;3085636;186803;1766253;39491
k79_40608	2;1239;186801;3085636;186803;207244;649756
k79_64360	2;1239;186801;3085636;186803;33042;410072
k79_40609	2;1239;909932;1843488;909930;33024;33025
k79_76725	
k79_64361	2;976;200643;171549;2005525;375288;823
k79_27512	2;1239;186801
k79_40610	
k79_27513	2;976;200643;171549;2005525;375288;46503
k79_64362	2;1239;186801;186802;216572;216851;853
k79_88618	
k79_3560	2;1239;186801;186802;216572;292632;214851
k79_76726	
k79_88619	
k79_3561	2;976;200643;171549;2005525;375288;823
k79_88620	
k79_76727	2;1239;186801;3085636;186803;2316020;33039
k79_64363	2;1239;186801;186802
k79_88621	
k79_64364	2;1239;186801;3085636;186803;572511
k79_76728	2;976;200643;171549;815;909656;821
k79_88622	
k79_64365	
k79_88623	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88624	
k79_15899	2;1239;186801;186802;216572;1905344;1550024
k79_88625	2;976;200643;171549;2005525;375288;46503
k79_3562	2;976;200643;171549;815;816;820
k79_15900	2;1239;186801;186802;216572;1263;657323
k79_88626	
k79_64366	2;1239;909932;1843488;909930;33024;33025
k79_15901	
k79_40611	
k79_88627	2;976;200643;171549;815;909656;821
k79_3563	2;976;200643;171549;2005525;375288;823
k79_64367	
k79_88628	2;1239;186801;3085636;186803;33042;410072
k79_15902	2;1239;186801;3085636;186803;207244;649756
k79_3564	
k79_15903	2;1239;186801;3085636;186803;2316020;33039;657313
k79_64368	2;1239;186801;3085636;186803;572511;418240;1121115
k79_15904	2;1239;186801;3085636;186803;33042;410072
k79_3565	2;976;200643;171549;815;816;28111
k79_40612	2;976;200643;171549;171552
k79_64369	
k79_40613	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64370	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3566	
k79_52338	2;1239;186801;3085636;186803;189330;88431
k79_40614	
k79_64371	2;1239;186801;186802;186806;1730;39496
k79_15905	2;976;200643;171549;815;909656;821
k79_3567	
k79_64372	
k79_40615	2;976;200643;171549;815;909656;821
k79_76729	2;1239;186801;186802;216572;1263;2564099
k79_52339	2;976;200643;171549;815;816;2650157
k79_3568	2;1239;186801;3085636;186803;2316020;33039;657313
k79_27514	2;976;200643;171549;2005525;375288;823
k79_27515	2;1239;186801;3085636;186803;1766253;39491
k79_3569	2;1239;186801;3085636;186803;2569097;39488
k79_52340	
k79_40616	2;1239
k79_27516	2;1239;186801;3085636;186803;1766253;39491
k79_27517	2;1239;186801;186802;216572;1263;1160721
k79_3570	2;1239;186801;3085636;186803;572511;418240;1121115
k79_40617	2;1239;909932;1843488;909930;33024;626940
k79_76730	2;976;200643;171549;815;909656;376805;667015
k79_52341	2;1239;186801;186802;186806;1730;39496
k79_3571	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3572	
k79_40618	
k79_27518	
k79_76731	2;1239;186801;3085636;186803;841
k79_3573	2;976;200643;171549;815;909656;821
k79_15906	2;976;200643;171549;2005525;375288
k79_76732	2;1239;186801;3085636;186803;1766253;39491;657318
k79_15907	2;976;200643;171549;815;816;820
k79_3574	
k79_27519	2;1239;526524;526525;2810280;2678885;1982626
k79_76733	2;1239;909932;1843488;909930;33024;33025
k79_3575	2;1239;186801;3085636;186803;33042;410072
k79_88629	2;1239;186801;3085636;186803;572511;40520;657314
k79_15908	2;976;200643;171549
k79_3576	2;1239;186801;186802;186806;1730;39496
k79_15909	2;1239;526524;526525;2810280;2678885;1982626
k79_3577	
k79_88630	2;1239;186801;3085636;186803;2569097;39488
k79_15910	
k79_3578	2;1239;186801;186802;216572;2892396;2714353
k79_3579	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15911	2;1239;186801;186802;216572;1263;1160721
k79_76734	2;976;200643;171549;815;816;291644
k79_3580	2;1239;186801;186802;216572;1263;1160721
k79_15912	2;1239;186801;3085636;186803;1766253;39491;657317
k79_88631	2;976;200643;171549;815;816;820
k79_76735	
k79_27520	
k79_15913	2;976;200643;171549;815;816
k79_76736	
k79_27521	2;1239;186801;3085636;186803;207244;649756
k79_15914	2;976;200643;171549;2005525;375288;46503
k79_88632	2;976;200643;171549;815;909656;821
k79_15915	2;1239;909932;1843488;909930;33024;33025
k79_76737	
k79_88633	
k79_64373	
k79_88634	
k79_15916	2;1239;186801;3085636;186803;572511;418240;1121115
k79_64374	2;1239;186801;186802;186806;1730;39496
k79_15917	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64375	
k79_88635	2;976;200643;171549;815;909656;387090
k79_76738	2;1239;186801;186802;216572;2834348;3030016
k79_76739	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88636	
k79_40619	
k79_64376	
k79_76740	2;1239;186801;3085636;186803;572511;418240;1121115
k79_40620	2;1239;91061;186826;33958;2759736;1597
k79_15918	2;74201;203494;48461;1647988;239934;239935
k79_64377	2;1239;186801;3085636;186803;33042;410072
k79_76741	
k79_40621	
k79_15919	2;1239;186801;3085636;186803;33042;410072
k79_76742	2;976;200643;171549;815;909656;821
k79_40622	
k79_76743	2;976;200643;171549;815;909656;821
k79_64378	2;1239;186801;3085636;186803;572511;418240;1121115
k79_76744	
k79_40623	
k79_76745	2;1239;186801;3085636;186803;572511;2479767
k79_40624	2;1239;186801;3085636;186803;572511;2877527
k79_64379	2;976;117747;200666;84566;423349;652787
k79_88637	2;1239;91061;1385;186817;1386;98228
k79_64380	2;1239;186801;186802;216572;216851
k79_88638	2;1239;186801;3085636;186803;2316020;33039;657313
k79_88639	
k79_15920	
k79_88640	2;1239;186801;3085636;186803;1766253;39491
k79_40625	2;1239;186801;186802;216572;216851;2929494
k79_40626	2;976;200643;171549;815;816;28111
k79_52342	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64381	2;1239;186801;3085636;186803;572511;418240;1121115
k79_15921	2;1239;526524;526525;2810280;2678885;1982626
k79_64382	2;976;200643;171549;815;909656;821
k79_15922	2;976;200643;171549;815;909656;821
k79_52343	2;1224;28211;356;41294;1649510;1333996
k79_40627	2;976;200643;171549;815;816;820
k79_76746	2;976;200643;171549;815;816;820
k79_64383	2;74201;203494;48461;1647988;239934;239935
k79_52344	2;1239;186801;3085636;186803;207244;649756
k79_76747	2;976;200643;171549;2005519;397864;397865;880074
k79_64384	2;1239;186801;3085636;186803;1766253;39491
k79_27522	
k79_64385	
k79_52345	2;976;200643;171549;2005525;375288
k79_40628	2;1239;186801;3085636;186803;841;2763062
k79_76748	
k79_15923	2;1239;186801;186802
k79_64386	2;976;200643;171549;815;816;2528203
k79_27523	2;1239;186801;3085636;186803;1766253;39491;657318
k79_15924	
k79_52346	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64387	2;976;200643;171549;815;816;820
k79_27524	
k79_76749	
k79_40629	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64388	2;976;200643;171549;815;816;820
k79_15925	
k79_52347	2;1239;186801;186802;216572;1263;1160721
k79_40630	
k79_76750	2;976;200643;171549;815;909656;821
k79_52348	2;976;200643;171549;1853231;283168;28118
k79_27525	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15926	
k79_40631	2;1239;186801;3085636;186803;1766253;39491
k79_15927	2;1239;186801;3085636;186803;2569097;39488
k79_27526	2;1239;186801;3085636;186803
k79_40632	
k79_15928	2;976;200643;171549;815;909656;821
k79_40633	
k79_52349	
k79_76751	2;976;200643;171549;815;909656;821
k79_76752	
k79_52350	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15929	
k79_15930	2;1239;186801;3085636;186803;1766253;39491;657317
k79_52351	2;1239;186801;3085636;186803;207244;649756
k79_76753	2;1239;186801;186802;216572;1263;1160721
k79_40634	
k79_52352	2;1239;186801;3085636;186803;207244;649756
k79_15931	
k79_76754	2;1239;186801;3085636;186803;2316020;33039;657313
k79_64389	2;1239;186801;186802;216572;1263;2608920
k79_40635	
k79_52353	
k79_64390	2;976;200643;171549;815;816;820
k79_76755	2;1239;186801;3085636;186803;1766253;39491
k79_15932	2;1239;186801;3085636;186803;572511;418240;1121115
k79_76756	2;976;200643;171549
k79_15933	
k79_64391	
k79_40636	2;1239;186801;186802;216572;946234;292800
k79_15934	2;1239;186801;3085636;186803;572511;40520;411459
k79_64392	
k79_3581	2;976;200643;171549;815;816;818
k79_52354	2;976;200643;171549
k79_15935	2;1239;186801;3085636;186803;207244;649756
k79_76757	
k79_3582	2;1239;186801;3085636;186803;2569097;39488
k79_64393	2;976;200643;171549;815;816;28111
k79_27527	2;976;200643;171549;815;816;290053;693979
k79_52355	
k79_3583	
k79_27528	2;1239;186801;3085636;186803;2316020;33039
k79_76758	2;1239;186801;3085636;186803;189330;88431
k79_15936	2;1239;186801;3085636;186803;1766253;39491;657317
k79_3584	2;1239;186801;3085636;186803;2316020;33039;657313
k79_27529	2;1239;186801;3085636;186803;572511;418240;1121115
k79_52356	2;1239;186801;3085636;186803;2569097;39488
k79_52357	2;1239;186801;3085636;186803;572511;40520;411459
k79_15937	2;976;200643;171549;2005525;375288
k79_64394	
k79_3585	
k79_64395	2;976;200643;171549;815;816;371601
k79_27530	2;1239;186801;186802;216572;216851;2929493
k79_3586	
k79_64396	2;1239;909932;1843488;909930;33024;33025
k79_76759	2;1239;186801;3085636;186803;33042;410072
k79_27531	2;1239;186801;3085636;186803;1766253;39491
k79_3587	2;1239;186801;3085636;186803;2569097;39488
k79_76760	2;1239;186801;3085636;186803;207244;649756
k79_27532	2;1239;186801;186802;216572;1263;1160721
k79_88641	2;1239;909932;1843488;909930;33024;33025
k79_3588	2;976;200643;171549;2005525;375288;823
k79_15938	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3589	2;976;200643;171549;815;816;28111
k79_88642	
k79_15939	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15940	
k79_64397	2;1239;186801;3085636;186803;1766253;39491
k79_76761	
k79_15941	2;1239;186801;3085636;186803;207244;649756
k79_88643	2;1239;186801;3085636;186803;33042;410072
k79_40637	
k79_76762	2157;28890;183925;2158;2159;2172;2173
k79_88644	2;976;200643;171549;815;816
k79_15942	2;1239;909932;1843488;909930;33024;33025
k79_88645	2;976;200643;171549;815;816;820
k79_40638	2;976;200643;171549;2005525;375288;46503
k79_15943	
k79_76763	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3590	
k79_40639	2;1239;186801;3085636;186803;189330;39486
k79_88646	
k79_15944	
k79_40640	2;1239;186801;3085636;186803;33042;410072
k79_3591	2;976;117743;200644;2762318;59732;253
k79_15945	2;976;200643;171549;2005525;375288
k79_40641	2;1239;186801;3085636;186803;1766253;39491
k79_88647	
k79_15946	2;976;200643;171549;815;909656;821
k79_40642	2;1239;186801;3085636;186803;572511;418240;1121115
k79_76764	2;1239;186801;3085636;186803;1766253;39491
k79_3592	2;1239;186801;186802;31979;1485;1501;86416
k79_15947	
k79_76765	2;976;200643;171549;2005525;375288
k79_76766	2;1239;186801;186802;216572;1263;1160721
k79_15948	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3593	2;1239;186801;3085636;186803;572511;418240;1121115
k79_15949	
k79_88648	2;1239;186801;3085636;186803;2316020;33038
k79_76767	2;1239;186801;3085636;186803;33042;410072
k79_76768	2;1239;186801;3085636;186803;189330;88431
k79_88649	
k79_88650	2;1239;186801;3085636;186803;1766253;39491;657317
k79_76769	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15950	2;976;200643;171549;815;816;820
k79_76770	2;1239;186801;3085636;186803;1766253;39491;657317
k79_15951	2;1239;186801;3085636;186803;189330;88431
k79_3594	2157;28890;183925;2158;2159;2172;2173;420247
k79_88651	2;1239;186801;3085636;186803;33042;410072
k79_88652	2;976;200643;171549;815;909656;821
k79_76771	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88653	2;976;200643;171549;2005525;375288
k79_76772	
k79_88654	
k79_76773	2;976;200643;171549;815;816;674529
k79_3595	2;976;200643;171549;815;816;820
k79_3596	2;1239;186801;3085636;186803;207244;649756
k79_40643	
k79_76774	
k79_88655	2;1239;186801;186802;216572;1263;1160721
k79_40644	2;1239;186801;3085636;186803;207244;649756
k79_76775	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3597	2;1239;186801;3085636;186803;2569097;39488
k79_88656	2;1239;186801;3085636;186803;2569097;39488
k79_40645	2;976;200643;171549;815;909656;821
k79_40646	2;976;200643;171549;2005525;375288;46503
k79_76776	2759;7711;40674;9443;9604;9605;9606
k79_3598	
k79_27533	2;976;200643;171549;815;909656;821
k79_40647	
k79_76777	2;1239;186801;3085636;186803;2569097;39488
k79_64398	
k79_88657	2;74201;203494;48461;1647988;239934;239935
k79_27534	
k79_64399	
k79_3599	2;976;200643;171549;1853231;283168;28118
k79_40648	2;1239;186801;3085636;186803;572511;418240;1121115
k79_88658	2
k79_76778	
k79_40649	
k79_76779	
k79_88659	2;1239;186801;3085636;186803;207244;649756
k79_40650	
k79_64400	2;976;200643;171549;2005525;375288;46503
k79_3600	
k79_27535	2;1239;526524;526525;2810280;2678885;1982626
k79_76780	2;1239;186801;3085636;186803;572511
k79_40651	
k79_52358	2;1239;186801;3085636;186803;1766253;39491;657317
k79_64401	2;1239;186801;186802;186806;1730;39496
k79_40652	
k79_27536	2;976;200643;171549;2005525;375288;823
k79_52359	2;1239;186801;3085636;186803;207244;649756
k79_76781	2;1239;186801;3085636;186803;572511;418240;1121115
k79_64402	2;1239;186801;3085636;186803;2316020;46228;471875
k79_27537	
k79_52360	2;1239;186801;186802;216572;216851;2929493
k79_27538	2;1239;186801;3085636;186803;1766253;39491
k79_40653	2;1239;186801;3085636;186803;2316020;46228;471875
k79_52361	2;1239;186801;3085636;186803;572511;418240;1121115
k79_64403	2;976;200643;171549;815;909656;821
k79_27539	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64404	2;1239;186801;186802;216572;216851;2929492
k79_27540	2;1239;186801;3085636;186803;189330;88431
k79_3601	
k79_15952	2759;7711;40674;9443;9604;9605;9606
k79_27541	2;976;200643;171549;815;909656;821
k79_64405	2;74201;203494;48461;1647988;239934;239935
k79_3602	2;1239;186801;3085636;186803;189330;39486
k79_76782	2;1239;186801;3085636;186803;207244;649756
k79_64406	2;1239;186801;3085636;186803;1766253;39491;657317
k79_3603	2;976;200643;171549;815;816;820
k79_64407	2;976;200643;171549;2005525;375288;823
k79_76783	
k79_27542	2;976;200643;171549;815;816;371601
k79_3604	2;976;200643;171549;815;816;28111
k79_15953	
k79_76784	2;976;200643;171549;815;909656;387090
k79_3605	2;1239;186801;3085636;186803;2569097;39488
k79_27543	2;1239;186801;3085636;186803;2316020;46228;471875
k79_76785	2;976;200643;171549;815;816;28111
k79_3606	
k79_3607	
k79_76786	2;1239;186801;186802;31979;1485;1529
k79_27544	
k79_52362	2;1239;91061;1385;186822;44249;2921711
k79_3608	
k79_52363	2;976;200643;171549;815;909656;821
k79_76787	2;976;200643;171549;815;816;28111
k79_15954	2;1239;186801;3085636;186803;1766253;39491;657318
k79_76788	2;1239;186801;3085636;186803;572511;418240;1121115
k79_52364	2;1239;526524;526525;2810280;2678885;1982626
k79_3609	2;1239;186801;3085636;186803;207244;649756
k79_52365	
k79_76789	2;976;200643;171549;815;816;2792859
k79_3610	2;976;200643;171549;815;909656;821
k79_15955	
k79_52366	2;1239;186801;3085636;186803;572511
k79_27545	
k79_15956	2;1239;186801;3085636;186803;207244;649756
k79_52367	2;976;200643;171549;2005525;375288;823
k79_3611	2;976;200643;171549;815;909656
k79_27546	2;976;200643;171549;815;909656;821
k79_15957	2;1239;186801;3085636;186803;207244;649756
k79_52368	2;976;200643;171549;2005525;375288;46503
k79_3612	2;976;200643;171549;815;816;47678
k79_52369	2;1239;186801;3085636;186803;572511;418240;1121115
k79_15958	2;976;200643;171549;2005525;375288;823
k79_76790	
k79_27547	2;1239;186801;186802;216572;1263;1160721
k79_52370	2;1239
k79_27548	2;976;200643;171549;815;816
k79_76791	2;976;200643;171549;2005525;375288;46503
k79_15959	2;976;200643;171549;815;816;820
k79_52371	2;1239;186801;3085636;186803;2316020;46228;471875
k79_15960	2;1239;186801;3085636;186803;2316020;33039;657313
k79_52372	
k79_27549	2;976;200643;171549;815;816
k79_15961	
k79_15962	2;976;200643;171549;815;816;817
k79_27550	2;976;200643;171549;815;816
k79_76792	
k79_27551	2;1239;186801;3085636;186803;1766253;39491
k79_76793	
k79_27552	
k79_52373	2;976;200643;171549
k79_15963	2;1239;186801;3085636;186803;33042;410072
k79_15964	2;1239;186801;186802;186806;1730;39496
k79_76794	
k79_27553	2;976;200643;171549;815;816;820
k79_27554	
k79_52374	2;976;200643;171549;815;909656;821
k79_15965	2;1239;186801;3085636;186803;2316020;46228;471875
k79_76795	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3613	2;976;200643;171549
k79_27555	2;976;200643;171549;815
k79_40654	2;1239;909932;1843488;909930;33024;33025
k79_3614	2;976;200643;171549;2005525;375288
k79_52375	2;1239;186801;3085636;186803;572511;418240;1121115
k79_40655	
k79_76796	
k79_27556	
k79_40656	
k79_76797	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3615	2;1239;186801;3085636;186803;33042;410072
k79_52376	
k79_3616	2;1239;186801;3085636;186803;33042;410072
k79_3617	
k79_76798	2;1239;186801;3085636;186803;1766253;39491;657317
k79_52377	2;976;200643;171549;815;816
k79_3618	2;1239;186801;3085636;186803;33042;410072
k79_3619	2157;28890;183925;2158;2159;2172;2173
k79_40657	2;976;200643;171549;815;816;820
k79_3620	2;976;200643;171549;815;816
k79_52378	
k79_64408	
k79_3621	2;976;200643;171549;815;816;28111
k79_40658	2;1239;186801;3085636;186803;2316020;33038
k79_40659	
k79_3622	2;976;200643;171549;2005525;375288;46503
k79_27557	2;1239;186801;186802;216572;1263;2608920
k79_52379	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3623	
k79_27558	2;201174;1760;85006;1268;1663
k79_40660	2
k79_27559	2;1239;186801;3085636;186803;207244;649756
k79_3624	2;1239;91061;186826;81852;2737;519472
k79_64409	2;976;200643;171549;815;816;820
k79_27560	2;1239;186801;3085636;186803;33042;410072
k79_3625	2;1239;186801;3085636;186803;572511;418240;1121115
k79_27561	2;1239;186801;3085636;186803;1766253;39491
k79_88660	2;1239;186801;3085636;186803;1766253;39491;657317
k79_88661	
k79_3626	
k79_40661	2;1239;526524;526525;2810280;135858;2478954
k79_27562	2;1239;186801;186802;216572;216851
k79_64410	2;1239;186801;3085636;186803;841;166486
k79_88662	
k79_27563	2;976;200643;171549;2005525;375288;46503
k79_3627	2;1239;186801;3085636;186803;33042;116085
k79_88663	2;1239;186801;186802;31979;1485;1492
k79_64411	2157;28890;183925;2158;2159;2172;2173;420247
k79_88664	
k79_64412	2;976;200643;171549;815;816;820
k79_76799	2;976;200643;171549;815;816
k79_3628	2;1239;186801
k79_3629	2;1239;186801;3085636;186803;2316020;33039;657313
k79_64413	2;976;200643;171549;815;816;820
k79_88665	
k79_76800	2;976;200643;171549;815;909656;821
k79_76801	2;976;200643;171549;2005525;375288;823
k79_3630	2;1239;186801;3085636;186803;33042;410072
k79_88666	2;1239;186801;3085636;186803;1766253;39491;657318
k79_88667	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3631	
k79_40662	2;1239;186801;186802;216572;1263;2608920
k79_40663	
k79_88668	
k79_40664	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64414	2;1239;186801;186802;216572;1263;2608920
k79_88669	
k79_40665	2;1239;186801;3085636;186803;2569097;39488
k79_3632	2;1239;186801;3085636;186803;572511;418240;1121115
k79_27564	2759;7711;40674;9443;9604;9605;9606
k79_88670	
k79_64415	
k79_3633	2;976;200643;171549;2005525;375288;823
k79_88671	2;1239;186801;3085636;186803;1766253;39491;657318
k79_40666	2;1239;186801;3085636;186803;207244;649756
k79_40667	2;1239;186801;3085636;186803;2316020;33039;657313
k79_88672	
k79_3634	
k79_27565	
k79_76802	2;1239;186801;186802;216572;216851;853
k79_88673	2;201174;1760;85009;31957;1743;119981
k79_64416	2;1239;186801;3085636;186803;1766253;39491
k79_88674	
k79_64417	2;1224;28216;80840;995019;40544;40545
k79_27566	2;1224;28216;80840;119060;1822464;2571747
k79_88675	2;1239;186801;3085636;186803;2569097;39488
k79_27567	
k79_3635	2;1239;186801;3085636;186803
k79_76803	
k79_64418	
k79_3636	2;1239;526524;526525;2810280;2678885;1982626
k79_76804	2;1239;186801;3085636;186803;2316020;33039;657313
k79_27568	2;1239;186801
k79_64419	
k79_3637	
k79_76805	2;1239;186801;3085636;186803;572511;418240;1121115
k79_27569	2;976;200643;171549;815;816;674529
k79_15966	2;976;200643;171549;815;816;820
k79_64420	2;1239;186801
k79_27570	2;976;200643;171549;1853231;283168;28118
k79_76806	2;1239;186801;3085636;186803;33042;116085
k79_3638	2;1239;186801;3085636;186803;1769710;1653434
k79_64421	2;976;200643;171549;2005525;375288
k79_88676	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3639	2;1239;186801;3085636;186803;2316020;33039
k79_76807	2;976;200643;171549;815;909656;821
k79_27571	2;1239;186801;3085636;186803;2569097;39488
k79_88677	2;1239;186801;186802;216572;1263;1160721
k79_15967	2;1239;186801;3085636;186803;189330;88431
k79_3640	2;1239;186801;3082720;186804;1870884;1496
k79_15968	2;976;200643;171549;815;909656;821
k79_88678	2;1239;186801;3085636;186803;2316020;33038
k79_15969	2;1224;1236;72274;135621;286;33069
k79_27572	2;1239;186801;3085636;186803;2316020;46228;471875
k79_88679	2;1239;186801;3085636;186803;2316020;33039;657313
k79_88680	2;1239;186801;186802;216572;216851;853
k79_88681	
k79_3641	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3642	2;1239;186801;3085636;186803;1766253;39491;657318
k79_88682	2;1239;186801;3085636;186803;2569097;39488
k79_88683	2;1239;909932;1843488;909930;33024;33025
k79_3643	2;1239;186801;3085636;186803;2719231
k79_15970	
k79_88684	
k79_3644	2;976;200643;171549;815;909656;821
k79_88685	2;976;200643;171549;2005525;375288
k79_15971	2;1239;186801;186802;186806;1730;39496
k79_3645	2;976;200643;171549;815;816;28111
k79_88686	
k79_3646	2;1239;186801;3085636;186803;189330;88431
k79_15972	2;1239;186801;3085636;186803;841;166486
k79_3647	2;1239;186801;3085636;186803;33042;410072
k79_15973	2;74201;203494;48461;1647988;239934;239935
k79_3648	2;976;200643;171549;815;816;28119
k79_15974	2;976;200643;171549;815;816
k79_3649	2;1239;186801;186802;216572;1263;1160721
k79_3650	
k79_15975	2;1239;186801;3085636;186803;207244;649756
k79_3651	2157;28890;183925;2158;2159;2172;2173
k79_15976	2;1239;186801;186802;186806;1730;39496
k79_15977	2;1239;186801
k79_3652	
k79_15978	
k79_27573	
k79_3653	2;1239;186801;3085636;186803
k79_15979	
k79_52380	
k79_27574	
k79_52381	
k79_15980	
k79_27575	2;1239;186801;186802;186806;1730;39496
k79_52382	2;976;200643;171549;815;816
k79_76808	2;1239;186801;3085636;186803
k79_15981	
k79_52383	2;1239;186801;3085636;186803;207244;649756
k79_15982	2;1239;186801;186802;186806;1730;39496
k79_76809	
k79_52384	2;1239;186801;3085636;186803;2316020;46228;471875
k79_3654	2759;7711;40674;9443;9604;9605;9606
k79_27576	
k79_76810	
k79_52385	2;976;200643;171549;815;816;28111
k79_27577	2;1239;186801;3085636;186803;33042;410072
k79_76811	2;976;200643;171549;2005525;375288;46503
k79_3655	
k79_52386	2;1239;186801;186802;216572;216851;2929493
k79_40668	2;1239;186801;3085636;186803;1766253;39491
k79_27578	2;1239;186801;3085636;186803;33042;410072
k79_76812	
k79_52387	2;976;200643;171549;815;816;818
k79_52388	2;1239;186801;186802;216572;216851;2929495
k79_40669	2;1239;186801;3085636;186803;841;166486
k79_27579	2;1239;186801;3085636;186803;2316020;33039
k79_76813	2;976;200643;171549;815;909656;821
k79_76814	2;1239;186801;186802;216572;216851;853
k79_27580	2;976;200643;171549
k79_76815	2;1239;909932;1843488;909930;33024;33025
k79_40670	2;1239;186801;3085636;186803;2316020;46228;471875
k79_64422	
k79_27581	
k79_52389	2;1239;526524;526525;2810280;2678885;1982626
k79_3656	2;976;200643;171549;815;816;28113
k79_40671	2;1239;186801;186802;216572;1263;1160721
k79_76816	2;976;200643;171549;2005525;375288;823
k79_52390	2;976;200643;171549;815;909656;821
k79_3657	2;1239;186801;3085636;186803;572511;418240;1121115
k79_64423	2;976;200643;171549;815;816;820
k79_76817	2;1239;526524;526525;2810280;2678885;1982626
k79_40672	2;1239;186801;3085636;186803;572511;89014
k79_27582	2;976;200643;171549;2005525;375288;823
k79_76818	2;976;200643;171549;815;816;28111
k79_40673	2;976;200643;171549;815;816;820
k79_27583	2;1239;186801;3085636;186803;207244;649756
k79_3658	2;1239;186801;3085636;186803;572511;2479767
k79_15983	2;1239;186801;3085636;186803;2569097;39488
k79_76819	2;1239;186801;3085636;186803;33042;410072
k79_52391	2;1239;186801;186802;216572;292632;214851
k79_76820	
k79_15984	2;1239;186801;186802;216572;1263;1160721
k79_40674	2;1239;186801;3085636;186803;207244;649756
k79_3659	2;1239;186801;3085636;186803;2569097;39488
k79_27584	2;976;200643;171549;815;909656;821
k79_40675	2;1239;186801;3085636;186803;572511;418240;1121115
k79_3660	2;976;200643;171549;2005525;375288
k79_64424	2;976;200643;171549;815;816;820
k79_76821	2;1239;186801;3085636;186803;207244;649756
k79_3661	2;1239;186801;3085636;186803;1766253;39491
k79_64425	2;1239;186801;186802;216572;216851;853
k79_15985	2;1239;186801;186802;216572;216851;2929495
k79_76822	2;1239;186801;3085636;186803;2316020;46228;471875
k79_27585	2;976;200643;171549;815;909656;821
k79_40676	2;1239;186801;186802;216572;216851;853
k79_88687	2;1239;186801;3085636;186803;572511;418240;1121115
k79_76823	2;976;200643;171549;2005525;375288;823
k79_15986	2;1239;186801;3085636;186803;33042;410072
k79_88688	
