contigs	predictions
k79_56155	2;1239;186801;186802;216572;1263;1161942
k79_68109	2;1239;526524;526525;2810280;2678885;1982626
k79_7338	2;976;200643;171549;815;816
k79_31149	
k79_44016	2;976;200643;171549;2005525;375288;823
k79_91953	2;1239;186801;186802;186806;1730;39496
k79_7339	2;1239;186801;3085636;186803;2719313;333367;518636
k79_68110	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31150	2;1239;186801;186802;186806;1730;39496
k79_44017	2;1239;186801;3085636;186803;1766253;39491;657318
k79_56156	
k79_91954	2;1239;186801;186802;186806;1730;39496
k79_68111	
k79_31151	2;976;200643;171549;815;909656;821
k79_44018	2;1239;186801;3085636;186803;2316020;33039;657313
k79_68112	2;1239;186801;186802
k79_7340	
k79_31152	
k79_44019	2;1239;186801;186802;186806;1730;39496
k79_91955	
k79_7341	
k79_7342	2157;28890;183925;2158;2159;2172
k79_31153	2;1239;186801;3085636;186803;28050;39485;515620
k79_80123	
k79_31154	2;976;200643;171549;815;816;28111
k79_68113	2;976;200643;171549;2005525;375288;823
k79_7343	
k79_91956	
k79_80124	2;1239;186801;3085636;186803;33042;410072
k79_68114	
k79_31155	2;976;200643;171549;815;909656;821
k79_56157	2;976;200643;171549;815;816;820
k79_7344	2;976;200643;171549;815;816;291644
k79_80125	
k79_19694	
k79_91957	
k79_68115	2;1239;186801;186802;216572;216851;2929491
k79_31156	2;1239;186801;3085636;186803;1766253;39491;657318
k79_56158	
k79_7345	
k79_19695	
k79_91958	
k79_31157	2;976;200643;171549;2005519;397864;397865;880074
k79_68116	2;1239;186801;3085636;186803;207244;649756
k79_91959	
k79_68117	2;976;200643;171549;815;909656;821
k79_91960	
k79_31158	2;1239;526524;526525;2810280;2678885;1982626
k79_19696	
k79_7346	2;1239;186801;3085636;186803;1766253;39491;657318
k79_91961	2;1239;186801;186802;216572;1263;1160721
k79_68118	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56159	2;1239;186801;3082720;3118655;44259;143361;546269
k79_7347	
k79_91962	2;1239;186801;3085636;186803;207244;649756;649757
k79_56160	
k79_19697	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31159	2;976;200643;171549;2005525;375288;823
k79_91963	2
k79_80126	2;976;200643;171549;815;816
k79_56161	
k79_31160	2;976;200643;171549;2005525;375288
k79_19698	
k79_68119	2;976;200643;171549;815;816;820
k79_31161	
k79_7348	2;1239;186801;3085636;186803;2316020;46228;471875
k79_91964	2;1239;186801;186802;186806;1730;39496
k79_68120	
k79_7349	2;1239;186801;3085636;186803;207244;649756
k79_91965	
k79_31162	2;1239;186801;186802;186806;1730;39496
k79_68121	2;1239;186801;3085636;186803;2316020;46228;471875
k79_31163	
k79_7350	
k79_91966	
k79_19699	2;1239;186801;3085636;186803;2944193;2763672
k79_68122	
k79_80127	2;976;200643;171549;815;816;820
k79_91967	
k79_68123	2;976;200643;171549;815;909656;821
k79_19700	
k79_31164	
k79_56162	
k79_91968	2;1239;91061;186826
k79_68124	
k79_80128	2;1239;186801;186802;216572;1263;657323
k79_56163	2;1239;186801;3085636;186803
k79_91969	2;1239;186801;3085636;186803;207244;649756
k79_80129	
k79_56164	2;74201;203494;48461;1647988;239934;239935
k79_68125	2;1239;186801;3085636;186803;207244;649756
k79_19701	2;1239;186801;186802;186806;1730;39496
k79_91970	2;976;200643;171549;815;909656;821
k79_68126	2;976;200643;171549;815;909656;821
k79_80130	
k79_19702	
k79_56165	2;1239;186801;186802;216572;1263;657323
k79_91971	
k79_44020	
k79_56166	2;1239;186801;186802;216572;216851;411483
k79_44021	2;1239;186801;3085636;186803;2569097;39488
k79_68127	2;1239;186801;3085636;186803;207244;649756
k79_80131	2;1239;186801;3085636;186803;572511;418240;1121115
k79_91972	2;1239;186801;3085636;186803;1766253;39491
k79_19703	2;976;200643;171549;815;816;820
k79_56167	2;976;200643;171549;815;816;820
k79_31165	2;1239;186801;3085636;186803;572511;418240;1121115
k79_19704	2;1239;186801;186802;216572;216851;2929494
k79_44022	2;1239;186801;186802;186806;1730;39496
k79_91973	2;1239;186801;3085636;186803;1766253;39491;657317
k79_68128	2;1239;186801;3085636;186803;1766253;39491
k79_19705	2;976;200643;171549;815;816;820
k79_44023	2;1239;186801;3085636;186803;1766253;39491;657317
k79_91974	2;1239;526524;526525;2810280;2678885;1982626
k79_68129	2;976;200643;171549;2005525;375288;823
k79_31166	2;1239;186801;3085636;186803;207244;649756;649757
k79_56168	
k79_19706	
k79_56169	2;1239;186801;186802;216572;1263;1160721
k79_44024	
k79_31167	2;1239;186801;3085636;186803;572511;418240;1121115
k79_19707	2;1239;186801;3085636;186803;207244;649756
k79_91975	2;976;200643;171549;815;909656;821
k79_80132	
k79_56170	2;1239;186801;3085636;186803;207244;649756
k79_44025	
k79_31168	2;1239;909932;1843488;909930;33024;33025
k79_56171	
k79_80133	2;1239;186801;3085636;186803;1766253;39491
k79_91976	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31169	2;1239;186801;3085636;186803;207244;649756
k79_56172	
k79_19708	2;1239;186801;3085636;186803;207244;649756;649757
k79_44026	2;976;200643;171549;815;909656;821
k79_91977	2;1239;186801;3085636;186803;207244;649756
k79_80134	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56173	
k79_91978	
k79_91979	2;1239;186801;3085636;186803;2316020;33039
k79_56174	2;1239;186801;186802;216572;1263;1160721
k79_80135	2;1239;186801;3085636;186803;33042;410072
k79_31170	
k79_56175	
k79_19709	2;1239;526524;526525;2810280;2678885;1982626
k79_44027	
k79_80136	2;976;200643;171549;815;909656;821
k79_44028	
k79_56176	2;1239;186801;3085636;186803;1766253;39491
k79_80137	2;1239;186801;3085636;186803;207244;649756
k79_91980	2;1239;186801;3085636;186803;1766253;39491
k79_56177	2;1239;186801;3085636;186803;207244;649756
k79_91981	
k79_56178	
k79_31171	2;1239;186801;3085636;186803;572511;418240;1121115
k79_80138	
k79_31172	2;1239;186801;3085636;186803;33042;410072
k79_80139	2;1224;28211;356;119045;407;39956;908290
k79_44029	2;1239;186801;3085636;186803;1766253;39491
k79_80140	
k79_44030	2;976;200643;171549;815;909656;821
k79_80141	2;1239;186801;3085636;186803;572511;418240;1121115
k79_44031	2;976;200643;171549;815;816;818
k79_44032	
k79_91982	2;1239;526524;526525;2810280;2678885;1982626
k79_91983	2;1239;186801;186802;216572;1263;1160721
k79_56179	
k79_91984	2;74201;203494;48461;1647988;239934;239935
k79_44033	2;1239;186801;3085636;186803;1766253;39491
k79_56180	2;1239;186801;3085636;186803;2569097;39488
k79_91985	2;1239;186801;3085636;186803;207244;649756
k79_56181	2;1239;186801;3085636;186803;1766253;39491
k79_44034	
k79_80142	2;1239;186801;186802;216572;1263;2608920
k79_91986	2;976;200643;171549;815;909656;821
k79_56182	2;1239;909932;1843488;909930;33024;33025
k79_44035	
k79_91987	
k79_44036	
k79_91988	2;1239;186801;186802;216572;1263;1160721
k79_7351	2;976;200643;171549;815;816;820;997890
k79_56183	2;1239;186801;3085636;186803;2944152;2763670
k79_56184	
k79_91989	2;1239;186801;3085636;186803;207244;649756
k79_91990	2;976;200643;171549;815;816;290053;693979
k79_7352	2;1239;186801;3085636;186803;207244;649756
k79_91991	
k79_7353	
k79_7354	
k79_7355	2;1239;186801;186802;216572;459786;2109687
k79_7356	2;1239;186801;3085636;186803;1766253;39491
k79_56185	2;976;200643;171549;815;909656;387090
k79_68130	2;976;200643;171549;2005525;375288;823
k79_80143	2;1239;186801;186802;216572;216851;853
k79_7357	2;976;200643;171549;2005525;375288;823
k79_56186	2;1239;186801;3085636;186803;841;301301
k79_56187	2;1239;186801;3085636;186803;2569097;39488
k79_91992	2;1239;526524;526525;2810280;2678885;1982626
k79_56188	2;976;200643;171549;815;909656;821
k79_80144	2;1239;186801;3085636;186803;2316020;33039
k79_91993	2;1239;526524;526525;2810280;2678885;1982626
k79_80145	2;1239;186801;3085636;186803;572511;418240;1121115
k79_68131	2;976;200643;171549;815;909656;821
k79_91994	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56189	2;976;200643;171549;815;816;28111
k79_56190	2;1239;186801;3085636;186803;2316020;33039;657313
k79_91995	2;976;200643;171549;815;816;46506;449673
k79_7358	2759;7711;40674;9443;9604;9605;9606
k79_91996	2;976;200643;171549;2005525;375288
k79_68132	2;1239;186801;3085636;186803;2316020;46228;471875
k79_56191	
k79_31173	
k79_19710	2;976;200643;171549
k79_91997	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7359	2;976;200643;171549;815;909656;821
k79_80146	2;1239;526524;526525;2810280;2678885;1982626
k79_19711	
k79_68133	
k79_31174	
k79_56192	2;1239;186801;3085636;186803;207244;649756
k79_19712	
k79_31175	
k79_19713	2;976;200643;171549;815;816;818
k79_91998	
k79_31176	
k79_7360	2;976;200643;171549;815;816;28111
k79_68134	2;1239;526524;526525;2810280;2678885;1982626
k79_19714	
k79_91999	2;74201;203494;48461;1647988;239934;239935
k79_56193	2;1239;186801;3085636;186803;2316020;33039;657313
k79_31177	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56194	2;1239;186801;3085636;186803;2569097;39488
k79_19715	2;1239;186801;3085636;186803;248744;168384;478749
k79_31178	2;1239;186801;186802;216572;216851;853
k79_7361	2;976;200643;171549
k79_80147	2;976;200643;171549;2005525;375288
k79_68135	2;1239;186801;3085636;186803;1766253;39491
k79_80148	2;1239;186801;3085636;186803;189330;39486
k79_31179	2;976;200643;171549;815;816;820
k79_92000	2157;28890;183925;2158;2159;2172;2173
k79_31180	2;1239;186801;3085636;186803;207244;649756
k79_80149	2;1239;186801;3085636;186803;207244;649756
k79_31181	
k79_7362	2;1239;186801;3085636;186803;841;166486
k79_92001	
k79_80150	2;976;200643;171549;815;816;162156
k79_7363	2;976;200643;171549;815;909656;357276
k79_68136	2;976;200643;171549;815;909656;821
k79_92002	
k79_56195	
k79_68137	2;1239;186801;3085636;186803;207244;649756
k79_7364	
k79_80151	2;976;200643;171549;815;909656;821
k79_56196	2;976;200643;171549;815;816;820
k79_80152	
k79_7365	
k79_92003	2;1239;186801;3085636;186803;207244;649756
k79_7366	2;1239;186801;3085636;186803;207244;649756
k79_80153	2;1239;186801;3085636;186803;33042;410072
k79_56197	2;976;200643;171549;815;909656;821
k79_7367	2;1239;186801;3085636;186803;572511;418240;1121115
k79_7368	2;1239;186801;3085636;186803
k79_56198	2;1239;186801;3085636;186803;1766253;39491;657317
k79_80154	2;1239;186801;3085636;186803
k79_7369	2;1239;91061;1385;186822;55080
k79_80155	
k79_80156	2;1239;909932;1843488;909930;33024;33025
k79_68138	2;1239;186801;3085636;186803;33042;410072
k79_19716	
k79_19717	2;1239;186801;3085636;186803;33042;410072
k79_68139	2;976;200643;171549;815;816;820
k79_56199	
k79_92004	2759;7711;40674;9443;9604;9605;9606
k79_68140	
k79_92005	
k79_7370	
k79_80157	2;1239;186801;3085636;186803;33042;410072
k79_19718	2;1239;186801;3085636;186803;2316020;33039
k79_92006	2;1239;186801;186802;216572
k79_44037	2;1239;186801;3085636;186803;189330;39486
k79_68141	2;976;200643;171549;2005525;375288;823
k79_80158	2;1239;186801;3085636;186803;1766253;39491
k79_44038	
k79_56200	2;1239;186801;3085636;186803;1766253;39491;657318
k79_92007	2;1239;186801;186802
k79_44039	2;1239;186801;3085636;186803;2316020;33039;657313
k79_19719	2;1239;909932;1843488;909930;33024;33025
k79_31182	2;976;200643;171549;815;816;162156
k79_80159	
k79_19720	2;201174;1760;85004;31953;1678;216816;1679
k79_80160	2;976;200643;171549
k79_92008	2;1239;186801;3085636;186803;1766253;39491
k79_44040	2;1239;186801;3085636;186803;189330;88431
k79_56201	
k79_80161	2;1239;186801;3085636;186803;2569097;39488
k79_19721	
k79_92009	2;1239;909932;1843488;909930;33024;33025
k79_56202	2;976;200643;171549
k79_31183	2;1239;186801;3085636;186803;207244;649756
k79_56203	2;1239;186801;3085636;186803;207244;649756
k79_31184	2;1239;186801;3085636;186803;207244;649756;649757
k79_92010	2;976;200643;171549;815;909656;376805;667015
k79_44041	2;1239;186801;3085636;186803;33042;410072
k79_19722	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31185	2;1239;186801;3085636;186803;2316020;46228;471875
k79_44042	2;976;200643;171549;2005525;375288;823
k79_92011	
k79_19723	2;1239;186801;3085636;186803;2316020;33039;657313
k79_92012	
k79_31186	2;1239;186801;3085636;186803;207244;649756
k79_44043	2;1239;186801;186802;216572;1263;1160721
k79_31187	
k79_44044	2;976;200643;171549;815;909656;821
k79_92013	2;976;200643;171549;2005525;375288
k79_56204	2;1239;186801;186802;216572;1263;2608920
k79_44045	2;976;200643;171549;815;909656;821
k79_31188	2;1239;186801;3085636;186803;1506553;29347
k79_80162	2;976;200643;171549;1853231;574697;2093856
k79_19724	2;1239;909932;1843488;909930;33024;33025
k79_56205	
k79_92014	
k79_31189	2;1239;526524;526525;2810280;2678885;1982626
k79_44046	
k79_80163	2;976;200643;171549;815;909656;821
k79_19725	
k79_56206	2;976;200643;171549;815;816;820
k79_80164	2;1239;186801;3085636;186803;2569097;39488
k79_31190	2;976;200643;171549;2005525;375288;46503
k79_19726	
k79_56207	2;1239;186801;3085636;186803;2569097;39488
k79_31191	2;976;200643;171549;815;816;818
k79_92015	
k79_80165	2;1239;186801;3085636;186803
k79_19727	2;1239;186801;3085636;186803;2569097;39488
k79_92016	2;1239;186801;3085636;186803;1766253;39491
k79_56208	2;1239;186801;3085636;186803
k79_31192	2;1239;186801;3085636;186803;2316020;46228;471875
k79_68142	2;1239;186801;3085636;186803;841;166486
k79_19728	2;1239;91061;186826;1300;1301;1307
k79_80166	2;1239;186801;3085636;186803;189330;88431
k79_92017	2;976;200643;171549;815;816;820
k79_31193	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7371	2;1239;186801;3085636;186803;33042;410072
k79_80167	2;976;200643;171549;815;909656;821
k79_19729	2;976;200643;171549;2005525;375288;823
k79_80168	2;74201;203494;48461;1647988;239934;239935
k79_92018	2;976;200643;171549;815;816;820
k79_92019	2;1239;186801;3085636;186803;33042;410072
k79_19730	
k79_80169	2;1239;186801;3085636;186803;33042;410072
k79_19731	
k79_7372	2;976;200643;171549;815;909656;821
k79_92020	2;1239;186801;186802;216572
k79_80170	2;1239;186801;3085636;186803;1766253;39491;657317
k79_31194	2
k79_44047	2;976;200643;171549;815;816;329854
k79_7373	2;1239;186801;186802;216572;1263;1160721
k79_92021	
k79_19732	2;1239;186801;3085636;186803;33042;410072
k79_56209	2;976;200643;171549;815;816;28111
k79_7374	2;976;200643;1970189;1471398;2792393;2010828
k79_31195	2;1239;186801
k79_80171	2;1239;186801;3085636;186803;572511;418240;1121115
k79_44048	2;1239;186801;3085636;186803;1766253;39491
k79_80172	2;976;200643;171549;815;816;162156
k79_19733	2;1239;186801;3085636;186803;1766253;39491
k79_44049	2;1239;186801;3085636;186803;207244;649756
k79_7375	2;1239;186801;186802;216572;1263;657323
k79_92022	2;976;200643;171549;815;909656;387090
k79_19734	2;976;200643;171549;2005525;375288;823
k79_80173	2;1239;186801;3085636;186803;2569097;39488
k79_7376	2;1239;186801;3085636;186803;572511;418240;1121115
k79_19735	2;976;200643;171549;815;816;820
k79_44050	2;976;200643;171549;2005525;375288;387661
k79_31196	
k79_19736	2;976;200643;171549;815;909656;821
k79_92023	2;1239;186801;3085636;186803;2316020;46228;471875
k79_80174	2;1224;28216;80840;2975441;88;34029;395495
k79_19737	2;1239;186801;3085636;186803;207244;649756
k79_7377	2;976;200643;171549;2005525;375288;823
k79_92024	
k79_80175	
k79_44051	2;1239;186801;186802;216572;216851;411483
k79_7378	
k79_44052	2;976;200643;171549
k79_80176	
k79_7379	
k79_19738	
k79_7380	
k79_19739	2;1239;186801;3085636;186803;207244;649756
k79_44053	2;1239;909932;1843488;909930;33024;33025
k79_31197	2;1239;186801;3085636;186803
k79_7381	2;976;200643;171549;815;909656;821
k79_80177	2;976;200643;171549;815;816;820
k79_19740	2;976;200643;171549
k79_80178	2;1239;186801;3085636;186803;207244;649756
k79_7382	2;1239;186801;3085636;186803;33042;410072
k79_31198	2;1239;186801;3085636;186803;33042;410072
k79_44054	
k79_7383	2;1239;186801;186802;216572;216851
k79_7384	2;1239;186801;3085636;186803;1766253;39491;657318
k79_80179	2;1239;186801;3085636;186803;572511;418240;1121115
k79_7385	2;1239;186801;3085636;186803;2316020;33039;657313
k79_19741	2;976;200643;171549;815;816;820
k79_31199	
k79_7386	2;976;200643;171549;815;816;28111
k79_19742	2;1239;186801;3085636;186803;2316020;33039;657313
k79_92025	2157;28890;183925;2158;2159;2172;2173;420247
k79_7387	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31200	2;1239;186801;186802;186806;1730;39496
k79_19743	2;1239;186801;3085636;186803;207244;649756;649757
k79_44055	2;976;200643;171549
k79_31201	
k79_80180	2;1239;186801;3085636;186803;1766253;39491;657317
k79_19744	2;976;200643;171549;2005525;375288
k79_44056	
k79_92026	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7388	2;1239;186801;3085636;186803;2316020;33039
k79_80181	2;1239;186801;3085636;186803;2569097;39488
k79_31202	2;1239;186801;3085636;186803;2316020;33039
k79_80182	2;1239;909932;1843488;909930;33024;33025
k79_92027	
k79_68143	
k79_80183	2;1239;186801;3085636;186803;189330;88431
k79_19745	2;976;200643;171549;815;909656;821
k79_44057	2;976;200643;171549;815;816;820
k79_68144	2;976;200643;171549;815;909656;821
k79_56210	2157;28890;183925;2158;2159;2172;2173
k79_92028	
k79_19746	2;1239;186801;3085636;186803;1766253;39491
k79_44058	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56211	2;1239;186801;186802;216572;2591381;2093857
k79_19747	2;1239;186801;3085636;186803;2316020;33039;657313
k79_44059	2;976;200643;171549;815;909656;821
k79_68145	2;1239;186801;3085636;186803;1766253;39491;657317
k79_92029	2;201174;1760;85004;31953;1678;1680
k79_80184	
k79_80185	
k79_92030	2;1239;186801;3085636;186803;33042;410072
k79_44060	2;1239;186801;3085636;186803;841;1261634
k79_68146	
k79_80186	2;976;200643;171549;2005525;375288
k79_19748	2;976;200643;171549;815;909656;821
k79_92031	
k79_44061	2;1239;186801;3085636;186803;572511;418240;1121115
k79_68147	2;1239;186801;186802;216572;216851;853;657322
k79_80187	
k79_19749	2;1239;186801;3085636;186803;33042;410072
k79_92032	2;1239;186801;3085636;186803;207244;649756
k79_80188	2;1239;186801;3085636;186803;2944193;2763672
k79_56212	2;1239;526524;526525;2810280;2678885;1982626
k79_19750	2;1239;186801;3085636;186803;1766253;39491;657317
k79_80189	2;976;200643;171549;1853231;283168;28118
k79_68148	
k79_56213	2;1239;909932;1843488;909930;33024;33025
k79_56214	
k79_80190	2;976;200643;171549;2005525;375288;823
k79_92033	2;1239;526524;526525;2810280;2678885;1982626
k79_56215	2;1239;186801;3085636;186803;572511
k79_68149	2;976;200643;171549;815;816;820
k79_19751	2;976;200643;171549;815;816;817;997879
k79_92034	
k79_68150	2;1239;186801;186802;216572;1263;1160721
k79_80191	2;1224;28211;3120395;433;1434011;65958
k79_68151	2;976;200643;171549;815;816;28111
k79_19752	
k79_80192	2;976;200643;171549;815;816;28111
k79_68152	
k79_92035	
k79_44062	2157;28890;183925;2158;2159;2172;2173
k79_7389	2;1239;186801;3085636;186803;207244;649756
k79_56216	2;976;200643;171549;171552;2974257;28127
k79_92036	
k79_80193	2;976;200643;171549;815;909656;821
k79_44063	2;976;200643;171549;815;816
k79_7390	
k79_80194	
k79_56217	
k79_7391	2;1239;186801;3085636;186803;1766253;39491;657317
k79_92037	2;976;200643;171549;815;816;291644
k79_80195	2;74201;203494;48461;1647988;239934;239935
k79_56218	2;1239;186801;3085636;186803;572511;418240;1121115
k79_7392	2;1239;186801;3085636;186803;207244;649756
k79_92038	
k79_56219	
k79_68153	2;1239;186801;3085636;186803;2316020;46228;471875
k79_56220	2;1239;186801;3085636;186803;207244;649756
k79_92039	2;1239;186801;186802;186806;1730;39496
k79_68154	2;1239;186801;186802;216572;216851;2929491
k79_7393	2;976;200643;171549;815;909656;821
k79_80196	2;1239;186801;3085636;186803;1766253;39491;657317
k79_92040	2;1239;186801;186802;216572
k79_80197	
k79_7394	2;1239;186801;3085636;186803;2569097;39488
k79_92041	
k79_68155	
k79_80198	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7395	2;1239;186801;186802;186806;1730;39496
k79_68156	
k79_7396	2;1239;186801;3085636;186803;572511
k79_56221	
k79_68157	
k79_56222	2;1239;186801;3085636;186803;572511
k79_7397	2;1239;526524;526525;2810280;2678885;1982626
k79_92042	2;1239;186801;3085636;186803;572511;418240;1121115
k79_80199	2;1239;186801;3085636;186803;189330;88431
k79_68158	2;1239;186801;3085636;186803;207244;649756
k79_92043	
k79_7398	2;1239;186801;3085636;186803;841;2763062
k79_56223	2;1239;186801;3085636;186803;2316020;46228;471875
k79_92044	
k79_7399	2;1239;186801;3085636;186803;207244;649756
k79_92045	2;976;200643;171549;815;816;28111
k79_7400	2;976;200643;171549;815;909656;821
k79_80200	2;976;200643;171549;815;816;820
k79_92046	2;1239;526524;526525;2810280;2678885;1982626
k79_56224	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31203	2;976;200643;171549;815;909656;821
k79_92047	2;976;200643;171549;2005525;375288;823
k79_7401	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56225	
k79_80201	2;1239;186801;3085636;186803;572511;418240;1121115
k79_31204	2;1239;186801;3085636;186803;2316020;33039;657313
k79_92048	2;976;200643;171549;815;816
k79_80202	2;1239;186801;3082720;186804;1870884;1496
k79_56226	
k79_7402	2;976;200643;171549;815;909656;821
k79_31205	2;1239;186801;3085636;186803;33042;410072
k79_92049	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7403	2;976;200643;171549;815;816;28111
k79_80203	2;1239;186801;3085636;186803;1766253;39491
k79_7404	
k79_80204	
k79_31206	
k79_31207	
k79_92050	
k79_56227	2;1239;909932;1843488;909930;33024;33025
k79_31208	
k79_7405	2;976;200643;171549
k79_92051	2;1239;186801;3085636;186803;33042;410072
k79_31209	
k79_7406	
k79_31210	
k79_92052	2;1239;186801;3085636;186803;33042;410072
k79_7407	2;976;200643;171549;815;909656;821
k79_80205	2;976;200643;171549;815;816;674529
k79_19753	2;976;200643;171549;815;816;1796613
k79_92053	
k79_7408	2;1239;186801;3085636;186803;2316020;46228;471875
k79_31211	2;1239;186801;186802;216572;1263;1160721
k79_92054	2;976;200643;171549
k79_80206	
k79_31212	
k79_92055	
k79_7409	2;1239;909932;1843488;909930;33024;33025
k79_80207	2;1239;186801;3085636;186803;33042;410072
k79_31213	2;1239;186801;3085636;186803;189330;88431
k79_7410	2;1239;186801;186802;186806;1730;39496
k79_31214	
k79_80208	2;1239;186801;186802;216572;216851;853;718252
k79_31215	2;976;200643;171549;815;909656;387090
k79_7411	2;976;200643;171549;815;909656;821
k79_80209	2;1239;186801;3085636;186803;841;1261635
k79_92056	2;1239;186801;3085636;186803;572511;418240;1121115
k79_7412	2;1239;186801;186802;186806;1730;39496
k79_31216	2;1239;186801;186802;216572;1263;657323
k79_80210	2;976;200643;171549;171550;239759;2585119
k79_92057	2;976;200643;171549;815;909656;821
k79_31217	2;976;200643;171549;815;909656;821
k79_80211	2;976;200643;171549;815;909656;821
k79_31218	
k79_80212	2;976;200643;171549;815;909656;821
k79_7413	2;976;200643;171549;815;816;162156
k79_19754	
k79_80213	2;976;200643;171549
k79_7414	
k79_31219	2;976;200643;171549;815;909656;821
k79_19755	2;1239;186801;186802;216572;216851;411483
k79_31220	2;1239;186801;3085636;186803;2316020;33039;657313
k79_80214	2;1239;186801;3085636;186803;2316020;46228;471875
k79_19756	2;976;200643;171549;815;816;28111
k79_31221	
k79_80215	2;1239;186801;186802;216572;216851;2929489
k79_31222	2;1239;186801;186802;216572;216851;3030639
k79_7415	2;1239;186801;3085636;186803;1766253;39491
k79_44064	2;1239;909932;1843488;909930;33024;33025
k79_31223	2;976;200643;171549;171550;239759;1470347;1211813
k79_44065	2;1239;186801;3085636;186803;2316020;46228;471875
k79_80216	2;976;200643;171549;815;909656;357276
k79_31224	2;1239;186801;3085636;186803;572511;40520;411459
k79_7416	2;1239;186801;186802;216572;2892396;2714353
k79_19757	2;1239;526524;526525;2810280;2678885;1982626
k79_31225	2;976;200643;171549;815;816;28111
k79_7417	2;976;200643;171549;815;816;820
k79_7418	2;1239;186801;3085636;186803;207244;649756
k79_44066	2;976;200643;171549;815;909656;821
k79_7419	2;1239;186801;3085636;186803;572511;418240;1121115
k79_44067	2;1239;186801;3085636;186803;2316020;33039
k79_7420	
k79_92058	2;1239;186801;186802;216572;1263;2608920
k79_7421	2;1239;186801;3085636;186803;2316020;46228;471875
k79_44068	2;1239;186801;3085636;186803;572511;418240;1121115
k79_19758	2;1239;186801;3085636;186803;572511;418240;1121115
k79_92059	2;201174;1760;85004;31953;1678
k79_68159	2;976;200643;171549;815;909656;387090
k79_19759	2;976;200643;171549
k79_92060	
k79_7422	2;1239;186801;3085636;186803;1766253;39491
k79_44069	2;1239;909932;1843488;909930;33024;33025
k79_92061	
k79_7423	
k79_68160	2;976;200643;171549;1853231;283168;28118;709991
k79_19760	
k79_80217	2;976;200643;171549;815;816;47678
k79_44070	2;1239;186801;186802;216572;1263;1160721
k79_68161	2;1239;186801;186802
k79_7424	2;976;200643;171549;2005525;375288
k79_80218	2;1239;186801;186802;216572;1263;657323
k79_44071	
k79_68162	2157;28890;183925;2158;2159;2172;2173
k79_80219	2;1239;186801;186802;216572;1263;1160721
k79_92062	2;976;200643;171549;815;816;820
k79_7425	2;976;200643;171549;2005525;375288
k79_80220	
k79_92063	
k79_68163	
k79_44072	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56228	2;1239;186801;3085636;186803;33042;410072
k79_68164	
k79_92064	
k79_7426	2;976;200643;171549;815;909656
k79_44073	
k79_92065	2;1239;186801;3085636;186803;1766253;39491
k79_56229	2;1239;186801;3085636;186803;1766253;39491
k79_68165	2;1239;186801;3085636;186803;2316020;46228;471875
k79_7427	
k79_56230	2;1239;186801;3085636;186803;207244;649756
k79_7428	2;1239;186801;3085636;186803;2316020;46228;471875
k79_92066	2;976;200643;171549;815
k79_68166	2;1239;909932;1843488;909930;33024;33025
k79_56231	
k79_7429	2;976;200643;171549;815;816;47678
k79_92067	2;1239;186801;3085636;186803;572511;89014
k79_7430	2;1239;186801;3085636;186803;207244;649756
k79_92068	2;1239;186801;186802;186806;1730;39496
k79_7431	
k79_44074	2;976;200643;171549;815;816;820
k79_80221	2;976;200643;171549;815;816;46506;449673
k79_68167	
k79_7432	2;1239;186801;186802;216572;216851;853
k79_92069	2;976;200643;171549;815;816;820
k79_7433	2;1239;186801;3085636;186803;207244;649756
k79_68168	2;1239;186801;3085636;186803;1766253;39491;657317
k79_56232	2;1239;186801;186802;216572;3048127;2966552
k79_7434	
k79_68169	2;1239;186801;3085636;186803;2569097;39488
k79_44075	2;1239;186801;3085636;186803;841;1261635
k79_80222	2;976;200643;171549;815;816;28111
k79_56233	
k79_68170	2;1239;186801;3085636;186803;572511;418240;1121115
k79_7435	2;1239;186801;3085636;186803;207244;649756
k79_44076	
k79_7436	2;1239;909932;1843488;909930;33024;33025
k79_80223	2;976;200643;171549;815;816;820
k79_44077	
k79_68171	2;976;200643;171549;815;816;820
k79_56234	2;1239;186801;186802;216572;216851;853
k79_80224	2;976;200643;171549;815;816
k79_68172	2;1239;186801;3085636;186803;3076670;3028070
k79_80225	
k79_56235	2;1239;186801;3085636;186803;572511;418240;1121115
k79_56236	
k79_80226	2;1239;186801;186802;216572;1263;1160721
k79_44078	2;1239;186801;3085636;186803;1766253;39491
k79_68173	2;1239;186801;186802;216572;1263
