Contig	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz Mean	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz RPKM	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz Covered Fraction
k79_3030	12.070968	13.807328	1
k79_75298	6.012158	7.321513	1
k79_27125	6.2570634	8.163833	1
k79_15005	8.971854	11.835289	1
k79_75299	4.5425534	6.0346184	1
k79_27126	2.776675	3.9889424	1
k79_3031	4.150476	5.496145	1
k79_15006	4.0740743	5.5978575	1
k79_63173	6.0913496	7.6693635	1
k79_3032	6.811111	7.102281	1
k79_63174	4.082474	4.871296	1
k79_3033	5.275	6.062686	1
k79_15007	4.732143	6.2209764	1
k79_75300	11.45721	14.095432	1
k79_15008	3.5392158	4.774643	1
k79_3035	4.995465	5.76835	1
k79_15009	10.755396	11.1022835	1
k79_15010	3.7755103	5.660262	1
k79_75301	5.6624203	6.9428387	1
k79_15011	6.307229	6.663347	1
k79_3036	5.6094527	7.4622564	1
k79_15012	4.35	5.656116	1
k79_27127	5.8177967	7.594916	1
k79_15013	4.2116184	5.394138	1
k79_51414	9.480438	12.580482	0.9989276
k79_87468	15.765746	21.328526	0.99929875
k79_27128	4.9098363	5.529458	1
k79_87469	3.6540542	4.4895897	1
k79_51415	17.4183	20.251072	0.99835795
k79_27129	5.494604	6.9590764	1
k79_75302	5.6414804	7.483684	1
k79_27130	4.030303	5.2348495	1
k79_87470	6.393277	7.940648	1
k79_15014	5.2517414	7.0317464	1
k79_27131	4.1363635	5.476796	1
k79_75303	3.4013605	4.7423816	1
k79_87471	3.2481751	4.5417333	1
k79_27132	4.4583335	5.941778	1
k79_51416	5.6908603	7.0658307	1
k79_75304	5.938053	7.624905	1
k79_39313	8.477457	11.235713	1
k79_3037	6.385733	8.365979	1
k79_87472	4.348936	5.3368187	1
k79_27133	4.0560346	4.8990636	1
k79_87473	7.1460676	5.87341	1
k79_15015	5.208038	6.7449026	1
k79_51417	4.2883296	5.636844	1
k79_27134	3.7346938	5.2559576	1
k79_75305	7.3450704	9.574154	1
k79_27135	2.911111	4.1778126	1
k79_27136	5.230769	5.0133753	1
k79_15017	3.3197832	5.216229	1
k79_15018	14.196319	13.134083	0.9776358
k79_51418	5.558628	7.1347837	1
k79_51419	4.633663	5.4121666	1
k79_39314	10.273038	13.211076	1
k79_39315	4.319635	5.286212	1
k79_51420	4.2119513	5.501984	1
k79_39316	3.0601504	4.96023	1
k79_15019	27.090616	36.14567	1
k79_51421	9.093023	8.984544	1
k79_39317	4.700389	5.91258	1
k79_51422	4.5833335	5.3333783	1
k79_15020	3.6488295	5.136197	1
k79_39318	17.88889	13.2706995	0.96568626
k79_15021	5.2647057	5.1725297	1
k79_27137	7.8685412	10.344795	1
k79_39319	5.3211007	6.516337	1
k79_15022	5.1078997	6.5945745	1
k79_51423	4.7649207	6.1957264	1
k79_27138	4.17506	5.12832	1
k79_15023	3.7717392	4.9719424	1
k79_15024	3.305638	4.1177616	1
k79_15025	6.379928	8.180332	1
k79_75306	8.204858	10.821151	1
k79_51424	6.9121985	8.915381	1
k79_15026	4.0715566	5.232578	1
k79_75307	4.118421	5.1079674	1
k79_15027	3.6956522	4.1620474	1
k79_15028	2.958904	3.1474104	1
k79_27139	9.454119	12.266769	1
k79_51425	5.9893165	7.6255217	1
k79_15029	4.4545455	5.0133753	1
k79_75309	5.908163	8.086089	1
k79_75310	3	5.0768356	1
k79_27140	2.9292035	4.000034	1
k79_51426	7.916067	9.902964	1
k79_27141	4.036496	5.589826	1
k79_75311	3.8145695	4.33049	1
k79_51427	6.5689654	6.4080734	1
k79_27142	55.330357	79.601685	1
k79_39320	6.8335924	9.028544	1
k79_15030	4.325286	5.77849	1
k79_87474	9.443255	12.501071	1
k79_87475	4.308411	5.462043	1
k79_39321	2.9495797	4.004293	1
k79_15031	3.6692426	4.780634	1
k79_87476	6.9065933	6.6442327	0.8373494
k79_15032	3.4076922	3.9390807	1
k79_27143	6.0586452	7.3946185	1
k79_87477	3.0842106	4.5018063	1
k79_15033	6.08547	6.008539	1
k79_87478	5.736842	6.377438	1
k79_51428	28.826618	36.851563	1
k79_3038	11.271977	14.997125	0.99941254
k79_75312	9.05096	11.650589	1
k79_15034	4.583765	6.051811	1
k79_75313	7.917808	8.807281	1
k79_27144	6.093045	7.681118	1
k79_27145	4.0927835	4.871296	1
k79_87479	5.4646153	7.041007	1
k79_3039	4.1279554	5.1922183	1
k79_75314	7.6570396	9.39274	1
k79_87480	6.0437956	7.6860113	1
k79_75315	4.0869565	5.386271	1
k79_27146	11.691428	11.41507	0.9938462
k79_3040	2.9241378	3.3988984	1
k79_75316	5.525641	5.717006	1
k79_87481	3.2659574	3.6983914	1
k79_3041	4.5789475	6.138827	1
k79_3042	2.953271	3.9014592	1
k79_87482	3.175926	4.823866	1
k79_87483	5.2454543	6.5559516	1
k79_87484	2.1443298	3.2475305	1
k79_75317	5.0010967	6.514556	1
k79_87485	5.3062825	6.4080734	1
k79_75318	7.601036	9.540379	1
k79_75319	4.505618	6.2929397	1
k79_75320	2.173913	3.4053113	1
k79_51429	11.789733	15.321511	1
k79_51430	3.942675	4.8990636	1
k79_51431	4.71	5.61498	1
k79_75321	5.4098673	7.257176	1
k79_3043	7.5295653	9.740272	1
k79_51432	2.9375	3.4443035	1
k79_39322	11.212714	14.748719	0.9964413
k79_51433	3.4148936	3.6983914	1
k79_3044	4.958678	5.9198527	1
k79_75322	8.546783	9.782195	1
k79_15035	8.782157	11.65722	1
k79_3045	2.2777777	2.9244688	1
k79_51434	2.7037036	3.4977036	1
k79_39323	7.4038463	9.115228	1
k79_27147	6.4611635	8.703675	1
k79_3046	2.736	3.5093627	1
k79_27148	4.816216	4.788896	1
k79_15036	5.7908044	6.3417053	1
k79_75323	13.182377	16.658863	0.9952978
k79_39324	6.1813602	7.6987844	1
k79_51435	4.836039	6.283081	1
k79_3047	6.823034	9.115228	1
k79_75324	4.6621003	5.7062807	1
k79_87486	11.756609	15.160857	1
k79_39325	5.419048	6.2912946	1
k79_51436	3.7633588	4.995534	1
k79_3048	3.6847825	5.386271	1
k79_75325	5.824	6.927573	1
k79_15037	5.4109015	6.716483	1
k79_3049	4.5531917	4.9311886	1
k79_15038	6.16129	6.189352	1
k79_75326	8.058333	8.541306	1
k79_27149	15.905882	18.60385	0.9927711
k79_87487	5.075362	6.2793794	1
k79_15039	9.434783	9.529556	1
k79_87488	5.96	6.4171205	1
k79_15040	3.377551	4.0430446	1
k79_87489	3.99187	5.1419234	1
k79_15041	4.597701	6.3460445	1
k79_3050	4.086233	5.4399137	1
k79_15042	10.221052	9.822123	1
k79_39326	5.416581	6.7616067	1
k79_3051	3.9444444	5.0860324	1
k79_39327	9.077586	9.800583	1
k79_3052	3.2484276	4.070689	1
k79_15043	3.3959596	4.5081515	1
k79_39328	7.979522	9.6725445	1
k79_15044	5.826884	7.195484	1
k79_39329	4.818548	6.51894	1
k79_3053	8.874418	11.317323	1
k79_15045	3.5893416	4.4895897	1
k79_27150	7.407373	9.576355	1
k79_39330	5.8314605	6.712469	1
k79_27151	3.4356437	4.7936654	1
k79_39331	2.8818183	3.8564427	1
k79_27152	3.6147542	5.160827	1
k79_3054	6.055	6.927573	1
k79_27153	5.2972975	6.5308332	1
k79_75327	5.0395827	6.675371	1
k79_75328	4.926316	4.092551	1
k79_75329	3.5735295	4.207028	1
k79_27154	4.1792035	5.4963913	1
k79_75330	5.14521	6.864279	1
k79_51437	8.29483	10.99794	1
k79_3055	7.154539	9.252557	1
k79_75331	3.4545455	4.03375	1
k79_3056	6	6.099924	1
k79_51438	4.5328946	5.312186	1
k79_51439	7.997093	10.757444	1
k79_15046	6.3795204	8.376687	1
k79_51440	7.481013	7.8130527	1
k79_27155	22.013594	28.360136	1
k79_15047	4.375	6.295867	1
k79_15048	6.648241	7.757085	1
k79_51441	3.9437609	5.159802	1
k79_3057	6.8100386	9.020606	1
k79_75332	10.540271	13.8812065	1
k79_51442	6.7557254	7.136477	1
k79_75333	20.339207	27.224953	1
k79_3058	5.848451	7.515307	1
k79_3059	4.064516	4.951482	1
k79_87490	8.687963	11.606677	1
k79_15049	7.8864822	10.302839	1
k79_75334	2.647541	3.7718184	1
k79_3060	5.3636365	6.755612	0.9858156
k79_75335	8.020833	8.15183	1
k79_51443	6.191489	8.217561	1
k79_51444	5.25	6.740672	1
k79_15050	3.5390244	4.655277	1
k79_51445	3.2638888	4.064899	1
k79_15051	3.9340658	5.4086204	1
k79_3061	5.348548	6.663347	0.9857595
k79_87491	8.853403	10.202273	0.9266958
k79_51446	13.315315	14.9825	1
k79_27156	8.061533	10.488846	1
k79_15052	7.0442476	8.768641	1
k79_75336	4.664903	5.733567	1
k79_51447	2.28125	3.9674194	1
k79_51448	3.5841584	5.992082	1
k79_27157	5.709832	6.719868	1
k79_3062	6.0088496	7.432416	1
k79_3063	4.722772	4.3941936	1
k79_27158	15.943662	15.795567	0.9828767
k79_75338	5.7922297	7.4322267	1
k79_3064	2.8521738	3.7836792	1
k79_3065	8.062992	9.049414	1
k79_87492	5.914913	7.582578	1
k79_15053	5.281139	7.398073	1
k79_3066	2.698795	3.8729935	1
k79_63175	16.763763	22.439667	1
k79_15054	5.5272727	6.5559516	1
k79_51450	6.5926723	8.46414	0.9953618
k79_3067	5.2871795	6.3938704	0.98550725
k79_75339	8.8277855	10.968621	1
k79_15055	6.072202	7.7490106	1
k79_87493	10.574225	12.615571	1
k79_63176	5.815846	7.4753733	1
k79_75340	2.5689654	3.3925092	1
k79_15056	3.09009	3.8416667	1
k79_27159	7.0804386	9.027299	1
k79_3068	5.1620255	6.623174	1
k79_87494	5.1595745	5.753053	1
k79_63177	6.9325843	7.9710574	1
k79_51451	9.056202	12.044145	1
k79_15057	4.808696	5.6755195	1
k79_27160	7.7526884	7.014599	1
k79_3069	12.305936	13.858109	0.99458
k79_27161	3.875	4.084973	1
k79_51452	5.814815	8.161308	1
k79_87495	4.6306067	5.4967065	1
k79_3070	6.6168222	7.022626	1
k79_15058	3.5120482	4.992573	1
k79_27162	3	4.4895897	1
k79_87496	4.0701756	4.997757	1
k79_15059	5.5	6.1232066	1
k79_75341	5.158236	6.7498217	1
k79_63178	7.3614626	9.199922	1
k79_15060	4.367347	5.2559576	1
k79_27163	6.314381	7.1460137	1
k79_75342	8	7.4709125	0.8784314
k79_63179	6.592	9.479836	1
k79_87497	6.7746477	7.624027	1
k79_75343	4.116162	4.321875	1
k79_51453	6.8854003	8.4087105	0.99618804
k79_27164	3.2792454	5.7986026	1
k79_27165	6.1235957	7.131998	1
k79_15061	5.3507195	6.3909883	1
k79_27166	7.5272727	9.255463	1
k79_63180	11.775764	14.462593	1
k79_51454	5.226688	6.6238894	1
k79_39332	12.098294	16.099672	0.99843603
k79_27167	7.386667	11.029426	1
k79_39333	3.5703125	5.049443	0.91366905
k79_15062	7.0227275	9.050515	1
k79_15063	3.3814433	4.871296	1
k79_39334	3.8087432	6.0220723	1
k79_15064	7.188679	7.833399	1
k79_39335	5.402985	5.6488733	1
k79_39336	9.75	9.950211	1
k79_39337	3.2871287	4.3941936	1
k79_15065	3.7186046	4.667625	1
k79_63181	9.541203	12.324129	1
k79_3071	12.497328	16.51345	1
k79_75344	9.779964	12.691026	0.99413246
k79_15066	2.548	3.5093627	1
k79_15067	7.403226	8.782555	1
k79_39338	5.145675	6.8167033	1
k79_15068	3.3092782	5.683178	1
k79_39339	3.7126436	5.9229746	1
k79_15069	4.8173075	5.131801	1
k79_3072	7.072398	8.633119	1
k79_75345	4.4801326	5.886918	1
k79_51455	8.288402	10.909935	1
k79_39340	4.39759	5.501403	1
k79_15070	6.83455	8.579038	1
k79_63182	5.2295837	6.855306	1
k79_39341	5.14433	8.524767	1
k79_3073	5.8483686	7.1726384	1
k79_15071	5.1313133	6.040211	1
k79_87498	14.8613	19.451492	1
k79_39342	5.2478633	6.8345265	1
k79_3074	6.6554055	8.538801	1
k79_3075	5.211111	6.2667193	1
k79_3076	2.440367	3.4841988	1
k79_15073	6.8696513	8.891307	1
k79_75346	7.7005467	10.00964	1
k79_3077	6.5384617	9.287938	0.98526317
k79_15074	2.7781954	3.8564427	1
k79_63183	7.9344263	10.556724	1
k79_3078	4.3229666	5.4723463	1
k79_15075	5.184669	6.8833528	1
k79_39343	17.231104	21.683012	1
k79_63184	5.034384	6.0281067	1
k79_63185	4.945122	6.067142	1
k79_15076	4.6616054	6.0718455	1
k79_63186	3.0674157	4.614823	1
k79_15077	4.010526	5.3203163	1
k79_63187	4.4444447	5.0133753	1
k79_3080	7.74277	9.194294	1
k79_87499	12.8698	16.83789	1
k79_63188	2.659091	3.7916281	1
k79_39344	9.548991	11.642435	1
k79_15078	5.0186915	5.071897	1
k79_63189	4.9347825	5.386271	0.87603307
k79_39345	2.5980392	3.5809822	1
k79_3081	4.9576273	5.1952076	1
k79_3082	2.5585585	3.8416667	1
k79_39346	4.719346	5.8182306	1
k79_15079	5.4295416	6.783999	1
k79_39347	4.804348	7.0435843	1
k79_15080	6.419355	7.4272223	1
k79_87500	5.7793264	7.2398887	1
k79_3083	6.1578946	7.8641176	1
k79_3084	3.5426357	5.750108	1
k79_15081	5.878706	7.698081	1
k79_87501	4.75076	6.070475	1
k79_39348	5.4364643	6.944936	1
k79_75347	6.7680836	8.836415	1
k79_87502	3.6283367	4.7221746	1
k79_75348	6.674157	6.2929397	1
k79_15082	4.263245	6.383077	1
k79_3085	6.0783057	7.9868627	1
k79_75349	2.6577182	4.3594565	1
k79_39349	5.9086537	7.657905	1
k79_15083	5.8318586	6.9715643	0.9877301
k79_75350	5.0036364	6.1340117	1
k79_63190	6.1281943	8.102025	1
k79_75351	4.7	6.8267236	1
k79_63191	5.5754476	6.4868073	1
k79_39350	5.109005	6.7584734	1
k79_3086	5.271672	7.0228972	1
k79_39351	6.1554055	7.402299	1
k79_3087	5.3089433	6.978325	1
k79_63192	3.8399122	5.2946534	1
k79_3088	3.0454545	4.61	1
k79_63193	48.359093	47.694817	0.9972973
k79_3089	4.9142857	6.6844997	1
k79_87503	4.9666977	6.5919814	1
k79_39352	4.3582554	5.443816	0.9962121
k79_39353	3.3125	4.075915	1
k79_63194	5.8513513	6.9415965	1
k79_51456	16.517588	22.00642	1
k79_63195	8.253846	8.5943575	1
k79_63196	4.7102804	5.462043	1
k79_51457	6.154412	7.2238836	1
k79_75352	5.793103	7.57371	0.9987411
k79_39354	10.187262	12.868557	1
k79_51458	5.872549	5.1725297	1
k79_3090	5.712712	7.3881326	1
k79_63197	8.498015	10.578682	1
k79_75353	5.012195	4.754063	1
k79_87504	6.089478	8.053912	1
k79_63198	4.4574466	4.9311886	1
k79_63199	3.4925373	4.557614	1
k79_75354	4.374723	5.672371	1
k79_87505	5.0629215	6.740672	1
k79_63200	2.3295455	3.370336	1
k79_75355	5.0328946	5.976208	1
k79_63201	2.5691056	3.6728022	1
k79_63202	3.2115386	5.5265555	1
k79_87506	5.8668942	7.3565836	1
k79_63203	2.8645833	4.483506	1
k79_51459	5.9555554	7.7870984	1
k79_87507	3.6124032	6.109489	1
k79_51460	2.8050847	4.1154575	1
k79_39355	8.203327	10.858071	1
k79_15084	27.636522	36.136265	1
k79_39356	4.292929	5.6375303	1
k79_63204	4.37251	5.6900268	1
k79_51461	4.6320753	5.262659	1
k79_87508	3.5391567	5.200597	1
k79_39357	26.787878	26.507502	1
k79_87509	5.6822915	5.863597	1
k79_27168	15.178743	20.198397	0.99913293
k79_51462	4.9860334	6.710817	1
k79_87510	3.6060605	4.0268073	1
k79_15085	6.025185	7.5352554	1
k79_51463	4.2132354	5.2587857	0.9895105
k79_63205	4.335505	6.037049	1
k79_87511	10.694445	10.231378	1
k79_39358	3.5158563	4.345462	1
k79_15086	4.8014183	5.168428	1
k79_87512	8.554545	9.641107	1
k79_3091	8.509761	11.549137	1
k79_51464	6.338028	8.355625	1
k79_27169	6.045977	7.37261	1
k79_51465	6.6869564	7.5673585	1
k79_39359	3.6878788	4.951482	1
k79_39360	6.54902	6.618317	1
k79_75356	10.127239	13.21547	1
k79_87513	12.165823	15.466797	1
k79_63206	8.050899	10.792683	1
k79_51466	8.041262	10.526304	1
k79_75357	6.215517	7.53891	1
k79_63207	2.7563026	4.100158	1
k79_3092	4.200443	5.427586	1
k79_27170	3.4619882	4.385758	1
k79_87514	3.4323308	4.3384976	1
k79_75358	10.596639	9.691282	1
k79_63208	3.867347	4.851653	1
k79_27171	7.311927	8.904064	1
k79_51467	3.9078948	4.858778	1
k79_75359	4.8681316	5.4086204	1
k79_63209	3.1938775	4.0430446	1
k79_27172	3.4672132	4.4235663	1
k79_87515	4.4632354	7.840823	1
k79_51468	3.9158878	6.242335	1
k79_39361	4.147877	5.4166117	1
k79_63210	3.858407	5.337434	1
k79_27173	2.6176472	3.5809822	1
k79_51469	4.524272	5.5483994	1
k79_39362	3.2038217	4.2458553	1
k79_27174	4.2613635	5.476796	1
k79_3093	7.789141	10.324785	1
k79_27175	3.7172413	4.078678	1
k79_51470	3.3574007	4.9311886	1
k79_51471	4.990991	5.3783336	1
k79_87516	6.4902215	8.528751	1
k79_63211	10.011321	12.307968	1
k79_39363	8.159676	9.812455	1
k79_63212	4.4552846	5.876484	1
k79_39364	6.1119404	8.120256	1
k79_51472	4.1031127	5.285185	1
k79_87517	3.8537736	4.8910975	1
k79_51473	7.234375	6.8528156	1
k79_63213	3.6055684	4.659591	1
k79_51474	2.4291499	4.5461335	1
k79_63214	5.5869565	5.386271	1
k79_87518	4.5053997	6.215604	1
k79_63215	7.1981983	8.451668	1
k79_39365	8.903683	12.0648985	0.99415886
k79_63216	3.8316832	6.391554	1
k79_51475	6.522042	7.9385633	1
k79_63217	5.9491525	6.360252	1
k79_63218	2.5088758	3.4575002	1
k79_3094	9.875174	13.221612	0.9926502
k79_3095	3.6601942	4.2247543	1
k79_63219	6.2700186	7.7353387	1
k79_39366	6.4075828	8.320954	1
k79_3096	2.4095237	3.8992918	1
k79_87519	5.0400543	6.6721444	1
k79_63220	3.537815	4.845641	1
k79_39367	2.9839573	3.8678858	1
k79_27176	7.9086194	10.37998	1
k79_87520	8.044642	9.18481	1
k79_87521	4.0066667	5.0133753	1
k79_51476	10.870453	14.190451	1
k79_87522	2.1894736	3.274041	1
k79_39368	27.72084	33.521824	1
k79_27177	4.140741	5.086033	1
k79_39369	3.1179488	4.359457	1
k79_87523	4.8061223	7.990067	1
k79_27178	3.0648148	4.0191617	1
k79_27179	14.79397	16.376068	1
k79_87524	4.0235987	4.9211044	1
k79_51477	5.7537155	7.3456044	1
k79_27180	3.1240876	3.144277	1
k79_51478	5.016	5.4691367	1
k79_87525	48.649483	43.43572	0.9797571
k79_51479	4.4385967	5.3172164	1
k79_27181	4.720524	5.9368916	1
k79_87526	10.395604	13.6551075	1
k79_63221	7.6458335	10.184032	1
k79_87527	2.112782	2.834417	1
k79_39370	4.058644	5.3303933	1
k79_39371	11.528456	12.487528	1
k79_87528	6	7.1387873	1
k79_87529	3.8199053	4.443989	1
k79_39372	8.058529	9.919512	1
k79_39373	9.912699	7.992338	1
k79_27182	8.628174	12.061003	1
k79_51480	6.606635	8.6614685	1
k79_27183	5.4252872	6.3460445	1
k79_51481	5.492857	6.5692506	1
k79_39376	2.724138	3.8076262	1
k79_3097	28.036726	37.29724	1
k79_51482	5.1546392	5.538031	1
k79_3098	3.699115	4.956188	1
k79_39377	6.479365	7.978274	1
k79_27184	6.034553	7.6528163	1
k79_63222	6.9450603	9.283194	1
k79_3099	4.736842	6.8364205	1
k79_39378	5.857143	6.2912946	1
k79_63223	5.3333335	8.091764	1
k79_3100	2.455	4.0107	1
k79_39379	3.6683674	4.6366477	1
k79_27185	5.9549837	7.3950005	1
k79_87530	6.817912	8.901744	1
k79_63224	3.425197	5.4296484	1
k79_3101	5.3777776	5.277237	1
k79_87531	6.0608697	6.8106227	1
k79_15087	13.365562	17.799528	0.99990505
k79_27186	8.448598	10.467487	1
k79_3103	4.287037	5.440872	1
k79_39380	5.0185184	5.8575516	1
k79_27187	3.47191	4.195293	1
k79_3104	3.0229008	4.995534	1
k79_15088	4.6030927	7.082092	1
k79_75360	16.633583	22.098328	1
k79_3105	5.8100357	9.348951	1
k79_15089	5.464968	6.2054806	1
k79_75361	4.5607476	6.242335	1
k79_3106	2.8043478	3.7289565	1
k79_75362	2.5688074	4.258466	1
k79_51483	6.671248	8.605997	1
k79_27188	5.6476426	7.341763	1
k79_51484	3.355372	4.4398894	1
k79_39381	7.5613027	9.99316	1
k79_51485	3.2857144	5.0860324	1
k79_3108	4.0467744	5.338919	1
k79_51486	6.6307693	8.559422	1
k79_75363	5.9544864	7.637351	1
k79_87532	6.501963	8.403174	1
k79_27189	5.8885245	8.179718	1
k79_51487	5.1384616	6.8038664	1
k79_15090	6.165605	7.7067094	1
k79_87533	4.8285713	3.932059	1
k79_75365	3.0681818	4.266702	1
k79_15091	3.2136753	4.881938	1
k79_39382	4.4717207	5.417103	1
k79_51488	5.8289475	6.6314483	1
k79_3109	8.117647	9.916566	1
k79_87534	3.7105262	5.6970177	1
k79_75366	2.7029703	3.595249	1
k79_15092	7.41844	7.924923	1
k79_3110	14.26	12.834241	0.968
k79_75367	8.944056	9.581877	1
k79_15093	5.216495	6.9010024	1
k79_39383	4.0857663	5.1713896	1
k79_27190	8.065622	10.36069	1
k79_87535	4.9959517	6.3018856	1
k79_15094	4.7761807	5.6666093	1
k79_27191	3.7867646	4.9081993	1
k79_87536	5.032258	7.318796	1
k79_15095	2.9148936	4.1347423	1
k79_75368	5.6174736	7.039845	1
k79_39384	8.383585	10.469699	1
k79_75369	4.071429	4.447349	1
k79_75370	4.97	6.81819	1
k79_3111	13.933099	17.626646	1
k79_3112	4.5	4.4705257	1
k79_3113	5.8984375	7.2134895	1
k79_3114	3.2583334	4.8276944	1
k79_3115	2.0946746	3.1431818	1
k79_39385	6.9603367	9.009704	1
k79_87537	15.406874	20.320333	1
k79_75371	6.914405	9.287539	1
k79_39386	1.8092784	2.914753	1
k79_3116	6.8453608	8.903535	1
k79_3117	4.0208335	6.521464	1
k79_75372	3.4396887	4.92715	1
k79_39387	4.8130436	7.3881316	1
k79_87538	3.7471483	4.746391	1
k79_3118	6.282353	6.8933907	1
k79_87539	5.769841	6.5391846	1
k79_3119	2.2164948	4.059413	1
k79_15096	8.742911	11.493113	1
k79_87540	6.7657003	10.133418	1
k79_39388	5.9409156	7.274547	1
k79_39389	9.146789	8.904064	1
k79_75373	8.869433	10.74924	1
k79_15098	3.7846153	5.0133753	1
k79_51489	6.8	9.042915	1
k79_3120	4.620905	5.8309803	1
k79_87541	3.7977529	5.049443	1
k79_63225	10.432132	13.867664	1
k79_39390	11.054348	12.308287	1
k79_87542	11.604396	11.23329	1
k79_3121	3.131579	4.557614	1
k79_75374	1.9577465	3.5908473	1
k79_15099	8.413427	10.42041	1
k79_39391	2.7171717	4.429488	1
k79_3122	4.1318684	3.7444293	1
k79_75375	3.4397163	4.479304	1
k79_63226	4.3496933	5.687443	1
k79_39392	2.4444444	3.886337	1
k79_87543	4.539916	5.926354	1
k79_15101	4.312329	6.4249077	1
k79_87544	8.577778	9.191189	1
k79_15102	5.3561645	6.8209186	1
k79_75376	6.911495	9.115228	1
k79_51490	3.547855	4.817658	1
k79_75377	3.5289257	6.659834	1
k79_87545	13.333807	17.024342	1
k79_3123	5.333861	6.736501	0.9985856
k79_51491	3.503937	3.9817421	1
k79_87546	8.505051	7.650934	1
k79_15103	6.251111	8.355625	1
k79_87547	2.9574468	3.7901807	1
k79_75378	6.132653	8.324793	1
k79_75379	3.6090908	4.6277313	1
k79_51492	7.609547	10.057857	1
k79_75380	3.2523365	4.4705257	1
k79_51493	4.1010103	5.2348495	1
k79_87548	6.8514705	8.818708	1
k79_51494	2.5742574	3.595249	1
k79_51495	3.264516	4.6024427	1
k79_75381	3.5316973	4.864308	1
k79_51496	2.621795	4.2597303	1
k79_75382	5.891473	6.4688706	1
k79_75383	3.7356322	4.653766	1
k79_51497	3.7462687	4.5897098	1
k79_75384	4.2659574	5.753053	1
k79_15104	8.129662	10.805373	1
k79_15105	4.6526318	6.138827	1
k79_3124	7.649264	9.938685	1
k79_51498	6.7920227	9.006063	1
k79_63227	8.133658	10.897509	1
k79_15106	8.508928	8.80211	1
k79_3125	5.3831778	5.852189	1
k79_51499	3.1030927	4.871296	1
k79_87549	22.059732	28.556797	1
k79_87550	6.6551723	7.6152525	1
k79_3126	5.5142856	6.1274586	1
k79_15107	4.337607	5.6785803	1
k79_15108	3.0666666	3.760031	1
k79_63228	6.133333	7.413718	1
k79_3127	6.367713	7.5904584	1
k79_63229	2.8755364	3.926926	1
k79_51500	27.36985	33.27655	1
k79_3128	5.631579	5.7295713	1
k79_87551	5.023859	6.4804845	1
k79_15109	6.124851	7.588358	1
k79_51501	7.041905	8.467034	1
k79_63230	4.5201864	6.692919	1
k79_51502	2.2396693	2.9599264	1
k79_87552	7.1900454	9.3731	1
k79_63231	3.93883	5.528056	1
k79_51503	12.458181	15.335031	0.9952941
k79_87553	2.75	4.0376177	1
k79_27192	8.633252	11.588175	1
k79_87554	12.464	13.490537	1
k79_15110	6.3459053	8.278114	1
k79_15111	5.0851064	5.753053	1
k79_87555	4.036232	5.511157	1
k79_15112	5.9512196	6.978325	1
k79_3129	4.7366915	6.2898436	1
k79_15113	6.263889	7.678142	1
k79_87556	9.245763	10.849841	1
k79_87557	5.832099	7.4071493	1
k79_27193	5.826613	7.646299	1
k79_3130	5.5321546	7.01353	1
k79_75385	12.333578	16.201979	1
k79_27194	10.115703	11.099724	1
k79_75386	2.2870371	3.886337	1
k79_87558	9.583051	11.941972	0.9977528
k79_27195	3.9514563	4.755771	1
k79_87559	4.544554	5.1931376	1
k79_75387	7.5283213	9.6600275	1
k79_51504	8.956435	11.855529	1
k79_87560	4.8092737	6.2812586	1
k79_87561	3.0165288	4.80988	1
k79_3131	8.969943	11.830315	1
k79_3132	3.6310484	5.122024	1
k79_51505	6.0997205	7.952533	1
k79_87562	8.374502	10.326553	1
k79_87563	4.2482915	5.1070037	1
k79_51506	3.798574	5.358882	1
k79_3133	5.3162394	6.8209186	1
k79_3134	5.9	7.4272223	1
k79_51507	3.981132	5.191845	1
k79_75388	5.641121	7.58718	1
k79_3135	3.3215435	4.1325	1
k79_75390	3.6	3.760031	1
k79_51508	3.4457548	4.5417333	1
k79_3136	2.0780141	3.4456186	1
k79_75391	4.431193	5.8069983	1
k79_51509	3.7391305	4.9187827	1
k79_51510	5.5373135	6.5702357	1
k79_75392	4.6113634	5.6081824	1
k79_75393	5.5396824	7.265761	1
k79_3138	12.236629	15.295044	1
k79_75394	5.87234	5.342121	1
k79_27196	17.637045	23.2496	1
k79_63232	8.1851635	10.908114	1
k79_27197	3.221374	4.63871	1
k79_51511	7.010194	8.7767315	1
k79_63233	5.37234	6.5749183	1
k79_27198	3.0952382	4.210709	1
k79_3139	4.4080925	6.2235003	1
k79_27199	4.628931	6.165316	1
k79_3140	5.5148516	6.7910256	1
k79_87564	11.128491	15.0367985	0.9976775
k79_75395	6.295562	7.878753	1
k79_63234	4.8551726	6.0733457	1
k79_63235	7.1311474	6.6353493	1
k79_27200	5.9387307	6.607414	1
k79_3141	4.426531	6.4233875	1
k79_63236	2.2793295	3.9619377	1
k79_27201	3.1195652	4.942764	1
k79_63237	4.465517	4.523346	1
k79_87565	5.637838	7.322908	1
k79_27202	2.2121212	3.5555851	1
k79_51512	6.875564	8.841931	1
k79_3142	5.181976	6.344299	1
k79_87566	3.529703	3.9879122	1
k79_27203	2.047619	3.538853	1
k79_51513	2.4166667	4.6636047	1
k79_63238	3.3700788	4.3430367	1
k79_51514	2.5673077	5.131801	1
