Contig	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz Mean	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz RPKM	ERR011348_assembly.fa/ERR011348_corrected_1.fastq.gz Covered Fraction
k79_29609	8.917436	12.461818	1
k79_77941	6.857143	7.7985835	1
k79_41927	7.366876	9.263845	1
k79_53895	5.5333333	6.6844997	1
k79_77942	3.857143	4.8405004	1
k79_41928	2.4212964	3.561414	1
k79_77943	5.009009	6.915	1
k79_5527	6.95201	8.948223	1
k79_53896	4.4401913	5.306637	1
k79_29610	4.7102275	6.0633745	1
k79_5528	5.747253	8.737002	1
k79_65713	6.4707336	8.312713	1
k79_53897	3.7676768	5.2348495	1
k79_77944	6.294643	6.4342785	1
k79_65714	5.7777777	8.549942	1
k79_41929	5.084475	6.4798727	1
k79_77945	4.9342103	5.570417	1
k79_29611	4.231388	5.2690806	1
k79_53898	9.432361	11.415656	1
k79_29612	3.3095238	4.71343	1
k79_17405	17.052069	22.632921	1
k79_5529	5.9983845	7.301665	1
k79_41930	3.1519275	4.071777	1
k79_77946	3.2037735	4.832169	1
k79_41931	4.439394	6.6268754	1
k79_77947	4.9391303	6.0688224	1
k79_41932	3.183908	3.8076262	1
k79_77948	5.443182	5.0555043	1
k79_77949	4.287234	4.5202565	1
k79_29613	12.112904	15.690006	1
k79_77950	6.284553	5.876484	1
k79_53899	5.1936507	6.6133885	0.9921986
k79_77951	5.3333335	6.978325	1
k79_41933	5.2967033	6.7258906	1
k79_53900	5.71246	6.4968147	1
k79_41934	3.1875	4.688768	1
k79_41935	4.7966104	5.6119876	1
k79_53901	16.824324	14.804598	1
k79_29614	6.413793	8.207738	1
k79_41936	9.340909	8.004549	1
k79_53902	7.269231	7.895079	1
k79_29615	4.4962964	7.0363164	1
k79_65715	9.516	12.864511	1
k79_29616	6.1551723	6.4080734	1
k79_89977	17.223032	22.91095	1
k79_41937	6.1761103	7.866566	1
k79_5530	7.863049	10.416037	1
k79_89978	33.008152	40.261852	1
k79_5531	5.56383	6.5262876	1
k79_65716	5.177297	6.435775	1
k79_41938	6.2746477	7.6593237	1
k79_29617	4.55	5.8408256	1
k79_5532	3.2146893	4.2927985	1
k79_65717	5.5306125	6.0856	1
k79_41939	15.609091	18.12528	0.86923075
k79_29618	4.9361024	6.713375	1
k79_65718	3.4140625	4.688768	1
k79_41940	2.8405173	4.4621663	1
k79_29619	3.209524	3.932059	1
k79_65719	9.608696	10.594302	1
k79_77952	6.784448	8.952456	1
k79_65720	5.6190476	7.4709125	1
k79_29620	3.437956	4.5417333	1
k79_5533	4.560801	5.668834	1
k79_53903	9.385201	12.048952	1
k79_65721	11.671159	15.011256	1
k79_53904	5.504202	5.218383	1
k79_65722	2.0229886	3.3845572	1
k79_65723	3.5138888	4.774643	1
k79_17406	13.133663	17.35322	1
k79_65724	3.2545455	4.242087	1
k79_89979	6.717763	8.721008	1
k79_77953	12.359559	16.440765	1
k79_65725	8.467066	8.856435	0.98107255
k79_65726	4.5643563	4.7936654	1
k79_5534	8.43662	10.742947	1
k79_89980	5.6593003	7.3789935	1
k79_65727	4.354839	5.371473	1
k79_53905	6.093863	7.9723396	1
k79_65728	2.505618	3.3562346	1
k79_41941	6.4154997	8.486865	1
k79_17407	5.568075	7.262173	1
k79_65729	4.0320854	5.355534	1
k79_17408	14.9	15.335029	0.9852941
k79_65730	2.6917293	3.4700959	1
k79_5535	4.655242	5.970394	1
k79_77954	17.89138	22.889221	1
k79_89981	7.5215263	10.180744	1
k79_5536	6.3925233	7.022626	1
k79_17409	3.2840648	4.2996354	1
k79_89982	4.1157026	4.4398894	1
k79_53906	4.2558513	5.4140115	1
k79_5537	11.759124	10.480925	1
k79_17410	14.936842	16.809551	0.9970588
k79_5538	5.3534484	5.654183	1
k79_53907	2.8275862	3.9766147	1
k79_77955	5.4542856	7.077707	1
k79_29621	10.460813	13.887847	1
k79_17411	4.5698924	6.6845	1
k79_29622	8.964788	10.644837	0.9794521
k79_29623	3.5566037	4.3083696	1
k79_77956	3.3548386	4.2560487	1
k79_17413	5.0337663	6.184725	1
k79_89983	6.3682117	8.154285	1
k79_53908	6.7073507	8.880476	1
k79_89984	8.576923	10.384849	1
k79_29624	9.422242	12.054454	1
k79_65731	10.071185	13.184584	1
k79_41942	16.808832	21.94379	1
k79_53909	6.309985	8.4268675	1
k79_41943	3.7078652	5.453881	1
k79_65732	5.4891305	6.5812645	1
k79_53910	6.0168066	6.7093496	1
k79_41944	10.954023	10.576741	1
k79_89985	5.9288054	7.6004515	1
k79_41945	3.6813726	4.5318646	1
k79_53911	7.952164	9.533073	1
k79_77957	7.079397	9.183379	1
k79_89986	11.086758	15.216749	1
k79_65733	3.9398148	5.277237	1
k79_77958	3.3140495	5.179871	0.98892987
k79_41946	2.356913	3.915	1
k79_53912	4.935323	5.9989104	1
k79_89987	6.5041323	9.249769	1
k79_65734	9.317073	9.182006	1
k79_41947	7.2972975	8.0675	1
k79_89988	8.010309	9.33665	1
k79_29625	4.5752993	5.9456263	1
k79_17414	10.02953	13.061956	0.9920934
k79_29626	2.3655171	4.7584577	1
k79_89989	6.266667	6.01605	1
k79_77959	4.431416	6.329178	1
k79_17415	4.0707965	5.337434	1
k79_65735	5.6469345	6.5986643	1
k79_89990	4.970588	6.310542	1
k79_29627	3.5706522	4.5030317	1
k79_17416	8.449153	8.979179	1
k79_65736	4.1318684	4.576525	1
k79_89991	4.4699645	6.2522464	1
k79_77960	4.0261326	5.4011497	1
k79_41948	5.326844	6.7676115	1
k79_89992	4.905263	4.9110613	0.9959184
k79_29628	7.75431	8.8183155	1
k79_65737	5.70557	6.6591325	1
k79_77961	7.0860214	7.4272223	1
k79_89993	2.60177	3.4312074	1
k79_41949	3.3051949	4.287755	1
k79_53913	5.9126983	7.768121	1
k79_41950	3.3932583	4.614823	1
k79_89994	3.233871	4.757217	1
k79_53914	5.40678	7.1085176	1
k79_77962	3.604895	5.0593696	1
k79_5539	8.712213	11.454659	1
k79_29629	4.4654255	5.7186794	1
k79_41951	3.8962264	5.483379	1
k79_89995	7.732143	7.654008	1
k79_65738	5.825	7.480274	1
k79_77963	6.657718	8.048228	1
k79_89996	4.072165	4.465355	1
k79_41952	3.2137403	4.63871	1
k79_65739	2.189655	3.769455	1
k79_29630	3.2921348	3.8471944	1
k79_77964	7.8190475	8.65053	1
k79_77965	4.255319	5.342121	1
k79_53915	3.6187944	4.915074	1
k79_65740	2.5765765	3.773508	1
k79_89997	4.5927978	6.4752007	1
k79_53916	4.6153846	5.633006	1
k79_89998	3.0733945	4.258466	1
k79_41953	4.80298	5.7181735	1
k79_65741	5.495845	7.063855	1
k79_53917	3.7128875	4.8622513	1
k79_41954	6.445525	9.060317	1
k79_89999	5.60274	7.064301	1
k79_41955	6.142857	7.904907	1
k79_5540	89.64784	112.28896	1
k79_90000	4.660714	6.1232066	1
k79_41956	3.9574468	4.5202565	1
k79_41957	4.3333335	4.483506	0.9065041
k79_17417	9.897237	12.959527	1
k79_77966	8.289196	10.579785	1
k79_5541	3.9456067	6.18617	1
k79_17418	4.214286	5.4493213	1
k79_17419	3.4542253	4.620622	1
k79_65742	7.2520633	9.3583	1
k79_41958	5.3889875	6.6094985	1
k79_29631	8.780318	11.49662	1
k79_65743	3.6912751	4.024114	1
k79_41959	5.0186334	6.770474	0.97427654
k79_5542	5.0425534	6.140881	1
k79_5543	31.105059	36.707264	1
k79_90001	7.770793	10.080998	1
k79_5544	3.5789473	4.7827773	1
k79_41960	10.198925	16.061369	1
k79_5545	6.754717	6.6583886	0.91796875
k79_90002	3.2541437	4.5438447	1
k79_5546	3.9837399	4.040083	1
k79_65744	8.329245	10.563793	1
k79_41961	7.717153	9.911831	1
k79_5547	2.901695	3.830444	1
k79_65745	3.944882	5.4296484	1
k79_5548	3.1011236	4.614823	1
k79_65746	4.449438	5.0343513	1
k79_65747	4.1666665	4.075915	1
k79_41962	9.511962	12.388263	1
k79_53918	10.487192	13.9389715	1
k79_65748	3.4715025	4.6772013	1
k79_53919	10.25	12.439201	1
k79_77967	7.954237	10.544245	1
k79_53920	5.071295	6.3125954	1
k79_65749	6.2401056	8.502861	1
k79_77968	12.146068	11.3272915	1
k79_77969	7.5046296	8.492603	1
k79_53921	4.544586	5.6184373	1
k79_5549	7.121003	9.365961	1
k79_41963	5.558085	7.2524943	1
k79_53922	3.2424242	4.832169	1
k79_77970	3.5266273	3.7718184	0.94043887
k79_77971	8.009804	9.549286	1
k79_77972	4.150685	4.4963007	1
k79_53923	2.543182	3.9087334	1
k79_41964	5.271739	6.819201	1
k79_53924	4.9325843	6.712469	1
k79_41965	7.6761904	11.009765	1
k79_53925	3.7575758	4.832169	1
k79_90003	5.6960163	7.574164	1
k79_53926	2.5025907	3.5079012	1
k79_90004	3.5904763	4.7184706	1
k79_41966	2.9663677	3.8693836	1
k79_41967	3.4736843	4.9110613	1
k79_53927	5.473182	7.0967903	1
k79_17420	10.136859	13.427403	1
k79_65750	9.174574	11.970138	1
k79_53928	3.7810218	5.439039	0.9834906
k79_41968	9.276128	11.55112	1
k79_65751	3.4066668	4.0107	1
k79_53929	2.628049	3.5125558	1
k79_29632	11.329139	15.0437975	1
k79_41969	3.2346938	3.4774857	1
k79_53930	3.4666667	5.0133753	1
k79_29633	5.6084657	5.9154873	1
k79_65752	2.8866544	4.1718183	1
k79_29634	17.030928	14.207946	1
k79_77973	12.046875	16.71125	1
k79_90005	5.4564815	7.0751524	1
k79_77974	6.4651165	5.390726	0.7777778
k79_65753	11.08642	13.115159	1
k79_5550	8.278862	10.888425	1
k79_90006	3.8947368	5.312186	1
k79_65754	5.010638	5.753053	1
k79_5551	5.211111	5.431156	1
k79_29635	5.5697675	6.933391	1
k79_90007	4.2170215	5.729572	1
k79_77975	5.589918	7.259186	1
k79_65755	5.7347326	6.5456533	1
k79_77976	4.4859815	5.852189	1
k79_53931	80.41586	104.718895	1
k79_77977	4.394958	5.218383	1
k79_53932	5.009804	5.968304	1
k79_5552	7.08016	8.734103	1
k79_5554	6.164021	7.6901326	1
k79_77978	3.6693711	4.989985	1
k79_29636	7.151908	9.446906	0.9909032
k79_29637	3.0650406	3.7980115	1
k79_53933	7.119454	9.0620775	1
k79_53934	5.772059	6.661128	1
k79_65756	6.4778585	8.260161	1
k79_65757	4.414141	6.4428916	1
k79_53935	3.878453	4.8467674	1
k79_77979	6.947072	9.369891	1
k79_5555	4.1160274	5.2410607	1
k79_65758	4.497462	5.4901514	1
k79_41970	10.6869545	14.230992	1
k79_41971	3.9896908	5.277237	1
k79_5556	20.2	21.55003	0.99701494
k79_29638	6.045082	7.6580863	1
k79_5557	3.631579	3.683296	1
k79_65759	4.126582	5.151358	1
k79_90009	6.916343	9.142729	1
k79_5558	3.6171875	4.688768	0.9856115
k79_65760	6.8076925	7.8781614	1
k79_77980	5.3753667	7.2308297	1
k79_90010	6.1686745	6.885322	1
k79_5559	3.6153846	5.0133753	1
k79_65761	2.597701	3.3845572	0.9957806
k79_77981	4.6923075	4.576525	0.93775934
k79_65762	4.5675673	6.1466665	1
k79_77982	4	4.851653	1
k79_29639	4.7601156	6.6686225	1
k79_90011	3.8175356	5.0834923	1
k79_41972	5.8289347	7.9495974	1
k79_53936	7.6587877	9.971046	1
k79_5560	7.1546054	8.730416	1
k79_65763	7.104885	8.888963	1
k79_90012	6.032184	7.7128854	1
k79_77983	5.4259257	7.206727	1
k79_41973	8.8435755	10.654334	1
k79_29640	8.72806	10.873639	1
k79_65764	2.3361344	3.7274163	1
k79_5561	4.3418603	5.532	1
k79_77984	7.140187	7.4127727	1
k79_90013	3.96	5.8823605	1
k79_5562	7.344262	7.741241	1
k79_90014	5.714286	6.6567636	1
k79_65765	3.8333333	5.1781344	1
k79_90015	5.1583333	6.313139	1
k79_5563	7.2624435	7.837621	1
k79_65766	3.3851852	4.22179	1
k79_17421	7.846985	10.472289	1
k79_29641	4.577953	5.62009	1
k79_65767	2.6477273	4.6342125	1
k79_5564	9.690909	11.381717	1
k79_53937	14.440163	18.527021	1
k79_5565	5.6893206	6.116536	0.91721135
k79_65768	5.519008	7.0386457	1
k79_90016	6.264808	7.934125	1
k79_41974	6.909155	8.813323	0.98598725
k79_29642	4.557991	6.0402107	1
k79_53938	5.7290235	7.3171268	1
k79_90017	3.0933332	3.7878833	1
k79_53939	2.018868	3.5250292	1
k79_17422	7.8614717	10.11814	1
k79_5566	8.427673	10.398111	1
k79_41975	5.4954247	7.1228285	1
k79_5567	2.4725275	3.926137	1
k79_29643	4.693182	5.8903885	1
k79_53940	4.423077	6.023136	1
k79_41976	2.5784314	4.376756	1
k79_29644	6.5215054	6.8635497	1
k79_53941	4.6254296	5.6840987	1
k79_17423	4.960957	6.7977967	1
k79_17424	4.5779815	5.0327315	1
k79_29645	5.4490237	6.892365	1
k79_53942	3.7663043	5.2262983	1
k79_41977	6.867647	8.485891	1
k79_17425	3.2727273	4.1065187	1
k79_5568	6.4672585	8.204572	1
k79_77985	12.58562	16.726345	1
k79_41978	6.905797	9.051928	1
k79_53943	7.310559	7.737685	1
k79_17426	3.712766	3.2874591	0.7827869
k79_29646	3.2779922	5.148209	1
k79_17427	3.4351146	4.995534	1
k79_29647	3.1134021	4.059413	1
k79_77986	3.6148326	5.1192913	1
k79_53944	3.434375	5.333378	1
k79_29648	4.6179776	5.453881	1
k79_41979	3.8306878	5.3172164	1
k79_17428	4.751479	5.6577272	1
k79_77987	3.951613	5.8550367	1
k79_53945	2.531915	3.6983914	1
k79_17429	5.5840707	6.862415	1
k79_29649	3.4215248	3.7633915	1
k79_41980	3.1986063	4.588902	1
k79_53946	4.3316326	4.926438	1
k79_77988	4.646766	4.856261	1
k79_5569	5.294368	6.5251994	1
k79_17430	8.992424	10.311197	0.9822695
k79_5570	5.4948454	5.277237	1
k79_5571	3.642857	5.0860324	1
k79_17432	3.7658403	4.8863306	0.98635477
k79_29650	6.3058825	8.335492	1
k79_29651	4.510345	6.457907	1
k79_77989	10.83248	13.125145	1
k79_29652	4.1649485	5.277237	1
k79_53947	6.3491125	8.355625	1
k79_77990	2.6293707	3.422099	1
k79_41981	6.1146436	8.102425	1
k79_17433	4.8785048	6.245034	1
k79_5572	5.356612	7.3099036	1
k79_41982	4.724138	5.9229746	1
k79_65769	6.3737864	8.523912	1
k79_53948	6.7222223	8.161308	1
k79_5573	4.556818	6.3193808	1
k79_41983	5.990909	5.7846637	1
k79_17434	4.87234	6.49882	1
k79_5574	3.7227724	4.3941936	1
k79_41984	3.4505494	4.992573	1
k79_77991	5.8854165	6.905475	1
k79_41985	4.8736844	5.7295713	1
k79_77992	5.25	6.183899	1
k79_53949	5.6011963	7.043944	1
k79_65770	8.500956	10.73097	1
k79_17435	5.6610527	7.6567907	1
k79_65771	3.7755103	5.2559576	1
k79_53950	4.4652777	5.115689	1
k79_53951	3.4267516	4.321875	1
k79_17436	4.084821	5.8684993	1
k79_41986	7.8706627	10.111603	1
k79_77993	37.616974	45.522625	0.9921722
k79_29653	6.6663713	8.706235	1
k79_65772	4.2098765	5.2472186	1
k79_53952	4.257642	6.101805	1
k79_17437	30.80842	35.13373	1
k79_29654	21.273504	24.283537	0.9739583
k79_53953	4.5897436	6.008539	1
k79_41987	5.825	7.08557	1
k79_53954	6.852459	7.00398	1
k79_5575	7.867641	10.245474	1
k79_53955	5.2395835	5.2986894	1
k79_65773	6.188822	7.6558933	1
k79_17438	4.785024	6.044495	1
k79_5576	2.5333333	3.932059	1
k79_65774	2.9777777	4.1778126	1
k79_17439	9.162394	10.139411	1
k79_65775	7.94382	7.9710574	1
k79_29655	4.8458443	6.266719	1
k79_41988	6.609137	8.33781	1
k79_17440	3.7816093	4.879197	1
k79_29656	3.8482144	3.4443035	1
k79_17441	7.111111	6.2181396	1
k79_29657	12.80786	13.757019	0.99208444
k79_5577	18.211252	23.046833	1
k79_17442	4.5463414	5.550523	1
k79_29658	3.7598252	5.026603	1
k79_29659	3.3645833	5.7062807	1
k79_90018	9.886846	13.241056	1
k79_17443	5.359116	6.6583886	1
k79_5578	3.485348	4.465938	1
k79_17444	3.6638656	4.845641	0.9739777
k79_53956	7.271196	9.371737	1
k79_5579	6.654135	6.7317405	1
k79_90019	5.2395105	6.8048587	1
k79_5580	4.847826	6.596546	1
k79_5581	2.4950495	4.7936654	1
k79_77994	11.344361	14.8131485	0.99973524
k79_41989	9.975786	13.094039	1
k79_65776	7.069388	9.374747	1
k79_90020	13.008526	15.28279	0.9289392
k79_65777	6.2126436	7.117755	1
k79_77995	4.722121	5.898089	1
k79_90021	2.5963302	4.258466	1
k79_41990	3.730038	4.746391	1
k79_5582	5.040254	6.5989575	1
k79_77996	3.925926	5.0522385	1
k79_90022	2.1648352	3.7444293	1
k79_65778	6.359504	7.1619644	1
k79_41991	7.6666665	7.7985835	1
k79_5583	7.108527	8.26578	1
k79_65779	4.4424777	4.956188	1
k79_41992	10.961165	12.285742	1
k79_90023	3.307393	3.94172	1
k79_29660	5.7106786	7.502479	1
k79_41993	6.159091	6.3193808	1
k79_17445	5.667282	7.399976	1
k79_65780	4.0288463	5.6015363	1
k79_90024	4.77439	6.067142	1
k79_41994	2.7857144	4.209705	1
k79_65781	3.416974	4.286971	1
k79_90025	4.6349206	5.4872766	1
k79_29661	6.7611113	8.282968	1
k79_17446	4.3023715	5.655332	1
k79_90026	4.1928253	5.9139013	1
k79_65782	4.523114	5.5406284	1
k79_77997	8.301831	10.523125	1
k79_17447	7.5195403	9.0840645	1
k79_41995	6.8853574	8.849993	1
k79_77998	1.967742	2.8883643	1
k79_53957	7.533691	9.843614	1
k79_41996	10.504504	14.598334	1
k79_53958	2.6806722	4.4728994	1
k79_41997	7.0962963	9.499026	1
k79_17448	5.0339365	6.43609	1
k79_41998	3.65	4.81284	1
k79_90027	7.331504	9.072272	1
k79_53959	25.591743	37.87278	1
k79_65783	4.8277574	6.286364	1
k79_17449	8.18868	8.436748	1
k79_41999	3.1176472	3.683296	1
k79_53960	4.820513	5.64276	1
k79_65784	2.79	4.233517	1
k79_90028	4.008421	4.81284	1
k79_42000	9.825843	11.92205	1
k79_53961	2.835443	4.3033266	1
k79_17450	5.905775	7.5697	1
k79_65785	5.240781	6.892365	1
k79_5584	7.3130054	9.582974	1
k79_77999	7.3630953	9.592379	1
k79_17451	2.9411764	4.376756	1
k79_90029	3.6949153	4.6748514	1
k79_90030	2.648148	3.4977036	1
k79_42001	3.3681748	4.5633755	1
k79_78000	16.593023	22.420061	1
k79_90031	5.3434343	7.248253	1
k79_90032	5.0151515	7.4667287	1
k79_90033	5.4772725	6.3193808	1
k79_78001	6.670354	7.8281937	1
k79_29662	10.6789255	13.83	1
k79_53962	5.3357863	7.1330156	1
k79_17452	7	8.931082	1
k79_17453	4.132231	4.80988	1
k79_53963	4.8175673	5.8451905	1
k79_29663	3.737931	5.1419234	1
k79_17454	3.142857	4.447349	1
k79_53964	3.4414415	3.8416667	1
k79_5585	7.259947	9.6155205	1
k79_78002	3.9598854	5.320799	1
k79_53965	7.522222	7.9378448	1
k79_5586	5.094017	6.3840733	1
k79_53966	5.0280375	6.6324806	1
k79_17455	3.7457266	5.0295997	1
k79_65786	6.386854	8.609062	1
k79_29664	8.21881	9.414087	1
k79_53967	3.8636363	5.3333783	1
k79_65787	5.3333335	5.6375303	1
k79_29665	2.7473683	4.092551	0.9591837
k79_42002	14.1713085	18.559013	1
k79_78003	3.7420495	5.1814213	1
k79_78004	3.968421	4.9110613	1
k79_5587	7.571214	9.69539	1
k79_53968	9.86797	12.55586	1
k79_42003	4.83087	6.341028	1
k79_78005	4.165563	5.6535573	1
k79_42004	5.181818	7.650934	1
k79_5588	3.810231	4.9072723	1
k79_78006	5.2846155	5.371474	1
k79_65788	5.1553397	6.5428796	1
k79_65789	3.3435113	3.5682385	1
k79_42005	3.4240837	4.9002914	1
k79_65790	8.290322	8.782555	0.99635035
k79_53969	5.045226	6.5651345	1
k79_65791	3.1910112	4.614823	1
k79_78007	6.4534163	8.082016	1
k79_17456	5.638438	7.749233	1
k79_53970	4.844156	4.94741	1
k79_90034	14.476878	18.803629	1
k79_65792	4.842222	6.6845	1
k79_42006	5.5215983	7.082092	1
k79_78008	6.292683	7.7806406	1
k79_53971	3.7523584	5.0657797	1
k79_65793	6.3434343	6.4428916	1
k79_17459	3.4924407	4.7434874	1
k79_78009	4.3636365	4.94741	0.9013158
k79_65794	14.875	12.971669	0.9370629
k79_53972	4.165563	4.33049	1
k79_90035	5.166983	6.072331	0.9985229
k79_65795	2.6565657	3.2214458	1
k79_17460	18.273973	33.535416	1
k79_53973	6.4310346	7.53891	1
k79_65796	5.7352943	7.1619644	1
k79_53974	3.1925926	4.22179	1
k79_78010	3.0226905	4.1832595	1
k79_17461	6.8248177	8.618983	1
k79_78011	2.054945	3.7444293	1
k79_53975	5.2486773	6.266719	1
k79_78012	5.587678	7.2214823	1
k79_42007	8.459264	10.914286	1
k79_78013	4.968254	5.1781344	1
k79_65797	14.437299	17.868538	1
k79_65798	3.4339623	4.3083696	1
k79_78014	3.0294118	4.2971783	1
k79_65799	5.319672	6.6353493	1
k79_78015	1.5454545	2.5277522	1
k79_42008	5.6953845	7.520063	1
k79_65800	3.4320388	4.5064044	1
k79_90036	5.3186226	6.9353204	1
k79_42009	7.248691	8.481274	1
k79_78016	2.7188754	3.4041438	1
k79_42010	5.021978	5.8246684	1
k79_65801	8.423818	10.430045	1
k79_53976	14.471355	18.711708	1
k79_65802	7.4646463	6.845572	1
k79_42011	4.9471154	6.721844	1
k79_90037	3.9879518	5.1735077	1
k79_65803	5.643678	6.7691145	1
k79_78017	5.868583	7.0832615	1
k79_53977	6.7288136	7.660888	1
k79_42012	4.6404495	5.87341	1
k79_65804	6.6538463	7.895079	1
k79_17462	7.5065274	10.280696	1
k79_53978	4.6949153	5.2378545	1
k79_78018	3.1811023	4.467364	1
k79_17463	5.3008847	6.481169	1
k79_53979	5.59633	7.742665	1
k79_65805	4.3846154	6.441767	1
k79_17464	3.7029703	4.7936654	1
k79_53980	5.4503818	7.493301	1
k79_17465	9.410448	9.885529	1
k79_53981	6.35461	6.5466757	1
k79_65806	4.8646407	6.070884	1
k79_17466	9.075269	8.665092	1
k79_65807	2.0764706	3.1333594	1
k79_78019	4.4764853	5.8611484	1
k79_5589	7.691352	10.203184	1
k79_17467	4.868293	6.8038664	1
k79_78020	3.840909	4.6222606	0.9858156
k79_5591	38.615383	43.537205	1
k79_53982	9.084791	11.115883	1
k79_78021	3.9568346	4.163357	1
k79_53983	3.7802198	4.576525	1
k79_78022	3.606383	4.5202565	1
k79_42013	12.788991	16.964025	1
k79_42014	3.519685	4.705695	1
k79_5592	5.8427153	7.180962	1
k79_78023	4.107884	5.71144	1
k79_5593	5.178571	4.9751053	1
k79_42015	7.4375	9.496702	1
k79_17468	9.091542	11.28552	1
k79_78024	3.0625	3.2344356	0.983871
k79_53984	4.3499346	5.491101	1
k79_78025	8.669642	8.41941	1
k79_17469	4.345638	4.9238505	1
k79_42016	3.9206681	5.4198647	1
k79_53985	4.979021	6.2493596	1
k79_65808	25.868612	32.965836	0.9961571
k79_5594	8.597614	10.662776	1
k79_17470	12.68873	15.697735	1
k79_78026	5.550432	6.8904204	1
k79_65809	8.371681	10.293622	1
k79_42019	5.251816	7.3018966	1
k79_65810	3.819672	5.529458	1
k79_5595	3.9377048	5.068467	1
k79_53986	4.4551973	5.806452	1
k79_65811	5.3023257	6.8920016	1
k79_5596	5.414634	6.424463	1
k79_78027	3.1553397	4.1778126	1
k79_53987	2.991228	3.668323	1
k79_65812	5.3496504	5.8175683	1
k79_42020	4.2181816	5.44499	1
k79_53988	4.590476	5.570417	1
k79_65813	4.3046875	5.7707915	1
k79_78028	4.3961663	5.847133	1
k79_78029	3.3510637	4.5202565	1
k79_53989	4.287736	5.5396414	1
k79_5597	3.951111	5.104527	1
k79_65814	5.15847	6.023823	1
k79_78030	3.0128205	3.6043878	1
k79_90039	9.909633	13.097923	1
k79_78031	9.54088	11.355081	1
k79_17471	9.94668	12.756202	1
k79_65815	3.6929674	5.0612516	1
k79_17472	5.890909	5.3990192	1
k79_53990	9.372121	11.620747	1
k79_17473	4.8031497	5.4296484	1
k79_17474	8.090362	9.519067	1
k79_65816	4.004484	4.8970695	0.94505495
k79_78032	6.034331	7.8748198	1
k79_90040	5.8704157	8.009749	1
k79_17475	4.0363984	5.073058	1
k79_17476	4.188889	6.2667193	1
k79_90041	3.5508475	4.376756	1
k79_78033	9.56092	10.969437	0.9213675
k79_5598	7.82838	10.346627	1
k79_5599	5.8974357	6.22576	1
k79_78034	5.59673	7.951582	1
k79_5600	8.393258	5.453881	0.6359833
k79_17477	4.5115767	5.5967674	1
k79_78035	2.65	3.5578792	1
k79_17478	6.2989693	6.495061	1
k79_17479	3.613003	4.875587	1
k79_78036	8.346359	12.093977	1
k79_5601	4.663388	6.1196127	1
k79_78037	5	5.802098	1
k79_90042	5.467552	7.042995	1
k79_78038	7.3233085	7.794647	1
k79_90043	5.104	5.4691367	1
k79_78039	4.0326085	6.214928	1
k79_90044	3.2876713	3.8041873	1
k79_17480	5.5434175	7.1443677	1
k79_78040	2.3043478	3.4815106	1
k79_42021	8.170577	10.880478	1
k79_78041	2.1768708	3.37601	1
k79_90045	5.007396	6.676408	1
k79_17481	5.576316	7.382333	1
k79_17482	3.6292136	3.7757633	1
k79_78042	4.1151357	5.1057124	1
k79_17483	3.6526315	4.9110613	1
k79_42022	6.616915	8.854793	1
k79_78043	3.4069767	3.932059	1
k79_53991	32.577126	43.017708	1
k79_42023	4.2749004	4.5007854	1
k79_17484	3.369906	4.7033796	1
k79_78044	2.3111112	3.34225	1
k79_53992	4.5277777	6.2181396	1
k79_42024	2.4464285	3.827004	1
k79_78045	4.962963	5.277237	1
k79_17485	3.0502794	3.9619377	1
k79_78046	7.575	7.055862	1
k79_17486	4.9590163	7.00398	1
k79_53993	2.1586206	4.101852	1
k79_90046	12.551511	16.29503	1
k79_17487	3.779661	5.6119876	1
k79_53994	6.4330707	7.601507	1
k79_90047	4.8938055	6.481169	1
k79_17488	7.435484	7.318796	1
k79_53995	2.0777779	2.5066876	1
k79_78047	3.7940505	4.7827773	1
k79_90048	3.302521	5.591125	1
k79_53996	3.5641026	3.932059	1
k79_78048	3.294643	4.209705	1
k79_90049	2.5523255	2.491118	0.9037267
k79_78049	2.4142857	3.6207707	1
k79_90050	3.7234042	4.9311886	1
k79_78050	2.0795455	2.9490442	1
k79_42025	6.8159647	8.77469	1
k79_78051	3.2733812	4.597804	1
k79_42026	6.4914284	6.787339	1
k79_90051	6.6074333	8.231655	1
k79_53997	6.3198757	7.9488845	1
k79_90052	5.7287855	7.6101832	1
k79_90053	4.968992	5.390726	1
k79_90054	5.2883434	6.4334393	1
k79_29666	16.212387	21.662304	1
k79_53998	7.1743746	9.350628	1
k79_29667	5.242782	6.5965466	1
k79_29668	4.763441	6.6019754	1
k79_29669	3.2049181	4.054936	1
k79_29670	8.866072	10.3329115	1
k79_90055	7.669883	10.050492	1
k79_90056	3.773879	5.141923	1
k79_29671	15.889167	19.979229	1
k79_90057	3.8951614	5.8550367	1
k79_78052	12.127409	16.00373	1
k79_53999	9.422279	12.157333	1
k79_90058	4.0913243	5.4567347	1
k79_29672	3.36478	4.637572	1
k79_29673	4.055814	4.9446983	1
k79_90059	5.8582997	7.0717635	1
k79_29674	4.299776	5.710377	1
k79_29675	3.28	4.319216	0.94153845
k79_29676	3.737864	3.9631424	1
k79_29677	5.5634923	6.5391846	1
k79_29678	10.998297	13.604816	1
k79_29679	4.5130434	6.0538874	1
k79_17489	10.116862	13.681601	1
k79_29680	5.206897	7.161965	1
k79_29681	6.0035586	6.9791765	1
k79_29682	3.480315	5.067672	1
